"P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2","FOLIO","VIV_SEL","ID_ENT","FAC_VIV"
3,4,2,1,1,5,1,9414,3,0,1049
1,2,2,2,1,2,1,9415,4,0,1049
1,2,1,2,1,2,1,9416,6,0,1049
2,4,1,1,1,4,1,9417,7,0,1049
1,1,1,2,1,2,1,9418,8,0,1049
1,3,1,2,1,3,1,9419,9,0,1049
7,8,3,2,2,5,1,9420,10,0,1049
1,1,1,2,1,1,1,9421,11,0,1049
2,5,3,2,1,4,1,9422,12,0,1049
1,1,1,2,1,4,1,9423,13,0,1049
1,2,1,2,1,2,1,9424,14,0,1049
2,4,2,1,1,2,1,9425,15,0,1049
1,1,1,2,2,1,1,9426,16,0,1049
1,1,1,2,1,3,1,9427,18,0,1049
2,4,2,1,1,2,1,9428,19,0,1049
1,1,1,2,1,3,1,9429,20,0,1049
2,3,1,2,2,5,1,9430,1,0,1946
1,1,1,2,1,1,1,9431,3,0,1946
2,3,1,2,1,2,1,9432,4,0,1946
1,1,1,2,1,1,1,9433,5,0,1946
1,1,1,1,2,4,1,9434,2,0,1290
1,1,1,2,2,1,1,9435,3,0,1290
2,2,1,1,1,5,1,9436,4,0,1290
2,3,1,2,1,2,1,9437,5,0,1290
3,5,2,1,1,3,1,9438,6,0,1290
2,4,2,2,1,3,1,9439,7,0,1290
1,2,0,2,2,5,1,9440,8,0,1290
1,3,1,1,1,4,1,9441,9,0,1290
2,2,1,2,1,2,1,9442,10,0,1290
1,3,1,2,2,4,1,9443,11,0,1290
2,2,1,2,1,5,1,9444,12,0,1290
1,2,1,2,1,5,1,9445,13,0,1290
1,2,1,2,1,4,1,9446,15,0,1290
1,2,1,1,1,4,1,9447,16,0,1290
1,2,1,2,1,1,1,9448,17,0,1290
1,2,1,2,1,4,1,9449,18,0,1290
1,2,1,2,2,1,1,9450,19,0,1290
2,3,1,2,1,1,1,9451,1,0,2034
2,4,2,1,1,6,1,9452,2,0,2034
1,3,1,1,2,2,1,9453,3,0,2034
2,2,1,1,1,3,1,9454,4,0,2034
1,4,1,1,1,2,1,9455,5,0,2034
2,2,1,2,1,7,1,9456,1,0,1868
1,3,1,2,1,3,1,9457,2,0,1868
1,1,1,2,2,4,1,9458,3,0,1868
1,3,1,1,2,4,1,9459,4,0,1868
1,1,1,2,2,5,1,9460,5,0,1868
1,2,1,2,2,4,1,9461,1,0,1510
1,2,1,2,2,6,1,9462,2,0,1510
1,3,1,1,2,3,1,9463,3,0,1510
1,2,1,2,2,1,1,9464,4,0,1510
2,3,1,1,2,5,1,9465,5,0,1510
3,4,2,1,2,8,2,9466,6,0,1510
2,3,1,2,2,4,1,9467,7,0,1510
2,4,1,2,2,5,1,9468,8,0,1510
2,3,1,2,2,5,1,9469,9,0,1510
1,3,1,1,1,5,1,9470,10,0,1510
1,3,1,2,2,4,1,9471,11,0,1510
1,2,1,1,2,3,1,9472,12,0,1510
2,3,2,2,2,1,1,9473,13,0,1510
1,2,1,2,2,3,1,9474,14,0,1510
1,2,1,2,2,2,1,9475,15,0,1510
2,2,1,2,2,1,1,9476,16,0,1510
3,4,1,2,2,8,1,9477,17,0,1510
1,3,1,2,2,3,1,9478,18,0,1510
3,5,1,2,2,6,1,9479,19,0,1510
1,3,1,2,2,2,1,9480,20,0,1510
1,2,0,2,2,4,1,9481,1,0,1287
2,4,2,2,1,7,1,9482,2,0,1287
2,3,1,2,1,3,1,9483,3,0,1287
2,2,1,2,2,3,1,9484,4,0,1287
1,2,0,2,1,5,1,9485,5,0,1287
2,3,1,2,2,4,1,9486,6,0,1287
3,4,1,2,2,2,1,9487,7,0,1287
2,3,1,2,2,7,1,9488,8,0,1287
2,3,0,2,2,3,1,9489,10,0,1287
2,3,0,2,2,4,1,9490,11,0,1287
1,2,1,2,2,4,1,9491,12,0,1287
2,3,1,2,2,2,1,9492,13,0,1287
2,3,1,2,2,3,1,9493,14,0,1287
4,5,1,2,2,7,1,9494,15,0,1287
1,2,1,2,2,2,1,9495,16,0,1287
2,3,1,2,1,5,1,9496,17,0,1287
1,2,1,2,2,5,1,9497,18,0,1287
2,3,1,2,2,5,1,9498,19,0,1287
2,3,1,2,2,5,1,9499,20,0,1287
1,1,1,2,2,3,1,9500,21,0,1287
1,1,0,2,2,2,1,9501,22,0,1287
3,5,1,2,1,4,1,9502,1,0,1636
2,4,0,1,1,3,1,9503,2,0,1636
1,1,1,2,2,1,1,9504,3,0,1636
1,1,1,2,1,2,1,9505,5,0,1636
3,5,1,1,1,5,1,9506,2,0,1325
4,6,2,2,2,2,1,9507,3,0,1325
3,6,2,2,1,4,1,9508,4,0,1325
3,5,1,1,1,4,1,9509,5,0,1325
1,3,1,2,1,1,1,9510,1,0,1376
1,4,1,1,1,2,1,9511,2,0,1376
4,7,3,1,1,6,1,9512,3,0,1376
1,4,1,1,1,5,1,9513,4,0,1376
1,3,1,2,2,2,1,9514,5,0,1376
3,7,2,1,1,5,2,9515,1,0,1416
2,4,1,2,1,4,1,9516,2,0,1416
2,3,1,1,1,1,1,9517,3,0,1416
2,3,2,2,1,1,1,9518,4,0,1416
2,4,1,2,1,4,1,9519,5,0,1416
2,4,1,1,1,6,1,9520,1,0,2068
2,5,1,2,1,2,1,9521,2,0,2068
1,4,1,1,1,3,1,9522,3,0,2068
2,3,1,1,1,5,1,9523,4,0,2068
2,3,0,2,1,5,1,9524,5,0,2068
2,4,1,1,1,4,1,9525,1,0,1583
1,2,1,1,1,3,1,9526,2,0,1583
1,3,1,1,1,3,1,9527,3,0,1583
3,4,1,2,1,4,1,9528,4,0,1583
2,8,2,1,1,4,1,9529,5,0,1583
2,4,1,2,1,5,1,9530,1,0,1864
1,3,2,1,1,3,1,9531,2,0,1864
2,4,1,1,1,4,1,9532,3,0,1864
1,4,1,1,2,1,1,9533,4,0,1864
1,3,1,1,1,1,1,9534,5,0,1864
3,6,1,1,1,3,1,9535,2,0,1305
1,6,1,1,1,1,1,9536,3,0,1305
1,1,1,1,1,1,1,9537,4,0,1305
6,9,3,1,1,10,2,9538,5,0,1305
2,5,1,1,1,3,1,9539,1,0,1439
1,4,1,1,1,2,1,9540,2,0,1439
3,5,2,1,1,4,1,9541,3,0,1439
3,6,3,1,1,4,1,9542,4,0,1439
3,4,3,2,1,3,1,9543,5,0,1439
4,6,1,1,1,4,1,9544,1,0,1273
2,6,2,2,1,2,1,9545,2,0,1273
2,5,2,1,1,2,1,9546,3,0,1273
2,3,1,2,2,3,1,9547,4,0,1273
2,4,1,2,1,1,1,9548,5,0,1273
2,5,2,1,1,3,1,9549,1,0,1341
2,4,1,2,1,4,1,9550,3,0,1341
2,4,1,2,1,5,1,9551,4,0,1341
3,5,1,2,1,2,1,9552,2,0,1375
2,4,2,1,1,2,1,9553,3,0,1375
1,3,2,1,1,3,1,9554,4,0,1375
3,6,1,2,1,5,1,9555,5,0,1375
3,5,1,2,1,5,1,9556,1,0,1315
2,4,1,2,1,5,1,9557,2,0,1315
1,3,1,1,1,1,1,9558,3,0,1315
1,3,1,1,1,4,1,9559,4,0,1315
2,6,1,1,1,4,1,9560,5,0,1315
2,4,1,1,1,7,1,9561,1,0,1936
1,3,0,2,2,1,1,9562,2,0,1936
3,4,1,2,1,3,1,9563,3,0,1936
3,5,1,1,1,5,1,9564,4,0,1936
3,3,1,2,2,5,1,9565,5,0,1936
2,5,1,1,1,4,1,9566,1,0,1444
2,4,1,1,2,1,1,9567,4,0,1444
3,5,2,1,1,3,1,9568,5,0,1444
2,7,2,2,1,2,1,9569,1,0,1494
1,8,2,1,1,1,1,9570,2,0,1494
1,5,2,1,1,2,1,9571,4,0,1494
4,6,2,1,2,2,1,9572,5,0,1494
3,5,1,1,1,7,1,9573,2,0,1288
1,5,2,2,1,1,1,9574,3,0,1288
2,3,1,2,1,3,1,9575,4,0,1288
1,2,1,2,1,1,1,9576,1,0,1369
5,7,2,1,1,5,1,9577,3,0,1369
2,4,1,2,1,2,1,9578,4,0,1369
1,2,1,2,1,1,1,9579,5,0,1369
3,4,1,2,1,2,1,9580,1,0,1626
2,3,2,2,2,4,1,9581,2,0,1626
2,4,1,1,2,2,1,9582,3,0,1626
2,3,1,2,1,4,1,9583,4,0,1626
1,2,1,1,2,1,1,9584,5,0,1626
2,3,1,2,2,2,1,9585,1,0,1118
1,1,1,1,1,5,1,9586,2,0,1118
1,3,1,2,1,3,1,9587,3,0,1118
2,4,2,2,1,4,1,9588,4,0,1118
2,4,1,2,1,6,1,9589,5,0,1118
3,5,2,1,1,4,1,9590,1,0,1653
2,4,1,1,1,4,1,9591,3,0,1653
2,5,2,1,1,3,1,9592,4,0,1653
3,4,2,1,1,5,1,9593,5,0,1653
2,4,2,1,1,2,1,9594,1,0,1215
2,6,3,1,1,5,1,9595,3,0,1215
3,5,2,1,1,4,1,9596,4,0,1215
3,6,2,1,1,4,1,9597,5,0,1215
2,5,1,2,2,4,1,9598,1,0,1574
2,5,1,1,1,2,1,9599,2,0,1574
3,4,1,2,1,4,1,9600,3,0,1574
1,4,1,2,1,3,1,9601,4,0,1574
2,4,1,2,1,5,1,9602,5,0,1574
2,5,2,2,1,5,1,9603,2,0,1247
3,5,2,2,1,1,1,9604,3,0,1247
1,3,1,2,2,2,1,9605,2,0,1371
3,5,1,2,1,2,1,9606,3,0,1371
3,5,3,1,1,3,1,9607,4,0,1371
2,4,1,1,1,5,1,9608,5,0,1371
1,4,1,2,1,1,1,9609,1,0,1461
1,6,2,1,1,1,1,9610,2,0,1461
2,5,2,1,1,3,1,9611,3,0,1461
1,7,3,2,1,1,1,9612,2,0,1263
1,4,2,2,1,1,1,9613,3,0,1263
1,4,2,2,1,1,1,9614,4,0,1263
1,6,5,1,1,2,1,9615,5,0,1263
3,5,1,1,1,3,1,9616,1,0,1393
2,7,2,1,1,3,1,9617,2,0,1393
3,4,1,2,1,4,1,9618,3,0,1393
3,6,1,1,1,5,1,9619,4,0,1393
1,7,2,2,1,1,1,9620,5,0,1393
4,5,4,1,1,7,1,9621,1,0,1490
4,6,2,1,1,3,1,9622,2,0,1490
2,4,1,1,1,4,1,9623,3,0,1490
1,5,1,1,1,1,1,9624,4,0,1490
2,4,1,1,1,4,1,9625,5,0,1490
4,6,2,1,1,6,1,9626,1,0,1304
1,5,2,1,1,1,1,9627,2,0,1304
2,6,1,1,1,5,1,9628,3,0,1304
2,4,1,2,1,2,1,9629,5,0,1304
2,3,2,1,1,2,1,9630,1,0,1538
2,6,2,2,1,3,1,9631,2,0,1538
2,3,1,1,2,3,1,9632,4,0,1538
2,4,1,2,1,3,1,9633,5,0,1538
2,3,1,2,1,4,1,9634,1,0,1576
3,4,1,2,1,4,1,9635,2,0,1576
2,3,1,2,1,4,1,9636,3,0,1576
4,7,1,2,1,5,1,9637,4,0,1576
5,7,2,1,1,6,1,9638,5,0,1576
2,5,1,2,1,3,1,9639,1,0,1614
3,5,1,2,1,2,1,9640,2,0,1614
3,6,1,2,1,7,1,9641,4,0,1614
3,5,1,2,1,9,1,9642,1,0,1433
1,2,1,2,1,3,1,9643,2,0,1433
2,4,1,2,1,5,1,9644,3,0,1433
2,4,2,1,1,3,1,9645,1,0,1406
4,5,1,1,1,5,1,9646,2,0,1406
2,3,1,1,1,1,1,9647,3,0,1406
2,4,1,1,1,4,1,9648,4,0,1406
2,4,1,2,1,3,1,9649,5,0,1406
1,4,1,1,1,2,1,9650,1,0,1619
3,6,2,2,1,5,1,9651,2,0,1619
2,5,1,1,1,3,1,9652,3,0,1619
2,5,2,1,1,4,1,9653,5,0,1619
3,5,2,1,1,3,1,9654,1,0,1395
3,5,1,2,2,4,1,9655,3,0,1395
1,5,1,2,1,1,1,9656,4,0,1395
2,5,1,1,1,2,1,9657,5,0,1395
1,3,1,1,1,2,1,9658,1,0,1405
2,6,2,1,1,2,1,9659,2,0,1405
2,4,1,1,1,3,1,9660,3,0,1405
3,6,1,1,1,5,1,9661,5,0,1405
3,5,1,1,1,3,1,9662,1,0,1345
1,5,1,2,2,1,1,9663,2,0,1345
2,3,1,2,2,1,1,9664,3,0,1345
7,10,2,1,1,8,1,9665,4,0,1345
2,5,2,2,1,2,1,9666,5,0,1345
2,5,1,1,1,2,1,9667,3,0,1410
2,4,3,1,1,3,1,9668,4,0,1410
4,5,2,1,1,5,1,9669,5,0,1410
2,4,1,1,1,3,1,9670,1,0,1552
3,5,2,1,1,7,1,9671,2,0,1552
2,3,2,1,1,3,1,9672,3,0,1552
1,5,1,1,2,1,1,9673,4,0,1552
3,5,1,2,2,2,1,9674,5,0,1552
3,5,1,1,1,4,1,9675,1,0,1345
3,4,2,1,1,4,1,9676,2,0,1345
3,4,1,1,1,5,1,9677,3,0,1345
2,3,1,1,1,2,1,9678,4,0,1345
3,4,1,1,1,4,1,9679,5,0,1345
3,6,1,1,1,4,1,9680,1,0,1348
1,4,1,2,2,1,1,9681,2,0,1348
2,4,1,1,2,3,1,9682,3,0,1348
2,5,1,1,2,1,1,9683,4,0,1348
3,4,1,1,1,4,1,9684,5,0,1348
2,6,1,2,2,2,1,9685,1,0,1398
2,4,1,2,1,2,1,9686,2,0,1398
2,4,1,1,1,2,1,9687,3,0,1398
4,6,2,2,1,8,1,9688,4,0,1398
3,5,1,2,1,4,1,9689,5,0,1398
1,4,1,2,2,4,1,9690,1,0,1514
2,5,1,1,1,3,1,9691,2,0,1514
3,5,1,2,2,3,1,9692,3,0,1514
3,4,2,1,1,4,1,9693,5,0,1514
4,8,2,1,1,6,1,9694,1,0,1424
3,5,1,1,1,4,1,9695,2,0,1424
2,4,1,2,1,5,1,9696,3,0,1424
2,4,1,2,2,5,1,9697,4,0,1424
1,5,1,2,1,2,1,9698,5,0,1424
3,5,1,1,1,4,1,9699,1,0,1487
3,5,1,2,1,4,1,9700,2,0,1487
1,3,1,2,2,1,1,9701,3,0,1487
2,4,1,1,1,4,1,9702,4,0,1487
4,7,2,1,1,7,1,9703,5,0,1487
2,5,2,1,1,4,1,9704,1,0,1223
3,6,3,1,1,2,1,9705,2,0,1223
3,6,2,1,1,2,1,9706,4,0,1223
2,4,2,1,1,4,1,9707,5,0,1223
1,2,1,2,2,1,1,9708,1,0,1377
3,4,1,1,1,6,1,9709,2,0,1377
2,4,1,1,1,3,1,9710,3,0,1377
2,3,1,1,1,3,1,9711,4,0,1377
3,4,0,2,2,4,2,9712,1,0,2889
4,6,1,2,1,11,1,9713,2,0,2889
3,6,2,2,1,3,1,9714,3,0,2889
3,6,1,1,1,2,1,9715,4,0,2889
2,4,3,1,1,4,1,9716,5,0,2889
2,3,1,2,2,4,1,9717,1,0,2743
1,3,1,1,2,5,1,9718,2,0,2743
2,3,1,1,2,3,1,9719,3,0,2743
1,5,1,2,1,2,1,9720,4,0,2743
2,4,1,2,2,7,1,9721,5,0,2743
2,8,5,2,2,3,1,9722,1,0,1786
6,8,2,2,1,7,1,9723,2,0,1786
3,4,1,2,1,5,1,9724,3,0,1786
2,4,1,2,1,3,1,9725,4,0,1786
4,6,1,1,1,7,1,9726,5,0,1786
6,8,3,1,1,7,1,9727,1,0,1317
3,5,1,2,2,3,1,9728,2,0,1317
2,4,1,2,2,2,1,9729,3,0,1317
3,5,1,1,1,8,1,9730,4,0,1317
2,3,1,1,1,1,1,9731,5,0,1317
1,3,1,2,2,2,1,9732,1,0,2714
3,4,1,2,1,2,1,9733,2,0,2714
1,3,1,2,2,2,1,9734,3,0,2714
3,6,2,1,1,5,1,9735,5,0,2714
2,4,1,2,1,4,1,9736,1,0,1588
6,9,1,2,1,6,1,9737,2,0,1588
2,4,1,2,1,3,1,9738,3,0,1588
2,5,2,1,1,4,1,9739,4,0,1588
3,5,1,2,2,4,1,9740,5,0,1588
1,4,1,2,2,4,1,9741,1,0,1313
2,3,1,2,1,4,1,9742,2,0,1313
1,5,1,2,2,1,1,9743,3,0,1313
2,3,1,1,1,4,1,9744,4,0,1313
4,5,1,2,1,6,1,9745,5,0,1313
2,3,1,2,1,4,1,9746,1,0,1600
4,8,2,1,1,8,1,9747,2,0,1600
2,4,1,2,2,1,1,9748,3,0,1600
1,5,1,1,1,3,1,9749,4,0,1600
1,3,1,1,1,3,1,9750,5,0,1600
1,5,2,2,1,1,1,9751,1,0,1321
3,5,2,1,1,5,1,9752,2,0,1321
1,6,2,1,1,1,1,9753,3,0,1321
2,6,2,1,1,2,1,9754,4,0,1321
1,5,1,2,2,1,1,9755,5,0,1321
3,6,1,2,1,4,1,9756,1,0,1364
4,6,2,1,1,5,1,9757,2,0,1364
2,4,1,2,1,3,1,9758,3,0,1364
3,5,1,2,2,8,1,9759,4,0,1364
3,6,1,2,1,5,1,9760,5,0,1364
2,5,1,1,1,4,1,9761,1,0,1532
3,5,1,1,1,5,1,9762,2,0,1532
2,4,1,1,1,4,1,9763,3,0,1532
2,4,1,1,2,2,1,9764,4,0,1532
1,3,1,2,2,3,1,9765,1,0,1269
1,3,1,1,2,6,1,9766,2,0,1269
3,7,2,2,1,7,1,9767,3,0,1269
4,7,1,2,1,1,1,9768,4,0,1269
2,6,1,2,2,2,1,9769,5,0,1269
3,4,1,1,1,5,1,9770,1,0,1325
2,3,1,1,2,4,1,9771,2,0,1325
2,3,1,1,1,3,1,9772,3,0,1325
2,4,1,2,1,6,1,9773,5,0,1325
2,3,1,1,1,4,1,9774,1,0,1089
2,3,1,2,1,3,1,9775,2,0,1089
1,7,3,1,1,2,1,9776,3,0,1089
1,2,1,2,2,1,1,9777,4,0,1089
1,1,0,2,2,1,1,9778,5,0,1089
1,1,1,2,1,2,1,9779,6,0,1089
2,3,1,2,2,2,1,9780,7,0,1089
1,2,0,2,2,1,1,9781,8,0,1089
1,4,2,1,1,3,1,9782,9,0,1089
3,6,1,1,1,6,1,9783,10,0,1089
3,5,1,1,1,3,1,9784,11,0,1089
1,4,1,2,2,2,1,9785,12,0,1089
3,5,2,1,1,4,1,9786,13,0,1089
3,3,1,2,1,7,1,9787,14,0,1089
2,4,1,1,1,4,1,9788,15,0,1089
2,5,1,2,2,3,1,9789,16,0,1089
3,5,1,1,1,5,1,9790,17,0,1089
2,3,2,2,1,6,1,9791,18,0,1089
2,3,2,1,1,5,1,9792,19,0,1089
1,3,2,1,1,2,1,9793,20,0,1089
1,6,2,1,1,1,1,9794,1,0,1022
1,5,1,2,1,2,1,9795,2,0,1022
2,3,1,2,1,4,1,9796,3,0,1022
2,4,2,2,1,2,1,9797,4,0,1022
1,3,1,2,1,4,1,9798,5,0,1022
2,5,1,1,1,3,1,9799,6,0,1022
3,5,1,1,1,5,1,9800,7,0,1022
1,4,1,1,1,2,1,9801,8,0,1022
1,2,1,2,2,1,1,9802,9,0,1022
2,4,1,2,1,10,1,9803,11,0,1022
1,5,1,2,2,2,1,9804,12,0,1022
2,5,1,2,1,2,1,9805,13,0,1022
2,3,1,2,2,5,1,9806,15,0,1022
2,3,1,2,2,4,1,9807,16,0,1022
3,5,1,1,1,4,1,9808,18,0,1022
2,3,1,1,1,5,1,9809,1,0,1063
3,5,1,2,1,3,1,9810,2,0,1063
3,4,1,2,1,8,1,9811,3,0,1063
2,4,1,2,1,2,1,9812,4,0,1063
2,4,1,2,1,4,1,9813,5,0,1063
2,9,3,1,1,3,1,9814,6,0,1063
2,3,0,2,2,4,1,9815,7,0,1063
2,3,2,1,2,4,1,9816,8,0,1063
3,7,2,2,1,4,1,9817,9,0,1063
2,3,1,2,2,2,2,9818,11,0,1063
3,5,2,1,1,4,1,9819,12,0,1063
2,5,1,1,2,2,1,9820,13,0,1063
1,6,2,2,1,1,1,9821,15,0,1063
4,6,2,1,1,5,1,9822,16,0,1063
1,2,1,2,1,2,1,9823,17,0,1063
3,3,2,1,1,6,1,9824,18,0,1063
2,3,1,2,2,1,1,9825,19,0,1063
2,7,1,2,2,4,1,9826,20,0,1063
2,4,1,2,2,3,1,9827,1,0,983
1,4,1,2,2,2,1,9828,2,0,983
1,2,1,2,1,2,1,9829,3,0,983
2,5,1,1,1,2,1,9830,4,0,983
2,4,1,2,1,4,1,9831,5,0,983
3,5,2,1,1,5,1,9832,7,0,983
2,5,1,2,1,3,1,9833,8,0,983
2,4,2,1,1,4,1,9834,9,0,983
1,5,2,1,1,1,1,9835,11,0,983
1,2,1,2,2,5,1,9836,12,0,983
2,3,1,1,1,3,1,9837,13,0,983
2,4,1,1,2,4,1,9838,15,0,983
2,4,1,1,1,2,1,9839,16,0,983
2,4,1,1,1,5,1,9840,17,0,983
2,4,1,2,2,3,1,9841,18,0,983
2,3,1,1,1,5,1,9842,19,0,983
2,4,1,1,1,3,1,9843,20,0,983
1,3,0,2,2,2,1,9844,1,0,1035
1,4,2,1,2,2,1,9845,2,0,1035
1,6,2,1,1,1,1,9846,3,0,1035
3,6,0,2,1,2,1,9847,4,0,1035
1,1,0,2,2,6,1,9848,5,0,1035
2,4,0,2,2,3,1,9849,6,0,1035
3,4,0,2,2,5,1,9850,8,0,1035
2,3,0,2,2,5,1,9851,9,0,1035
1,4,0,2,2,2,1,9852,10,0,1035
2,3,3,2,2,3,1,9853,11,0,1035
2,2,0,2,2,4,1,9854,12,0,1035
1,3,0,2,2,3,1,9855,13,0,1035
2,3,1,1,2,4,1,9856,14,0,1035
1,1,0,2,2,4,1,9857,15,0,1035
4,5,1,2,2,8,1,9858,16,0,1035
1,3,1,2,2,3,1,9859,17,0,1035
1,1,0,2,2,3,1,9860,18,0,1035
1,2,0,2,2,1,1,9861,19,0,1035
1,3,0,2,2,3,1,9862,20,0,1035
3,5,1,1,1,6,1,9863,1,0,1052
1,3,2,1,2,1,1,9864,2,0,1052
2,3,1,1,2,2,1,9865,3,0,1052
1,2,1,2,2,1,1,9866,4,0,1052
2,4,2,1,1,5,1,9867,6,0,1052
3,6,1,1,2,3,1,9868,7,0,1052
2,4,2,2,2,2,1,9869,10,0,1052
1,2,1,2,2,1,1,9870,11,0,1052
1,1,1,2,1,1,1,9871,12,0,1052
1,3,1,2,1,1,1,9872,13,0,1052
3,4,1,1,1,3,1,9873,14,0,1052
3,4,1,2,2,6,1,9874,15,0,1052
2,5,1,1,1,3,1,9875,16,0,1052
3,6,1,2,1,5,1,9876,18,0,1052
2,8,2,2,1,2,1,9877,19,0,1052
1,1,1,2,2,1,1,9878,20,0,1052
2,3,2,1,1,6,1,9879,3,0,1099
1,2,1,2,2,1,1,9880,5,0,1099
1,3,1,1,1,4,1,9881,6,0,1099
2,3,1,2,2,1,1,9882,7,0,1099
3,5,2,1,1,3,1,9883,9,0,1099
3,5,3,1,1,3,1,9884,10,0,1099
1,1,1,2,2,1,1,9885,11,0,1099
3,6,3,1,1,3,1,9886,12,0,1099
1,5,2,1,1,2,1,9887,14,0,1099
2,3,1,1,1,3,1,9888,15,0,1099
3,3,0,2,1,3,1,9889,16,0,1099
1,5,0,2,2,1,1,9890,17,0,1099
3,6,1,1,1,4,1,9891,18,0,1099
3,5,0,2,1,4,1,9892,19,0,1099
2,3,1,1,1,3,1,9893,20,0,1099
3,4,2,1,1,4,1,9894,1,0,975
5,7,2,1,1,3,1,9895,2,0,975
2,5,1,1,2,2,1,9896,3,0,975
1,2,0,2,1,3,1,9897,4,0,975
2,3,1,1,2,3,1,9898,6,0,975
2,3,0,2,2,2,1,9899,7,0,975
2,2,0,2,1,7,1,9900,8,0,975
3,4,0,1,1,5,1,9901,9,0,975
2,4,0,1,1,3,1,9902,11,0,975
2,6,1,1,1,4,1,9903,12,0,975
2,3,1,2,1,3,1,9904,13,0,975
3,5,1,1,1,4,1,9905,14,0,975
2,6,1,1,1,4,1,9906,15,0,975
2,3,0,2,2,1,1,9907,16,0,975
2,4,0,2,2,4,1,9908,17,0,975
2,3,1,2,2,2,1,9909,18,0,975
1,3,1,2,1,2,1,9910,19,0,975
1,1,0,2,2,4,1,9911,20,0,975
2,4,1,2,1,2,1,9912,1,0,1043
3,5,1,2,1,3,1,9913,2,0,1043
2,5,1,1,1,4,1,9914,3,0,1043
4,6,2,1,1,2,1,9915,4,0,1043
2,3,1,1,1,7,1,9916,5,0,1043
2,3,1,1,1,1,1,9917,6,0,1043
3,7,1,2,1,4,1,9918,7,0,1043
3,6,1,1,1,7,1,9919,8,0,1043
2,4,1,2,1,2,1,9920,9,0,1043
2,4,1,2,1,4,1,9921,10,0,1043
2,3,1,2,2,1,1,9922,12,0,1043
3,5,2,1,1,6,1,9923,13,0,1043
1,2,0,2,1,3,1,9924,14,0,1043
2,5,1,1,1,3,1,9925,16,0,1043
2,3,1,2,1,5,1,9926,17,0,1043
1,2,1,2,2,2,1,9927,18,0,1043
1,5,1,2,2,2,1,9928,19,0,1043
1,4,0,2,2,1,1,9929,20,0,1043
1,5,1,2,2,1,1,9930,1,0,1307
2,3,0,2,2,6,1,9931,2,0,1307
1,3,0,2,2,5,1,9932,3,0,1307
3,4,0,1,2,3,1,9933,4,0,1307
1,2,0,2,2,2,1,9934,5,0,1307
3,5,0,1,2,6,2,9935,6,0,1307
1,2,0,2,2,5,1,9936,7,0,1307
3,4,0,2,2,3,1,9937,8,0,1307
1,1,0,2,2,3,1,9938,9,0,1307
2,3,0,2,2,4,1,9939,10,0,1307
2,3,0,2,2,7,1,9940,11,0,1307
2,3,0,2,2,4,1,9941,12,0,1307
2,3,0,2,2,4,1,9942,13,0,1307
1,2,0,2,2,4,1,9943,14,0,1307
1,1,0,2,2,3,1,9944,15,0,1307
2,3,0,2,2,3,1,9945,16,0,1307
1,2,1,2,2,1,1,9946,17,0,1307
1,3,0,2,2,6,1,9947,18,0,1307
2,3,0,2,2,2,1,9948,19,0,1307
2,3,0,2,2,3,1,9949,20,0,1307
2,4,1,2,2,3,1,9950,1,0,1034
1,4,1,1,2,2,1,9951,2,0,1034
2,5,1,2,2,3,1,9952,3,0,1034
1,2,0,2,2,3,1,9953,4,0,1034
2,3,0,2,2,4,1,9954,5,0,1034
1,4,1,2,2,2,1,9955,6,0,1034
3,4,0,2,2,6,1,9956,7,0,1034
3,5,2,2,2,9,1,9957,8,0,1034
1,2,1,2,2,1,1,9958,9,0,1034
1,1,0,2,2,6,1,9959,10,0,1034
1,3,0,2,2,1,1,9960,11,0,1034
1,2,0,1,2,3,1,9961,13,0,1034
2,2,0,2,2,4,1,9962,14,0,1034
3,4,0,2,2,6,1,9963,15,0,1034
1,3,0,2,2,2,1,9964,16,0,1034
2,3,0,1,1,4,1,9965,17,0,1034
1,1,0,1,2,3,1,9966,18,0,1034
2,5,1,1,2,5,1,9967,19,0,1034
3,6,0,1,2,7,1,9968,20,0,1034
1,1,0,2,2,2,1,9969,21,0,1034
1,2,0,2,2,7,1,9970,1,0,996
2,3,0,2,1,4,1,9971,2,0,996
2,2,0,2,1,7,1,9972,3,0,996
3,3,0,2,1,4,1,9973,4,0,996
2,2,0,2,2,2,1,9974,5,0,996
1,2,0,2,1,5,1,9975,6,0,996
2,2,0,2,1,5,1,9976,7,0,996
1,2,0,2,2,3,1,9977,9,0,996
2,3,0,2,2,6,1,9978,10,0,996
2,3,0,2,2,2,1,9979,11,0,996
2,4,0,2,2,3,1,9980,12,0,996
3,4,0,2,1,2,1,9981,13,0,996
2,3,0,2,2,5,1,9982,14,0,996
2,3,1,1,1,4,1,9983,15,0,996
2,3,0,2,2,3,1,9984,16,0,996
2,3,0,2,1,4,1,9985,17,0,996
1,3,0,2,2,2,1,9986,19,0,996
2,3,0,2,2,4,1,9987,20,0,996
2,2,0,2,1,3,1,9988,1,0,1112
2,4,1,2,1,4,1,9989,2,0,1112
1,3,0,2,1,5,1,9990,3,0,1112
2,3,0,2,2,2,1,9991,4,0,1112
2,5,0,2,1,5,1,9992,5,0,1112
3,5,0,2,2,4,1,9993,6,0,1112
3,4,0,2,1,3,1,9994,7,0,1112
1,4,0,2,2,1,1,9995,8,0,1112
