"VIV_SEL","HOGAR","P3_2","P3_3","P3_5","P4_1","P4_5","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P12_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P5_3","P5_4","P10_8","R_SEL","FACTOR","P3_11","P4_3","P4_8","P5_31","P6_4","P6_20","P7_1","P10_17","P11_1_9","P12_3_1","P12_3_2","P12_3_3","P12_3_4","P12_3_5","P12_3_6"
8,1,6,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,50,11,707,2760866,4440,0,0,1,2,2,2,2,2,1,2,1,2,2,1,4440,2,5,1,2,2,3,2,2,1,2,2,1,2,2,2
14,1,5,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,35,11,707,2760866,8880,2,2,2,2,2,1,1,2,2,2,1,2,2,2,4440,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,6,1,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,2,29,11,707,2760866,31080,3,6,3,1,2,1,1,2,2,2,2,2,2,6,4440,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2
5,1,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,53,11,707,2760866,17760,4,2,2,2,2,2,2,2,2,2,1,2,2,1,4440,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
16,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,18,11,707,2760866,8880,3,6,4,1,2,2,1,2,1,2,1,2,2,2,4440,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
19,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,20,11,707,2760866,17760,2,3,3,1,2,2,2,2,1,2,2,2,2,4,4440,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
18,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,38,11,707,2760866,4440,3,3,1,2,2,1,1,2,2,2,2,2,2,1,4440,1,5,1,1,2,3,2,2,1,2,2,2,2,2,2
9,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,67,11,707,2760866,8880,2,2,1,2,2,2,2,2,1,2,2,2,2,1,4440,1,5,1,2,2,3,2,2,1,2,2,2,2,2,2
6,1,1,1,5,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,4,2,19,11,707,2760866,26640,3,6,5,2,2,1,1,2,2,2,2,2,2,7,4440,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2
15,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,1,35,11,707,2760866,8880,6,2,1,1,1,2,2,2,2,2,1,1,2,1,4440,1,3,1,2,2,2,2,2,1,2,2,1,2,2,2
3,1,6,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,30,3,698,2700600,16885,4,8,3,1,1,1,1,1,2,2,2,1,1,2,5624,1,3,3,2,1,1,1,1,2,1,2,2,2,2,2
7,1,5,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,31,9,705,2701750,6657,3,3,1,2,2,1,1,2,2,2,2,2,2,1,3327,1,3,1,2,2,1,2,2,1,2,2,2,2,2,2
1,1,5,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,4,1,41,12,706,2760101,8910,3,3,1,1,1,1,1,2,1,2,2,2,2,1,4455,1,4,1,2,1,2,2,2,1,2,2,1,2,2,2
5,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,41,2,697,2700591,4917,3,6,1,2,2,2,1,2,2,2,2,2,2,3,4917,1,4,1,2,2,3,2,2,1,2,2,2,2,2,2
6,1,6,1,4,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,18,9,704,2701597,3928,1,8,1,2,1,2,1,2,2,2,2,2,2,1,3926,1,3,1,2,2,2,2,1,1,1,2,2,2,2,2
6,2,6,1,4,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,19,9,704,2701597,3928,2,6,1,2,2,2,2,2,2,2,1,2,2,1,3926,1,3,1,1,2,3,2,2,1,2,2,2,2,2,2
6,3,6,1,4,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,1,18,9,704,2701597,3928,1,8,1,2,2,1,1,2,2,2,1,1,1,1,3926,1,3,1,1,2,3,2,2,2,2,2,2,2,2,2
6,4,6,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,19,9,704,2701597,3928,1,8,1,1,2,2,1,2,2,2,1,2,2,1,3926,1,3,1,1,1,3,9,1,1,2,2,2,2,2,2
5,1,5,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,49,5,702,2700861,16298,5,9,2,2,1,2,2,2,2,2,1,1,1,2,4054,1,5,1,2,2,1,2,2,2,2,2,1,2,2,2
1,1,4,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,59,5,703,2700904,4345,3,7,1,2,2,2,1,2,2,2,2,2,2,1,4323,2,4,1,2,2,2,2,2,1,2,2,1,2,2,2
2,1,1,1,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,39,2,691,2700278,15678,3,3,1,2,2,2,2,2,2,2,1,1,1,1,5226,1,1,1,1,2,3,2,1,2,2,2,1,2,2,2
5,1,5,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,45,2,692,2700288,7144,5,8,2,1,1,2,2,2,2,2,1,1,1,2,3572,1,3,2,2,1,2,1,2,2,2,1,1,2,2,2
17,1,5,1,8,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,3,2,50,9,705,2701750,6657,4,8,2,2,2,2,1,2,1,2,1,1,1,1,3327,1,4,1,2,2,3,2,2,2,1,1,2,2,2,2
6,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,4,1,28,12,706,2760101,8910,2,6,1,2,1,1,1,2,2,2,1,1,1,1,4455,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2
12,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,30,12,706,2760101,17820,3,3,3,2,2,2,2,2,2,2,1,2,2,1,4455,1,4,1,2,2,3,2,2,1,2,2,2,2,2,2
11,1,1,2,5,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,35,12,706,2760101,8910,0,0,2,2,2,2,1,2,1,2,1,2,2,2,4455,1,4,1,2,2,3,2,2,1,2,2,2,2,2,2
11,2,1,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,22,12,706,2760101,8910,5,2,2,1,2,2,1,2,2,2,1,2,2,2,4455,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,1,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,22,2,740,2806857,19584,3,8,5,1,2,2,1,1,2,2,1,1,1,3,6528,1,3,1,1,1,3,2,2,2,2,2,2,2,2,2
3,1,1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,29,2,740,2806857,13056,6,2,2,2,2,1,1,1,1,2,2,2,2,2,6528,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2
5,1,2,1,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,53,2,740,2806857,26112,4,2,5,2,2,2,2,2,2,2,1,2,2,3,6528,2,5,1,1,2,3,2,2,2,2,2,2,2,2,2
5,1,6,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,23,3,723,2804349,27305,3,8,3,1,2,2,2,2,2,2,2,1,1,3,6821,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2
1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,37,2,740,2806857,19584,0,0,1,2,2,2,2,2,1,2,2,2,2,1,6528,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,5,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,39,3,720,2803962,10918,3,3,2,1,2,1,2,2,1,2,1,1,1,2,5455,1,4,1,2,1,3,1,1,2,2,2,1,2,2,1
5,1,5,1,5,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,4,2,36,12,743,2860062,8814,3,3,2,2,2,1,1,2,2,2,1,2,1,2,4407,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2
3,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,4,1,22,12,743,2860062,8814,3,6,1,2,2,2,1,2,2,2,1,2,1,1,4407,1,4,1,2,1,2,2,1,2,2,2,2,2,2,2
4,1,2,1,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,41,3,739,2806839,5491,2,3,1,1,2,1,1,2,1,2,2,2,2,1,5487,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2
1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,46,3,739,2806839,16474,3,6,1,2,2,2,2,2,2,2,2,1,1,1,5487,1,3,2,2,1,1,1,1,2,2,1,1,2,2,2
3,1,5,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,37,2,724,2805161,10992,3,3,2,2,2,2,1,2,2,2,2,2,1,2,5496,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2
11,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,1,26,12,743,2860062,4407,6,2,1,2,1,2,1,2,1,2,2,2,2,1,4407,1,5,1,2,2,3,2,2,1,2,2,2,2,2,2
15,1,5,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,4,1,57,12,743,2860062,17628,3,2,1,2,1,1,1,1,1,2,1,1,2,1,4407,2,3,3,1,1,3,2,1,2,2,1,1,2,2,2
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,34,2,724,2805161,10992,4,8,2,1,2,2,1,1,1,2,2,1,1,2,5496,1,1,3,2,1,2,2,2,2,2,1,1,2,2,2
6,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,9,1,2,2,2,2,2,4,2,31,12,743,2860062,8814,2,3,2,2,1,1,2,2,1,2,2,2,1,2,4407,1,3,1,2,1,2,2,2,1,1,2,1,2,2,2
4,1,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,2,45,12,743,2860062,8814,2,2,2,2,2,2,1,2,1,2,2,1,2,2,4407,1,3,1,1,1,2,2,1,1,1,2,2,2,2,2
10,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,60,12,743,2860062,8814,6,2,1,1,1,1,1,2,1,2,2,2,2,1,4407,1,5,1,2,2,3,2,2,1,1,2,1,2,2,2
1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,4,1,36,12,743,2860062,8814,0,0,1,2,1,1,1,2,1,2,1,1,1,1,4407,2,5,1,2,1,2,9,1,2,2,1,1,2,2,2
5,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,29,3,720,2803962,10918,4,8,2,1,1,1,1,2,2,2,2,1,1,2,5455,1,2,1,2,2,3,2,2,1,2,2,2,2,2,2
2,1,5,1,5,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,4,2,39,12,743,2860062,8814,6,2,2,2,2,1,1,2,2,2,1,2,2,2,4407,1,4,1,2,2,3,1,2,1,2,2,2,2,2,1
8,1,3,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,4,1,27,12,743,2860062,4407,3,6,1,1,2,2,2,2,2,2,1,1,1,1,4407,1,3,2,2,2,1,2,1,2,1,2,2,2,2,2
1,1,5,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,36,2,718,2801459,12030,1,6,2,2,2,1,2,1,2,2,2,1,2,2,6015,1,4,1,2,2,1,2,1,1,2,2,1,2,2,2
3,1,1,1,5,2,1,2,2,1,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,1,2,44,2,722,2804321,31275,6,2,2,1,2,2,2,2,2,2,1,2,2,2,6255,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,39,3,723,2804349,13652,4,8,1,2,2,1,2,2,1,2,2,2,2,1,6821,1,2,1,2,2,3,2,1,2,2,1,2,2,2,2
20,1,5,1,6,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,1,64,12,743,2860062,8814,1,2,1,2,2,2,1,2,2,2,1,1,1,1,4407,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2
16,1,5,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,4,1,19,12,743,2860062,8814,3,6,1,1,2,2,2,1,2,2,2,1,1,1,4407,1,2,1,2,1,3,2,1,2,2,2,2,2,2,2
17,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,4,2,24,12,743,2860062,8814,3,6,2,1,1,1,2,2,2,2,2,1,1,2,4407,1,3,2,1,2,3,1,1,2,2,2,2,2,2,2
18,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,1,2,2,2,4,1,57,12,743,2860062,13221,2,2,1,2,1,2,1,2,2,2,2,1,2,1,4407,2,5,1,2,2,3,9,2,2,2,1,2,2,2,2
4,1,1,1,5,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,36,2,722,2804321,12510,3,6,2,2,2,1,1,2,2,2,1,1,1,2,6255,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2
1,1,1,1,5,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,44,2,722,2804321,25020,3,3,2,1,1,1,1,1,1,2,2,2,2,2,6255,1,3,1,2,2,3,2,1,1,2,2,2,2,2,2
3,1,6,1,8,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,28,3,717,2801338,14732,4,8,3,2,2,1,2,2,2,2,1,1,1,3,4907,1,3,1,1,2,3,2,2,1,2,2,2,2,2,2
1,1,3,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,64,3,717,2801338,4911,2,3,1,2,2,2,1,2,1,2,2,2,2,1,4907,2,1,1,2,2,3,2,1,2,2,2,2,2,2,2
19,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,4,2,32,12,743,2860062,8814,3,3,1,1,1,1,1,2,2,2,2,1,1,1,4407,1,3,1,1,1,1,2,1,2,2,2,2,2,2,2
5,1,6,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,30,3,717,2801338,14732,4,8,3,1,1,1,2,2,1,2,1,1,1,3,4907,1,4,2,2,2,3,1,1,1,2,1,1,2,2,2
2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,38,2,722,2804321,18765,2,2,1,1,1,2,2,2,2,2,2,2,2,1,6255,1,3,1,2,2,3,2,2,1,1,1,1,2,2,2
5,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,48,3,721,2804020,17236,3,3,2,1,1,2,1,2,1,2,2,2,2,2,5741,1,3,1,2,2,1,2,1,1,2,2,2,2,2,2
13,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,4,1,48,12,743,2860062,17628,3,3,1,1,1,1,1,2,1,2,2,1,1,6,4407,1,4,1,1,2,3,1,1,1,1,2,2,2,2,2
4,1,5,1,4,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,23,3,721,2804020,11491,1,8,2,1,1,1,1,1,2,2,2,2,1,2,5741,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2
2,1,6,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,35,2,724,2805161,5496,3,3,1,2,1,1,1,1,2,2,2,1,1,1,5496,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2
12,1,6,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,4,1,27,12,743,2860062,4407,3,6,1,1,1,1,1,1,1,2,1,1,1,1,4407,1,5,1,1,1,1,1,1,2,2,2,2,2,2,2
4,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,44,2,719,2802020,5994,1,6,1,2,1,2,2,2,1,2,1,1,1,1,5994,1,5,2,2,1,2,2,2,2,2,2,1,2,1,2
2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,1,1,20,3,739,2806839,21965,2,6,3,1,2,1,1,1,1,2,2,1,1,3,5487,1,5,1,2,1,2,9,2,1,2,2,2,2,2,2
3,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,1,1,26,3,739,2806839,10982,3,3,1,1,2,1,1,2,2,2,2,1,1,1,5487,1,5,1,2,1,2,1,2,1,2,2,2,2,2,2
3,1,1,1,6,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,58,3,721,2804020,11491,3,6,1,2,1,1,1,1,1,2,1,1,1,1,5741,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2
4,1,3,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,37,2,724,2805161,5496,5,8,1,1,1,1,1,2,2,2,1,1,1,1,5496,1,5,2,1,1,2,1,1,2,2,1,1,2,2,2
1,1,5,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,1,24,9,742,2808361,9278,3,6,1,1,2,1,2,2,2,2,2,2,2,1,4637,1,2,1,2,1,3,2,2,1,2,1,2,2,2,2
7,1,4,2,6,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,2,54,9,742,2808361,4639,0,0,1,2,2,2,1,1,1,2,1,1,1,1,4637,1,5,1,1,1,2,1,2,2,2,1,1,2,2,2
9,1,1,1,5,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,30,9,742,2808361,9278,5,8,2,1,2,1,1,1,1,2,1,2,1,2,4637,1,4,1,2,2,2,9,2,1,2,1,2,2,2,2
6,1,5,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,3,1,36,9,742,2808361,9278,3,6,1,1,2,1,1,2,1,2,1,1,1,2,4637,1,3,1,2,2,3,1,1,2,2,1,2,2,2,1
2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,34,9,742,2808361,9278,6,2,1,1,2,1,1,2,1,2,2,2,2,1,4637,1,5,1,1,2,2,2,2,2,2,1,2,2,2,2
20,1,1,1,8,2,2,2,2,1,2,2,2,2,2,2,2,2,9,2,2,1,2,2,1,3,1,39,9,742,2808361,9278,3,2,1,1,1,2,1,2,1,2,2,2,2,1,4637,1,4,1,1,2,3,2,2,2,2,2,2,2,2,2
4,1,5,1,5,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,39,9,742,2808361,13918,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4637,1,1,1,1,2,3,2,1,1,2,2,2,2,2,2
8,1,5,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,3,2,31,9,742,2808361,9278,2,4,1,1,1,1,1,2,1,2,1,1,1,1,4637,1,1,1,1,1,3,2,2,2,1,2,2,2,2,2
5,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,46,9,742,2808361,4639,2,4,1,1,1,2,2,2,1,2,2,2,2,1,4637,1,3,1,2,2,3,2,1,2,2,2,1,2,2,2
3,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,51,9,742,2808361,4639,6,2,1,2,1,2,1,1,2,2,2,2,2,1,4637,1,4,1,2,2,3,2,2,1,2,2,1,2,2,2
11,1,5,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,45,9,742,2808361,4639,3,6,1,1,2,2,1,2,2,2,2,1,1,1,4637,2,3,1,2,2,1,1,1,2,2,2,2,2,2,2
5,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,21,2,718,2801459,18045,3,6,3,1,2,2,2,2,2,2,1,1,1,3,6015,1,1,1,1,2,3,1,1,2,2,2,2,2,2,2
13,1,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,3,1,50,9,742,2808361,13918,1,2,1,2,2,1,1,2,2,2,2,2,2,1,4637,2,3,1,2,2,3,2,1,2,2,2,1,2,2,2
16,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,42,9,742,2808361,9278,6,2,1,2,2,2,2,2,1,2,1,2,2,1,4637,1,5,1,2,2,3,2,1,1,2,2,2,2,2,2
17,1,5,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,34,9,742,2808361,9278,4,8,2,2,1,1,1,2,1,2,1,1,1,2,4637,1,3,1,2,1,2,2,1,1,2,2,2,2,2,2
14,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,19,9,742,2808361,9278,3,6,2,1,2,2,2,2,2,2,1,2,1,2,4637,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
5,1,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,29,11,744,2860515,9868,2,3,2,2,2,2,1,2,2,2,2,2,2,2,4934,1,5,1,2,2,3,9,2,1,2,2,2,2,2,2
11,1,6,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,4,2,18,11,744,2860515,19736,3,3,3,1,1,2,1,2,2,2,1,2,2,5,4934,1,5,1,2,2,3,2,2,1,2,2,2,2,2,2
9,1,1,1,5,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,4,2,28,11,744,2860515,9868,3,3,2,2,2,1,1,2,2,2,2,1,2,2,4934,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
13,1,4,2,5,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,68,11,744,2860515,4934,0,0,1,1,2,2,1,2,2,2,2,1,2,1,4934,2,5,1,2,2,3,9,2,1,1,2,1,2,2,2
14,1,5,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,9,1,2,2,2,2,2,4,2,36,11,744,2860515,9868,3,3,2,2,2,1,1,1,1,2,2,1,2,2,4934,1,4,1,2,2,3,9,2,1,2,2,2,2,2,2
3,1,5,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,61,5,741,2807471,15194,3,6,1,2,1,1,1,1,1,2,1,2,1,3,5039,1,5,1,2,1,2,2,1,2,1,2,1,2,1,2
5,1,6,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,23,5,741,2807471,10129,4,8,5,1,2,1,1,1,2,2,1,1,1,2,5039,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2
4,1,6,1,6,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,66,5,741,2807471,5065,5,8,1,1,2,1,1,2,1,2,2,1,1,1,5039,1,3,1,1,1,1,2,1,2,1,2,1,1,2,2
2,1,5,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,53,5,741,2807471,10129,5,8,1,1,2,1,1,1,2,2,1,1,1,1,5039,1,5,3,2,1,2,1,2,2,2,1,2,2,2,2
15,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,2,23,11,744,2860515,9868,1,6,2,2,2,1,2,2,1,2,2,2,2,2,4934,1,3,1,2,2,3,2,1,1,1,2,2,2,2,2
19,1,6,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,9,1,2,2,2,2,2,4,1,21,11,744,2860515,14802,3,3,3,2,2,2,1,2,1,2,2,2,2,3,4934,1,5,1,2,2,3,2,2,1,2,2,2,2,2,2
18,1,6,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,4,1,21,11,744,2860515,14802,3,3,3,2,2,2,1,2,1,2,2,2,2,3,4934,1,1,1,2,2,3,2,2,1,2,2,2,2,2,2
17,1,5,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,9,1,2,2,2,2,2,4,1,42,11,744,2860515,14802,3,2,1,1,2,1,1,2,1,2,2,2,2,1,4934,1,1,1,2,2,3,2,1,1,1,2,1,2,2,2
18,1,4,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,60,5,741,2807471,5065,6,2,1,1,2,2,2,2,1,2,2,1,2,1,5039,2,4,1,1,2,1,2,2,1,2,2,2,2,2,2
19,1,5,1,5,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,61,9,742,2808361,9278,3,2,2,1,2,2,1,1,2,2,1,2,2,2,4637,1,3,1,1,2,2,1,1,1,2,2,1,2,2,2
7,1,5,1,5,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,4,2,56,11,744,2860515,9868,2,2,5,2,2,2,2,2,2,2,1,1,2,3,4934,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
7,2,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,23,11,744,2860515,9868,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4934,1,5,1,2,2,3,2,2,1,2,2,2,2,2,2
6,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,37,11,744,2860515,9868,6,2,1,2,2,2,2,2,2,2,1,2,2,1,4934,1,4,1,2,2,3,2,2,1,2,2,1,2,2,2
