"VIV_SEL","HOGAR","N_REN","P3_2","P3_3","P3_5","P4_1","P4_5","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P7_1_1","P7_1_2","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P12_1","P13_1","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P3_12","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_7","P5_29","P5_3","P5_4","P6_18","P6_3","P10_13","P10_8","P11_2_9","P12_2","P12_3","P12_4","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5"
10,1,1,4,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,0,0,0,1,1,3,2,2,53,23,325,506555,1091,3,3,1,1,2,2,1,1,2,1,2,2,2,2,1,3,2,2,1,0,2,2,3,1,1,2,2,9,9,1,1,1,2,2,1,1,2
11,1,2,5,2,8,1,1,1,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,2,3,2,2,60,23,325,506555,2215,3,4,2,1,1,2,2,2,2,2,2,2,1,1,2,3,2,2,2,0,1,1,3,2,1,2,2,9,9,1,1,1,2,2,1,1,2
13,1,1,5,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,0,0,0,1,2,3,2,1,70,23,325,506555,2068,6,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,2,9,1,1,1,9,2,1,1,2,2
14,1,2,5,0,5,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,3,2,2,69,23,325,506555,1108,6,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,3,2,2,2,2,9,9,1,9,1,1,2,2,1,2
15,1,1,6,2,8,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,1,3,2,2,69,23,325,506555,3323,3,2,1,2,1,2,1,2,2,1,2,2,2,2,2,3,2,2,2,0,9,9,9,1,2,2,2,9,9,1,9,1,1,2,2,2,2
17,1,1,5,3,1,2,1,2,1,3,3,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,0,0,0,1,2,3,2,1,44,23,325,506555,3174,3,7,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,0,1,1,3,1,1,2,2,9,9,1,1,9,1,1,2,2,2
18,1,1,3,2,1,2,1,1,2,3,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,0,0,0,1,1,3,2,2,35,23,325,506555,1104,4,8,5,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,0,2,1,3,2,1,2,2,1,8,1,1,1,2,1,1,2,2
20,1,2,5,0,5,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,1,0,1,2,3,2,2,59,23,325,506555,3272,1,3,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,0,2,1,3,2,2,2,2,9,9,1,1,1,2,1,2,1,2
1,1,1,5,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,0,0,0,1,2,3,2,1,47,23,326,506572,3510,3,3,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,0,1,1,3,1,2,2,2,9,9,1,1,1,2,1,9,1,2
2,1,1,5,6,1,2,1,1,2,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,3,2,1,52,23,326,506572,3430,6,2,1,2,2,2,2,1,2,1,2,2,2,2,2,3,2,1,2,0,1,1,3,1,2,2,2,9,9,1,1,9,1,1,2,2,2
3,1,3,6,0,1,2,1,3,1,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,9,1,2,2,2,1,0,0,0,1,1,3,2,1,21,23,326,506572,6267,3,6,3,1,1,2,2,2,2,1,2,2,2,2,1,3,2,2,1,0,1,1,3,2,2,2,2,9,9,9,9,1,9,1,2,2,2
4,1,2,5,0,1,1,2,1,2,3,3,1,2,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,1,2,3,2,2,60,23,326,506572,2450,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,0,1,1,3,1,1,1,2,9,9,1,9,9,1,2,1,1,2
5,1,2,5,2,5,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,0,0,0,1,2,3,2,2,41,23,326,506572,3117,3,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,0,1,1,3,1,1,1,2,9,1,1,1,1,2,2,1,1,2
6,1,2,5,0,8,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,3,2,2,28,23,326,506572,2691,3,7,2,1,1,1,2,1,1,1,2,2,2,2,2,3,1,1,1,0,1,1,1,2,2,2,2,9,1,1,1,9,1,1,2,1,2
7,1,3,3,3,3,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,0,0,0,1,3,3,2,1,34,23,326,506572,2858,6,2,3,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,0,2,1,3,2,2,2,2,9,9,1,9,1,1,1,2,1,2
8,1,2,1,0,5,1,1,1,1,3,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,0,0,0,1,2,3,2,2,20,23,326,506572,2691,3,3,2,2,2,2,1,1,2,1,2,2,2,2,2,3,2,1,2,0,1,1,1,2,2,2,2,9,9,1,1,1,1,2,1,1,2
11,1,2,1,0,1,1,1,2,1,3,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,0,0,0,1,2,3,2,2,30,23,326,506572,2442,2,3,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,0,1,2,1,2,2,2,2,9,9,1,9,1,1,2,2,1,2
12,1,2,5,0,5,1,1,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,3,2,2,55,23,326,506572,1206,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,2,0,3,2,3,2,2,2,2,1,9,1,1,1,2,2,2,1,2
13,1,2,5,0,5,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,3,2,2,33,23,326,506572,2442,3,3,2,1,1,2,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2,3,2,2,2,2,9,9,9,9,9,9,1,2,1,2
14,1,1,5,1,6,1,1,1,1,2,2,8,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,0,0,0,1,3,3,2,1,65,23,326,506572,2287,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,0,2,2,3,1,1,1,2,9,1,1,1,1,2,1,2,2,2
15,1,2,5,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,3,2,1,48,23,326,506572,2340,3,3,1,1,1,2,1,1,2,1,2,2,2,2,2,3,2,1,2,0,2,2,3,1,2,1,2,9,9,1,1,9,1,1,1,1,2
16,1,2,5,0,1,1,1,1,1,2,1,1,9,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,2,3,2,2,48,23,326,506572,4156,1,3,2,2,1,1,1,1,2,1,2,1,2,2,2,3,2,1,1,0,2,1,3,1,2,2,2,9,9,1,1,1,2,2,1,1,2
17,1,2,5,0,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,3,2,2,40,23,326,506572,3117,3,6,2,1,2,1,1,1,2,1,2,2,2,2,1,3,2,1,1,0,2,2,3,2,1,2,2,9,9,9,1,9,2,2,2,1,2
18,1,1,2,0,1,2,2,2,3,1,1,1,1,9,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,9,1,3,2,1,39,23,326,506572,1429,6,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,9,9,3,1,2,2,2,9,9,1,1,1,1,2,1,2,1
19,1,1,5,2,1,2,2,1,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,3,2,1,56,23,326,506572,2287,6,2,1,1,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,1,1,3,3,2,2,2,2,9,9,1,1,9,2,1,2,2,2
20,1,2,1,0,1,1,2,1,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,3,2,2,50,23,326,506572,2412,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,0,9,9,3,1,2,1,2,9,9,1,1,1,1,1,2,1,2
1,1,2,1,0,5,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,9,9,2,1,1,2,2,2,0,0,0,0,1,2,1,2,2,23,27,327,506731,2598,2,6,2,1,2,1,1,1,1,2,2,2,1,2,2,3,2,1,1,1,3,1,3,2,2,2,2,9,9,9,9,1,1,2,2,1,2
2,1,1,3,4,1,2,1,1,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,9,1,2,1,1,2,1,0,0,0,1,1,1,2,2,34,27,327,506731,1179,2,7,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,0,2,1,3,2,2,2,2,1,9,1,9,1,1,1,2,2,2
3,1,3,6,1,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,0,0,0,1,1,1,2,2,60,27,327,506731,3549,3,7,5,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,0,9,9,3,1,2,2,2,9,9,1,1,1,2,1,2,2,2
4,1,2,1,3,5,2,2,2,2,3,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,2,2,32,27,327,506731,2358,3,3,2,1,2,2,2,1,2,1,2,2,2,2,2,3,2,1,2,1,2,2,3,2,2,2,2,1,9,1,1,1,1,1,2,1,2
5,1,4,1,1,1,2,1,1,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,0,0,1,0,1,2,1,2,1,62,27,327,506731,4416,5,2,1,1,2,1,2,2,2,1,2,2,2,2,1,3,1,2,1,0,1,2,3,1,1,2,2,9,9,1,1,1,1,1,2,2,2
1,1,1,1,1,1,2,2,3,2,2,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,4,2,1,47,25,328,560224,3450,6,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,9,1,1,2,2,9,1,1,9,1,9,1,2,2,2
2,1,2,1,2,1,2,1,3,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,2,2,33,25,328,560224,3600,3,3,2,1,2,2,2,2,2,1,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,9,9,1,9,1,1,1,1,1,2
3,1,3,5,0,1,2,1,2,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,9,2,2,2,2,0,0,0,0,1,2,4,2,2,38,25,328,560224,3600,3,3,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,9,3,1,1,2,2,9,9,1,9,1,9,2,2,9,2
5,1,2,1,2,1,2,1,1,1,2,1,9,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,0,0,0,0,1,2,4,2,1,48,25,328,560224,3450,6,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,3,9,9,1,1,2,2,9,9,1,1,1,1,1,2,9,2
6,1,2,6,0,1,2,1,1,1,2,3,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,0,0,0,1,1,4,2,2,24,25,328,560224,5951,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0,9,9,3,2,2,2,2,9,9,9,1,1,2,2,2,2,2
7,1,2,5,1,1,1,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,2,2,53,25,328,560224,7114,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,3,3,3,1,2,2,2,9,9,1,9,1,1,2,1,1,2
8,1,2,1,0,5,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,0,0,0,0,1,1,4,2,2,41,25,328,560224,3064,6,2,2,1,2,2,1,2,2,1,2,2,2,2,2,3,2,2,1,1,2,2,3,1,1,2,2,9,9,1,9,1,2,2,2,1,2
9,1,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,1,4,2,1,55,25,328,560224,5057,4,2,1,2,1,1,1,1,1,1,2,2,2,1,1,3,2,2,1,1,3,3,3,1,2,2,2,9,9,1,9,1,1,1,1,1,2
10,1,3,6,0,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,1,0,1,2,4,2,2,30,25,328,560224,5400,3,6,3,1,2,2,2,1,2,1,2,2,2,1,2,3,2,2,2,0,2,1,3,2,2,2,2,9,9,9,9,1,2,2,1,1,2
11,1,1,5,0,5,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,4,2,2,44,25,328,560224,6128,3,2,2,2,1,2,1,1,1,1,2,2,2,1,2,3,1,2,1,0,3,1,3,2,2,2,2,9,9,1,9,1,1,2,1,1,2
12,1,5,5,0,5,1,2,1,1,2,3,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,3,2,2,1,2,2,2,1,0,0,0,1,2,4,2,2,40,25,328,560224,3064,6,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,0,2,1,3,1,2,2,2,9,9,1,9,1,2,2,2,1,2
14,1,1,2,3,8,1,1,3,1,2,8,9,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,4,2,2,26,25,328,560224,1984,6,2,1,1,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,2,1,1,2,9,1,1,1,1,1,2,2,1,2
15,1,1,2,4,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,4,2,2,47,25,328,560224,4596,0,0,1,2,1,2,2,1,2,2,2,2,2,1,2,3,2,2,1,1,3,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2
16,1,2,5,0,8,2,1,2,1,1,3,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,2,1,1,1,2,1,0,0,0,1,2,4,2,2,59,25,328,560224,5336,3,3,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,0,1,1,3,1,1,2,2,9,1,1,1,1,2,2,2,1,2
17,1,1,5,1,8,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,0,1,0,0,1,1,4,2,1,61,25,328,560224,1686,2,3,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,0,2,1,3,1,2,2,2,9,1,1,1,1,1,1,2,1,2
18,1,1,6,0,1,2,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,4,4,2,2,33,25,328,560224,1800,5,8,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,0,1,1,3,1,2,2,2,9,1,1,1,1,2,1,2,2,2
19,1,2,3,0,8,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,4,2,2,67,25,328,560224,1806,0,0,5,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,9,1,2,2,2,9,1,1,1,1,2,2,2,1,2
20,1,1,5,1,1,1,1,3,1,3,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,0,0,0,1,2,4,2,1,28,25,328,560224,4621,3,7,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,0,2,2,3,2,2,1,2,9,1,1,1,1,2,1,2,1,2
1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,4,2,2,32,25,329,560231,3345,3,3,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,0,9,9,3,2,2,2,2,9,9,1,9,1,9,1,2,1,2
2,1,2,5,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,9,2,2,2,2,0,0,0,0,1,2,4,2,1,45,25,329,560231,3206,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,1,1,3,2,1,2,2,1,1,1,9,1,9,9,9,2,2
3,1,2,5,4,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,4,2,1,38,25,329,560231,3915,3,3,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,9,3,1,1,2,2,9,9,1,9,1,9,9,2,2,2
4,1,5,6,0,1,2,1,1,1,2,1,1,9,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,0,0,0,0,1,1,4,2,1,18,25,329,560231,2147,3,3,4,2,1,1,2,2,2,2,2,1,2,2,2,3,2,2,2,1,1,1,1,2,2,2,2,9,9,9,9,1,1,1,2,1,2
5,1,1,6,0,5,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,9,2,1,0,0,0,1,2,4,2,2,47,25,329,560231,4270,2,6,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,0,1,1,1,1,2,1,2,9,9,1,9,1,9,2,9,1,2
6,1,2,1,0,8,2,1,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,2,2,26,25,329,560231,3686,3,6,2,1,1,2,1,1,2,2,2,2,2,1,2,3,2,2,1,1,9,9,3,2,2,2,2,9,9,9,9,1,9,2,9,9,2
7,1,2,5,2,1,2,2,3,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,4,2,1,46,25,329,560231,3206,3,3,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,3,2,2,2,2,9,9,1,9,1,1,1,2,2,2
8,1,1,5,3,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,0,0,0,0,1,1,4,2,1,40,25,329,560231,3206,3,3,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,3,1,1,2,2,9,9,1,9,1,2,1,2,1,2
9,1,2,3,2,6,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,0,0,0,0,1,1,4,2,1,69,25,329,560231,1566,4,2,1,1,1,2,1,1,1,1,2,2,1,1,1,3,2,2,1,1,2,1,3,1,1,2,2,9,9,1,2,1,1,1,2,1,2
10,1,1,2,0,6,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,0,1,0,0,1,1,4,2,1,67,25,329,560231,1566,4,5,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,0,1,1,3,1,2,2,2,9,9,1,9,1,1,1,2,2,2
14,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,1,4,2,1,23,25,329,560231,6440,3,6,3,1,2,1,2,1,1,1,2,2,2,2,1,2,1,2,1,0,1,3,3,2,2,2,2,9,9,1,9,1,1,1,1,1,2
14,2,2,5,4,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,4,2,1,34,25,329,560231,3915,3,6,1,1,1,2,1,1,2,1,2,2,2,2,1,3,2,2,1,0,2,1,3,2,2,2,2,9,9,1,9,1,1,1,1,2,2
15,1,3,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,0,1,0,1,2,4,2,2,58,25,329,560231,3305,3,4,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,0,1,1,1,1,1,2,2,9,1,1,1,1,1,1,2,1,2
16,1,2,5,1,1,2,1,1,1,3,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,0,0,0,0,1,1,4,2,2,49,25,329,560231,2847,3,4,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,9,1,1,1,1,1,2,2,1,2
17,1,2,5,0,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,4,2,2,55,25,329,560231,3305,3,3,2,1,1,1,1,2,2,1,2,2,1,1,2,3,2,2,2,1,1,3,3,1,2,2,2,1,1,1,1,1,1,2,2,1,2
18,1,2,5,1,8,2,1,1,1,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,4,2,1,53,25,329,560231,3133,3,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,0,1,1,3,1,1,2,2,9,9,1,9,1,1,2,2,1,2
19,1,1,3,0,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,3,1,2,2,2,2,2,1,0,0,0,1,1,4,2,2,57,25,329,560231,1653,4,5,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,0,2,9,3,1,1,2,2,9,1,1,1,1,2,2,2,1,2
20,1,4,5,4,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,2,2,2,2,0,0,0,0,1,2,4,2,1,43,25,329,560231,3206,3,3,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,3,1,2,2,2,1,1,1,1,1,1,2,2,1,2
1,1,2,5,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,0,0,0,1,2,4,2,2,38,25,330,560389,3997,4,8,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,0,1,1,3,1,1,2,2,7,1,1,1,1,2,1,2,2,2
2,1,1,4,0,1,1,1,1,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,4,2,2,68,25,330,560389,4011,6,2,1,2,2,2,1,2,2,2,2,1,2,2,2,3,2,2,2,1,2,2,3,1,2,2,2,9,9,1,9,1,2,2,2,1,2
6,1,2,5,3,1,1,2,3,1,3,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,0,0,0,1,1,2,4,2,2,40,25,330,560389,3402,3,3,2,1,1,2,1,1,2,1,2,1,2,2,2,3,2,1,1,0,3,1,2,1,2,2,2,9,9,1,1,1,1,1,2,1,2
8,1,2,5,1,6,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,0,0,0,1,2,4,2,2,58,25,330,560389,3950,4,5,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,0,2,2,3,1,1,1,2,9,9,1,1,1,1,1,1,1,2
10,1,5,1,2,1,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,2,4,2,1,32,25,330,560389,7018,3,3,5,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,0,2,2,1,1,2,2,2,9,1,1,1,1,1,1,2,1,2
11,1,1,5,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,0,0,0,0,1,2,4,2,1,61,25,330,560389,3743,6,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,3,1,1,1,2,9,1,1,1,1,2,1,2,2,2
13,1,2,1,0,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,0,0,0,0,1,2,4,2,2,40,25,330,560389,3402,3,7,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,3,2,2,2,2,9,9,9,1,1,2,1,2,1,2
15,1,1,2,4,1,1,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,1,1,4,2,2,34,25,330,560389,1999,6,2,1,1,2,1,2,1,1,2,2,2,2,1,1,3,2,2,1,0,2,1,3,2,2,2,2,9,1,1,1,1,2,9,2,1,2
16,1,2,1,1,5,2,1,2,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,2,4,2,2,18,25,330,560389,4405,3,3,2,2,1,2,1,1,2,1,2,1,2,1,2,3,2,2,2,0,1,1,3,2,2,2,2,9,9,9,9,1,1,2,2,1,2
17,1,5,5,0,5,2,2,3,3,3,3,2,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,2,2,45,25,330,560389,5103,0,0,2,2,2,2,2,1,2,2,2,2,1,1,2,3,2,2,2,1,9,9,9,2,2,2,2,9,9,1,1,1,9,2,2,1,2
18,1,1,2,0,1,2,1,2,2,3,3,9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,4,2,1,56,25,330,560389,1872,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,9,9,1,1,2,2,2,9,9,1,9,1,2,2,2,2,2
