"VIV_SEL","HOGAR","N_REN","P3_2","P3_3","P3_5","P4_1","P4_5","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P7_1_1","P7_1_2","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P12_1","P13_1","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P3_12","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_7","P5_29","P5_3","P5_4","P6_18","P6_3","P10_13","P10_8","P11_2_9","P12_2","P12_3","P12_4","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5"
5,1,2,1,0,5,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,2,2,2,2,0,0,0,0,9,2,2,5,2,56,166,1819,3007130,13890,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,9,9,3,2,2,2,2,9,1,1,9,1,1,2,2,1,2
7,1,1,5,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,0,0,0,0,1,1,2,5,1,51,166,1819,3007130,16437,3,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,9,9,3,1,1,2,2,9,1,1,1,1,1,2,9,9,2
9,1,1,2,3,1,2,2,2,2,2,3,1,1,9,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,1,0,0,0,1,1,2,5,2,32,166,1819,3007130,7769,3,3,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,0,1,9,3,1,2,2,2,9,1,1,9,1,9,1,2,1,2
11,1,1,5,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,2,2,5,1,28,166,1819,3007130,13687,3,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,0,9,9,3,2,1,2,2,9,1,1,1,1,2,2,9,2,2
12,1,3,6,0,4,2,1,1,1,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,4,2,5,2,18,166,1819,3007130,18014,2,6,3,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,0,9,9,3,2,2,2,2,9,9,1,9,1,2,1,1,1,2
13,1,2,5,0,5,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,9,2,2,1,2,2,2,0,0,0,0,1,2,2,5,2,70,166,1819,3007130,7123,0,0,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,1,2,1,9,9,3,1,2,2,2,9,9,1,9,1,1,2,2,1,2
14,1,2,5,0,5,2,2,1,1,3,2,9,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,2,5,2,42,166,1819,3007130,26620,4,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,9,9,1,9,1,9,2,2,1,2
15,1,1,5,3,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,0,0,0,0,1,2,2,5,1,42,166,1819,3007130,17171,3,7,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,3,1,2,2,2,9,9,1,1,1,1,1,2,1,2
16,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,2,5,1,40,166,1819,3007130,25757,6,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,1,2,1,2,2,2,9,1,1,9,1,1,2,1,1,2
17,1,2,1,3,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,2,5,2,30,166,1819,3007130,15538,3,3,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,9,1,1,2,2,2,9,1,1,1,1,9,9,9,9,9
18,1,2,1,5,1,2,2,1,1,3,3,1,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,0,0,0,0,1,2,2,5,2,45,166,1819,3007130,17747,5,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,3,3,1,2,2,2,9,9,1,9,1,9,2,2,1,2
20,1,1,5,3,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,2,5,1,34,166,1819,3007130,17686,3,3,1,1,1,1,2,2,2,2,2,2,1,2,2,3,2,2,2,1,9,9,1,2,2,2,2,8,9,1,1,1,1,2,9,9,9
1,1,1,1,5,1,2,2,1,2,3,3,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,9,2,2,2,2,1,0,0,0,1,1,2,5,1,52,166,1820,3007269,6878,6,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,0,2,2,3,1,2,2,2,9,9,1,9,1,2,2,1,2,2
2,1,6,6,0,5,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,9,2,2,2,2,2,2,0,0,0,0,9,3,2,5,2,34,166,1820,3007269,26008,4,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,9,9,3,2,2,2,2,9,9,1,1,1,1,2,2,1,2
3,1,1,5,5,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,0,0,0,1,1,2,2,5,1,37,166,1820,3007269,29603,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,0,2,2,3,2,1,2,2,9,1,1,1,1,1,1,1,1,2
4,1,2,5,1,1,2,2,1,1,8,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,2,5,2,24,166,1820,3007269,10051,3,3,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,0,1,1,2,2,2,2,2,9,1,1,1,1,2,1,1,1,2
6,1,1,2,2,1,1,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,9,1,2,5,2,48,166,1820,3007269,14852,6,2,1,1,2,1,2,2,2,2,2,2,1,1,2,3,1,2,2,0,1,2,1,2,2,2,2,9,9,1,1,1,1,2,2,9,2
7,1,3,6,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,1,2,2,5,2,20,166,1820,3007269,15076,3,6,3,1,1,1,2,2,2,2,2,2,1,2,1,3,2,2,1,0,1,1,3,2,2,2,2,9,9,9,1,1,2,1,1,1,2
8,1,1,1,1,5,2,1,1,1,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,2,2,5,2,34,166,1820,3007269,13004,3,3,1,2,1,2,1,1,2,2,2,2,2,1,2,3,1,2,2,0,1,1,3,2,2,2,2,1,9,1,1,1,1,2,1,1,2
10,1,2,5,0,5,2,1,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,2,5,2,46,166,1820,3007269,14852,6,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,2,1,1,9,3,2,2,2,2,9,1,1,1,1,1,2,9,9,2
11,1,1,5,3,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,2,5,1,39,166,1820,3007269,14802,3,3,1,1,2,1,1,2,2,2,2,2,2,1,2,3,2,1,2,1,3,1,3,1,1,2,2,9,1,1,1,1,2,1,2,2,2
13,1,3,6,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,2,5,1,54,166,1820,3007269,27512,3,3,5,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,9,9,3,1,1,2,2,9,1,1,1,1,2,2,2,1,2
14,1,1,4,0,7,2,2,3,2,3,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,2,5,2,69,166,1820,3007269,17884,0,0,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,9,9,3,2,2,2,2,1,1,1,9,1,1,2,2,1,2
15,1,2,5,2,5,2,2,2,1,2,1,1,2,9,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,2,5,2,21,166,1820,3007269,10051,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,9,9,9,2,2,2,2,1,9,1,1,1,2,9,1,9,9
16,1,2,2,3,1,2,1,1,1,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,1,2,5,1,38,166,1820,3007269,22202,3,3,3,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,9,3,2,2,2,2,1,9,1,1,1,1,2,2,2,2
17,1,2,1,4,1,1,2,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,9,2,2,5,2,36,166,1820,3007269,13004,4,2,2,1,1,2,1,1,2,2,2,2,1,1,1,3,1,2,2,0,9,9,3,1,2,2,2,9,1,1,1,1,9,9,9,1,9
18,1,2,1,0,5,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,2,5,2,44,166,1820,3007269,14852,3,6,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,1,9,1,1,1,9,2,2,1,2
20,1,2,6,1,1,2,1,1,1,2,3,1,2,9,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,2,5,1,20,166,1820,3007269,11455,1,3,3,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,0,9,9,3,2,2,2,2,9,9,1,9,1,2,2,1,2,2
1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,2,5,2,42,169,1821,3007378,9950,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,3,2,3,1,2,2,2,9,1,9,1,1,2,2,2,1,2
2,1,1,6,0,1,2,2,1,1,1,2,1,1,9,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,0,0,0,1,1,2,5,2,52,169,1821,3007378,7788,3,3,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,0,9,9,3,2,2,2,2,1,1,1,1,1,2,2,2,2,2
3,1,1,5,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,0,0,0,0,1,2,2,5,1,55,169,1821,3007378,18431,3,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,9,9,2,2,2,2,2,9,1,1,1,1,2,1,2,1,2
4,1,3,1,2,1,2,2,3,1,3,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,0,0,0,0,1,2,2,5,2,31,169,1821,3007378,26136,4,8,3,1,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,3,2,2,2,2,9,9,4,4,1,1,1,2,1,2
5,1,1,5,3,1,2,1,2,1,3,1,1,1,9,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,0,0,0,1,1,3,2,5,1,35,169,1821,3007378,19832,3,3,1,1,1,2,1,1,1,2,2,2,2,2,1,3,2,2,2,0,3,3,3,2,2,2,2,9,9,1,1,1,9,1,9,9,9
1,1,2,1,3,1,2,2,1,1,3,3,9,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,1,3,5,1,21,166,1822,3008030,16275,3,3,3,1,1,2,2,2,2,2,2,2,2,2,1,3,2,1,1,0,1,2,2,2,2,1,2,9,9,1,1,1,2,1,2,2,2
4,1,2,1,0,5,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,3,5,2,46,166,1822,3008030,14068,3,3,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,3,2,2,2,2,9,1,1,1,1,9,2,2,1,2
5,1,3,6,0,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,3,5,1,22,166,1822,3008030,16275,4,8,3,1,1,1,2,2,2,2,2,2,1,2,2,3,2,1,1,0,3,3,3,2,2,2,2,9,1,1,1,1,1,2,2,1,9
8,1,3,2,1,1,2,1,1,1,3,1,9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,1,3,5,2,29,166,1822,3008030,9520,3,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,2,9,2,2,2,2,2,9,1,1,9,1,2,2,1,1,2
9,1,2,5,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,0,0,0,1,2,3,5,2,35,166,1822,3008030,12317,2,3,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,0,1,1,1,2,1,2,2,1,9,1,1,1,9,2,2,1,2
10,1,3,6,0,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,1,0,0,0,1,1,3,5,2,18,166,1822,3008030,14280,3,3,3,1,1,2,1,2,2,1,2,2,1,1,2,3,2,2,2,0,1,3,1,2,2,2,2,9,9,9,9,1,1,9,1,1,2
11,1,2,4,1,1,2,1,1,1,3,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,9,1,3,5,2,62,166,1822,3008030,5646,3,2,6,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,9,9,9,1,2,2,2,9,1,1,9,1,2,1,2,1,2
12,1,1,2,2,1,2,2,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,1,1,3,5,2,32,166,1822,3008030,6159,3,3,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,0,2,2,3,2,1,2,2,9,1,1,1,1,1,1,2,1,2
13,1,2,6,0,1,1,1,1,1,2,3,1,1,9,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,0,1,0,0,1,1,3,5,1,28,166,1822,3008030,16275,4,8,3,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,0,2,2,3,2,2,2,2,9,9,1,1,1,2,1,1,2,2
14,1,1,6,0,6,1,1,1,1,2,2,1,1,9,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,0,1,0,0,1,1,3,5,2,65,166,1822,3008030,5646,3,4,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,0,2,2,3,1,1,2,2,9,1,2,2,1,2,1,2,2,2
15,1,1,5,4,6,2,1,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,1,1,2,3,5,1,70,166,1822,3008030,9895,6,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,0,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2
17,1,2,5,0,5,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,3,5,2,42,166,1822,3008030,14068,3,4,2,1,1,2,2,1,2,1,2,2,1,2,2,3,2,1,1,1,2,2,2,1,2,1,2,9,9,1,1,1,1,2,2,1,2
18,1,2,1,3,5,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,3,5,2,22,166,1822,3008030,9520,3,6,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,1,1,2,2,9,1,1,1,1,2,2,1,1,2
20,1,2,5,0,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,1,2,3,5,2,26,166,1822,3008030,9520,4,8,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,0,1,1,3,1,2,2,2,9,9,1,1,1,2,2,1,1,2
1,1,1,5,3,6,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,0,0,0,1,2,3,5,1,64,166,1823,3008171,24527,4,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,0,9,9,3,1,1,2,2,9,9,1,1,1,2,1,2,2,2
2,1,5,6,0,4,2,1,1,8,3,3,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,0,0,0,1,4,3,5,2,20,166,1823,3008171,23597,2,8,3,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,2,1,3,2,2,2,2,9,9,9,9,1,1,1,2,2,2
3,1,1,6,1,5,2,2,1,1,3,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,0,0,0,1,1,3,5,2,40,166,1823,3008171,6974,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,3,2,1,2,0,1,9,3,2,2,2,2,9,9,1,9,1,1,2,2,1,2
4,1,1,5,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,3,1,1,1,1,9,2,0,0,0,0,1,2,3,5,1,28,166,1823,3008171,10757,4,8,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,9,1,1,1,9,1,2,9,9,9
5,1,1,5,4,1,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,9,1,2,2,2,1,0,0,0,1,2,3,5,1,38,166,1823,3008171,13900,1,8,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,0,1,3,3,2,1,2,2,1,1,1,2,1,2,1,2,2,2
6,1,3,5,4,5,2,2,1,1,2,3,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,0,0,0,0,1,1,3,5,2,41,166,1823,3008171,20921,4,8,3,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,3,2,3,2,2,2,2,9,9,1,1,1,1,1,1,9,2
7,1,1,2,0,1,2,1,1,2,3,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,1,1,3,5,1,68,166,1823,3008171,4905,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,3,2,2,1,0,9,9,3,1,2,2,2,9,9,1,1,1,2,1,2,2,9
8,1,2,6,1,5,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,0,0,1,0,1,2,3,5,2,45,166,1823,3008171,20921,2,3,3,1,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,0,1,3,3,2,2,2,2,9,9,1,1,1,1,2,1,1,2
9,1,3,6,0,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,9,1,2,2,2,1,0,0,0,9,1,3,5,1,26,166,1823,3008171,16135,3,6,3,1,1,2,1,1,2,2,2,2,1,2,2,3,2,1,2,0,2,2,3,2,2,2,2,9,9,9,9,1,2,9,1,2,9
10,1,4,6,0,1,2,1,8,8,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,9,1,3,5,1,41,166,1823,3008171,26991,0,0,3,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,9,9,3,2,2,2,2,9,9,9,9,1,1,9,9,2,9
12,1,1,2,3,1,2,1,1,1,3,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,0,0,0,1,1,3,5,2,48,166,1823,3008171,6974,6,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,9,9,1,1,2,2,2,9,1,1,9,1,1,2,1,1,2
12,2,2,1,1,5,2,2,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,3,5,2,18,166,1823,3008171,9439,6,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,1,1,3,2,2,2,2,9,9,1,9,1,1,2,2,2,2
13,1,2,1,0,5,2,2,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,3,5,2,28,166,1823,3008171,9439,3,6,2,1,2,2,2,1,2,2,2,2,1,1,2,3,2,2,2,1,2,2,3,2,2,2,2,9,9,1,9,1,1,2,2,1,2
13,2,3,6,0,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,3,5,2,24,166,1823,3008171,14158,4,8,3,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,2,0,2,2,3,2,2,2,2,9,9,9,9,1,1,1,1,1,2
14,1,2,1,4,1,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,3,5,1,37,166,1823,3008171,13900,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,9,9,3,2,1,2,2,9,9,1,9,1,1,1,2,1,2
17,1,5,6,2,1,2,2,1,1,3,3,9,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,0,0,0,1,2,3,5,2,26,166,1823,3008171,23597,6,2,3,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,0,2,2,3,2,2,2,2,1,9,1,9,1,1,2,2,1,2
17,2,1,1,3,1,2,1,1,1,2,1,1,9,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,3,5,1,40,166,1823,3008171,13495,6,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,3,1,3,2,2,2,2,9,1,1,1,1,1,2,2,1,2
18,1,1,2,0,1,2,1,3,1,3,3,1,1,9,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,0,0,1,0,1,1,3,5,1,58,166,1823,3008171,6459,3,2,1,1,2,1,1,1,2,2,2,2,1,1,1,3,2,1,1,0,9,9,3,1,2,2,2,9,9,1,9,1,1,1,2,2,2
19,1,1,5,5,1,1,1,8,2,2,2,1,1,9,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,3,5,1,48,166,1823,3008171,20243,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,2,2,2,9,1,1,1,1,9,1,1,1,2
2,1,1,5,1,1,1,2,1,1,3,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,1,9,2,3,5,1,61,166,1824,3008648,9232,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,3,2,2,1,0,9,9,9,1,2,1,2,9,1,1,9,1,1,2,2,1,2
3,1,1,4,0,5,1,2,1,2,3,3,9,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,0,0,0,9,1,3,5,2,65,166,1824,3008648,10536,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,0,9,9,9,1,2,1,2,9,1,1,9,1,1,2,1,1,2
4,1,1,4,0,5,2,1,1,1,3,9,9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,2,2,2,2,0,0,0,0,9,1,3,5,2,65,166,1824,3008648,5268,0,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,9,9,9,1,2,1,2,9,1,1,9,1,1,2,2,1,2
5,1,1,2,3,1,2,2,1,2,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,3,5,2,32,166,1824,3008648,5746,6,2,1,1,2,1,2,2,2,1,2,2,2,2,2,3,2,1,2,1,1,1,3,2,2,2,2,9,1,1,1,1,1,1,1,1,2
6,1,2,5,1,5,1,2,3,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,1,1,2,3,5,2,43,166,1824,3008648,13125,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,9,1,1,1,1,1,2,2,1,2
7,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,0,0,0,0,1,1,3,5,2,41,166,1824,3008648,6562,6,2,3,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,3,2,2,2,2,2,9,1,1,1,1,1,1,1,1,2
8,1,2,6,3,1,1,1,1,1,2,3,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,3,5,2,41,166,1824,3008648,13125,3,4,5,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,3,1,3,2,2,2,2,9,9,1,1,1,2,2,2,2,1
9,1,1,2,3,1,2,2,2,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,1,1,3,5,2,31,166,1824,3008648,5746,6,2,1,1,2,2,2,1,2,2,2,2,2,2,1,3,1,2,2,0,8,9,1,2,2,2,2,9,9,1,1,1,1,9,2,2,9
10,1,2,5,1,5,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,9,2,3,5,2,55,166,1824,3008648,10273,0,0,3,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,9,9,9,2,2,2,2,9,1,1,1,1,2,2,1,1,2
11,1,1,6,0,1,1,2,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,3,5,2,49,166,1824,3008648,6562,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,1,1,3,1,2,2,2,9,1,1,1,1,9,2,1,2,2
13,1,2,4,4,5,2,2,1,1,3,3,9,2,9,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,9,2,2,0,0,0,0,1,4,3,5,2,53,166,1824,3008648,15409,0,0,5,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,9,9,9,2,2,2,2,9,9,1,9,1,1,2,2,1,2
