UPM,VIV_SEL,HOGAR,R_SEL,P3_1,P3_2,P3_3,NIV,GRA,P3_5,P3_6,P3_7,P3_8_1,P3_8_2,P3_9,P3_10,P3_11,P3_12,P4_1,P4_2,P4_3,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_4A,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7_5,P4_7_6,P4_7A,P4_8,P4_8A,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_2_1,P5_2_2,P5_2_3,P5_2_4,P5_2_5,P5_2_6,P5_2_7,P5_2_8,P5_2A,P5_3,P5_4,P5_5,P5_6,P5_6A,P5_7_1,P5_7_2,P5_7_3,P5_7_4,P5_7_5,P5_7_6,P5_7A,P5_8_1,P5_8_2,P5_8_3,P5_8_4,P5_8_5,P5_8_6,P5_8_7,P5_8A,P5_9,P5_10_1,P5_10_2,P5_10_3,P5_10_4,P5_10A,P5_11_1,P5_12_1,P5_13_1,P5_14_1,P5_15_1,P5_16_1,P5_11_2,P5_12_2,P5_13_2,P5_14_2,P5_15_2,P5_16_2,P5_11_3,P5_12_3,P5_13_3,P5_14_3,P5_15_3,P5_16_3,P5_11_4,P5_12_4,P5_13_4,P5_14_4,P5_16_4,P5_11_5,P5_12_5,P5_13_5,P5_14_5,P5_16_5,P5_11_6,P5_11_6A,P5_12_6,P5_13_6,P5_14_6,P5_15_6,P5_16_6,P5_17_1,P5_17_2,P5_17_3,P5_17_4,P5_17_5,P5_17_6,P5_17_7,P5_17_8,P5_17_9,P5_17A,P5_18,P5_19,P5_20,P5_21,P5_22,P5_23,P5_23A,P5_24,P5_24A,P5_25_1,P5_26_1,P5_27_1_1,P5_27_1_2,P5_27_1_3,P5_27_1_4,P5_27_1_5,P5_27_1_6,P5_27_1_7,P5_27_1_8,P5_28_1,P5_29_1,P5_29_1A,P5_30_1,P5_30_1A,P5_25_2,P5_26_2,P5_27_2_1,P5_27_2_2,P5_27_2_3,P5_27_2_4,P5_27_2_5,P5_27_2_6,P5_27_2_7,P5_27_2_8,P5_28_2,P5_29_2,P5_29_2A,P5_30_2,P5_30_2A,P5_31,P5_32_1,P5_32_2,P5_32_2A,P6_1_1,P6_2_1,P6_1_2,P6_2_2,P6_1_3,P6_2_3,P6_1_4,P6_2_4,P6_1_5,P6_1_5A,P6_2_5,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_3A,P6_4,P6_5,TLOC,EST_DIS,UPM_DIS,FACTOR,SEXO,EDAD,FAC_PER
3008739,02,01,02,3,2,1,2,1,8,4,,,,,,2,,2,,4,2,2,2,1,2,1,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00772,04742,1,53,04744
3008739,06,01,01,1,2,1,2,2,1,,2,04000,3,2,7,1,1,2,,4,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,2,2,2,2,2,1,2,2,,2,2,1,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00772,04742,1,42,04744
3008739,03,01,01,1,5,1,3,3,1,,2,07000,3,1,4,1,1,2,,4,2,1,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,1,1,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,1,1,1,1,1,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,1,01,,,,,2,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,1,,1,2,,,2,,1,1,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,2,3,009,00772,04742,1,47,09489
3008739,01,01,01,1,5,1,2,6,6,3,4,00000,,,4,2,,2,,4,1,2,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,1,2,1,2,2,2,2,1,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,1,1,1,02,,,,,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,5,,1,2,,,2,,1,2,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,1,,3,009,00772,04742,1,63,23721
3061874,06,01,02,3,6,1,3,3,1,,3,00500,1,2,7,1,1,2,,5,2,2,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,1,,4,011,00777,05792,1,33,05792
3008739,08,01,01,1,2,1,2,6,5,4,,,,,,1,2,2,,5,2,2,2,2,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,,,,,,,2,2,2,2,2,2,1,VENCIO CONTRATO Y NO RENOVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,1,2,2,,2,,2,,,1,2,2,1,2,2,2,2,2,,2,2,3,009,00772,04742,2,50,09489
3008739,09,01,02,3,6,1,2,6,5,1,4,00500,1,2,7,1,1,2,,3,2,2,2,2,1,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,3,009,00772,04742,2,27,14233
3008739,11,01,02,2,1,1,6,2,1,,2,02000,1,1,2,1,1,2,,4,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,2,2,2,2,2,2,,1,2,,2,,1,,1,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00772,04742,1,21,09489
3008739,10,01,03,3,6,1,2,6,5,4,,,,,,1,2,2,,3,2,2,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,1,,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,1,1,2,,,2,2,2,1,2,2,2,2,2,,2,2,3,009,00772,04742,2,26,14233
3008739,20,01,01,1,1,1,2,6,8,4,,,,,,1,2,2,,5,1,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,,,,,,,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,1,1,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00772,04742,1,64,09489
3008739,18,01,02,2,5,1,6,1,5,1,4,00500,1,2,7,2,,1,2,5,1,2,2,2,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,1,2,2,1,2,2,2,2,2,1,2,2,2,,2,2,1,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,1,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,1,3,009,00772,04742,2,22,09489
3061874,08,01,01,1,5,1,2,3,8,4,,,,,,2,,2,,5,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,011,00777,05792,1,51,11584
3061564,07,01,01,1,2,1,3,3,5,4,,,,,,1,2,1,2,3,2,2,2,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,1,2,2,2,1,2,2,2,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,1,1,2,,,1,2,2,2,1,2,2,2,2,,2,1,4,012,00776,04338,2,47,04338
3008739,12,01,02,2,5,1,8,4,1,,2,04500,1,1,7,1,1,1,2,3,1,1,2,2,2,1,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,1,1,2,2,2,2,2,2,1,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,1,1,1,1,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,1,2,2,2,2,,,,,1,01,,,,,2,,,,,,,,,,,,,7,POR QUE NO QUIERE,1,1,2,2,2,1,2,2,2,2,02,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,3,009,00772,04742,2,33,09489
3008739,14,01,02,2,5,1,3,2,5,4,,,,,,2,,2,,4,1,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,2,1,,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,LOS BANCOS,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,3,009,00772,04742,2,51,18977
3008739,19,01,01,1,5,1,0,0,1,,3,00600,1,1,7,2,,2,,5,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00772,04742,1,67,09489
3008739,13,01,01,1,5,1,8,1,1,,2,20000,3,2,4,1,1,1,3,3,1,2,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,1,2,1,1,2,2,2,2,2,2,1,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,1,1,1,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,1,2,2,2,2,,2,,,1,03,,,,,2,,,,,,,,,,,,,7,NO TIENE TIEMPO,2,,,,,,,,,,,,,7,NO TIENE TIEMPO,2,,,,1,2,2,,2,,2,,2,,,2,2,1,2,2,2,2,2,2,,2,2,3,009,00772,04742,1,38,09489
3008739,15,01,02,2,1,1,2,6,5,1,4,01000,3,2,1,1,2,2,,4,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00772,04742,2,32,09489
3008739,16,01,01,1,1,1,3,3,1,,2,08000,3,2,1,1,1,1,1,5,1,2,1,2,1,1,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,2,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,1,2,2,2,2,,2,,,1,05,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00772,04742,1,42,09489
3008739,17,01,04,3,6,1,3,2,5,4,,,,,,1,1,2,,5,2,2,2,1,2,1,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00772,04742,2,18,23721
3004400,04,01,02,2,1,1,8,5,1,,2,06000,3,2,2,2,,2,,4,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,2,,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,1,1,004,00768,06223,2,45,18739
3004632,05,01,01,1,1,1,3,3,3,4,,,,,,2,,1,1,3,2,2,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,1,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,2,,2,,1,1,2,,,2,2,2,1,2,2,2,2,2,,2,2,1,002,00769,05462,1,50,10924
3007066,15,01,02,3,1,1,8,4,1,,2,05000,3,1,2,1,1,1,1,5,1,1,2,1,2,1,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,2,,1,,4,,2,,,,,,,,,,,,,4,,1,3,2,2,2,1,1,2,2,2,02,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,2,005,00770,04680,1,34,14111
3007066,05,01,01,1,2,1,2,1,2,,2,00300,1,2,1,1,1,2,,4,2,2,2,2,1,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,2,,,,,1,GOBIERNO,1,3,1,2,2,,,,,,,,,,,,,,2,,1,,4,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,2,005,00770,04680,2,32,09407
3060953,16,01,03,3,6,1,3,3,1,,2,02500,2,2,2,1,1,2,,3,1,2,1,1,1,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,1,1,1,2,2,1,2,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,1,01,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,2,,,,1,2,1,2,2,,1,1,2,,,1,2,2,2,2,2,2,2,2,,1,,4,011,00775,04750,1,20,14250
3003825,04,01,02,1,1,1,8,2,1,,2,02000,2,2,7,1,1,2,,1,2,2,2,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,1,2,,1,,2,2,1,2,2,2,1,2,1,2,2,2,2,2,,1,2,2,9,ESTA TRAMITANDO SU CAMBIO DE GENERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00762,05395,2,24,05399
3063306,10,01,02,2,1,1,2,3,5,4,,,,,,1,1,2,,5,1,2,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,011,00778,05852,2,21,11704
3100520,05,01,02,2,5,1,3,3,5,4,,,,,,1,1,1,2,4,1,2,2,2,1,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,1,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00783,05649,2,59,22613
3101394,01,01,02,2,5,1,4,3,5,4,,,,,,1,1,2,,5,2,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,9,PORQ NO TRABAJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00793,05618,2,55,22489
3101394,04,01,02,2,1,1,7,3,1,,2,10000,3,1,2,1,1,2,,5,1,1,1,1,1,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,2,,1,2,2,2,2,2,2,2,2,2,2,1,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,1,1,1,3,2,1,2,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,1,2,2,2,2,,2,,,2,,7,POR QUE SU DINERO LO TRASPASA A OTRA CUENTA,,,1,1,1,1,1,1,2,2,2,2,01,,,,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00793,05618,2,29,11245
3100811,01,01,02,2,5,1,6,1,5,4,,,,,,1,2,1,2,3,1,2,1,2,2,1,2,,1,1,2,2,2,2,2,2,2,1,2,1,SE LO DABAN A SU MAMA Y CUANDO LO NECESITAN  SE LO PIDEN ERA COMO SU BANCO SU MAMA,1,,2,1,2,2,2,2,2,1,1,2,2,2,2,2,,1,2,1,,,,,,,,,,2,2,2,1,2,2,1,PORQ SE LE PERDIO LA CANCELO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,1,2,2,,,1,2,2,2,2,2,2,2,2,,2,2,1,003,00787,05503,2,21,11014
3100811,02,01,02,2,5,1,2,2,5,4,,,,,,1,1,1,1,5,1,2,1,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,1,1,2,,,2,1,2,2,2,2,2,2,2,,2,2,1,003,00787,05503,2,55,11014
3100811,02,02,02,2,1,1,3,2,5,4,,,,,,1,1,1,1,3,2,2,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,1,003,00787,05503,2,24,11014
3100811,02,03,02,2,5,1,6,2,1,,2,03000,3,1,2,1,1,2,,3,1,2,2,2,1,2,2,,2,,,,,,,,,,,,,1,,1,2,2,2,2,2,2,2,1,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,1,1,3,2,2,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,2,2,2,2,2,2,,2,,,1,03,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,1,,2,,,,2,,2,,1,1,2,,2,,,2,1,2,2,2,2,2,2,2,,1,,1,003,00787,05503,2,31,11014
3100811,03,01,01,1,3,1,3,3,1,,2,03500,2,1,2,1,1,2,,2,1,1,2,1,2,2,2,,1,1,2,2,1,2,1,2,2,1,2,2,,1,,1,2,2,2,2,2,2,2,2,2,2,1,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,1,1,1,2,2,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,1,1,2,2,2,2,,2,,,1,02,,,,,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,1,,2,,,,2,,2,,1,1,2,,2,,,2,2,2,1,2,2,2,2,2,,2,2,1,003,00787,05503,2,40,05507
3100811,05,01,02,2,5,1,4,3,5,4,,,,,,1,1,2,,3,2,2,1,1,2,1,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,1,1,2,2,2,2,2,1,2,2,2,2,,2,2,2,9,PORQ NO TRABAJA QUE NO TIENE ENTRADA DE  DINERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00787,05503,2,47,11014
3101823,02,01,01,1,5,1,3,3,1,,2,10000,3,1,2,1,1,2,,1,2,1,1,1,2,2,2,,1,1,2,2,2,2,2,2,1,2,2,2,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,1,PAGAR DEUDAS,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,2,2,2,2,1,PAGAR DEUDAS,1,2,,2,,1,,6,POR SEGURIDAD,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,3,,2,,,,2,,1,1,2,,1,1,2,,,2,2,2,1,2,2,2,2,2,,1,,1,002,00797,05335,1,37,10670
3100278,01,01,03,3,6,1,6,3,1,,4,04000,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,,1,1,1,2,2,2,1,2,1,2,2,2,,1,,2,2,1,1,2,1,2,1,2,2,1,2,2,2,,1,2,2,1,,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,2,2,1,2,2,2,2,2,,1,,1,002,00780,05470,1,34,21880
3100278,02,01,01,1,6,1,8,4,1,,2,06500,3,1,2,1,1,1,1,1,2,1,1,1,1,2,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,2,1,2,2,1,2,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,1,07,,,,,1,1,1,1,2,1,2,2,2,2,10,,,,,2,,,,,,,,,,,,,4,,1,2,,,1,2,1,2,2,,1,1,2,,,1,2,2,1,2,2,2,2,2,,1,,1,002,00780,05470,1,42,10940
3100283,01,01,02,3,2,1,8,5,6,2,4,04000,3,2,2,1,1,2,,5,1,2,2,1,1,1,2,,2,,,,,,,,,,,,,3,,2,1,1,2,2,2,1,2,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,2,,7,NO SABIA QUE PUEDE PAGAR CON ELLO,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,7,NO SABE QUE EXISTE,1,2,,,2,,1,2,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,1,,1,003,00781,05090,1,55,10188
3100283,02,01,01,1,2,1,8,5,1,,5,05000,3,2,2,1,1,1,3,5,1,1,1,1,2,1,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,1,1,1,2,2,2,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,1,04,,,,,1,1,2,2,2,1,2,2,2,2,12,,,,,2,,,,,,,,,,,,,1,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00781,05090,1,64,05094
3100283,04,01,04,2,5,1,6,2,5,4,,,,,,2,,1,1,3,2,2,1,1,2,2,2,,1,2,2,2,2,1,2,2,2,2,2,1,CAJAS DE AHORRO EN EL TRABAJO,1,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,9,POR QUE NO TIENE UN INGRESO FIJO PORQUE NO  TRABAJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,1,2,1,2,2,2,2,2,2,,2,2,1,003,00781,05090,2,48,10188
