UPM,VIV_SEL,HOGAR,R_SEL,P3_1,P3_2,P3_3,NIV,GRA,P3_5,P3_6,P3_7,P3_8_1,P3_8_2,P3_9,P3_10,P3_11,P3_12,P4_1,P4_2,P4_3,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_4A,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7_5,P4_7_6,P4_7A,P4_8,P4_8A,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_2_1,P5_2_2,P5_2_3,P5_2_4,P5_2_5,P5_2_6,P5_2_7,P5_2_8,P5_2A,P5_3,P5_4,P5_5,P5_6,P5_6A,P5_7_1,P5_7_2,P5_7_3,P5_7_4,P5_7_5,P5_7_6,P5_7A,P5_8_1,P5_8_2,P5_8_3,P5_8_4,P5_8_5,P5_8_6,P5_8_7,P5_8A,P5_9,P5_10_1,P5_10_2,P5_10_3,P5_10_4,P5_10A,P5_11_1,P5_12_1,P5_13_1,P5_14_1,P5_15_1,P5_16_1,P5_11_2,P5_12_2,P5_13_2,P5_14_2,P5_15_2,P5_16_2,P5_11_3,P5_12_3,P5_13_3,P5_14_3,P5_15_3,P5_16_3,P5_11_4,P5_12_4,P5_13_4,P5_14_4,P5_16_4,P5_11_5,P5_12_5,P5_13_5,P5_14_5,P5_16_5,P5_11_6,P5_11_6A,P5_12_6,P5_13_6,P5_14_6,P5_15_6,P5_16_6,P5_17_1,P5_17_2,P5_17_3,P5_17_4,P5_17_5,P5_17_6,P5_17_7,P5_17_8,P5_17_9,P5_17A,P5_18,P5_19,P5_20,P5_21,P5_22,P5_23,P5_23A,P5_24,P5_24A,P5_25_1,P5_26_1,P5_27_1_1,P5_27_1_2,P5_27_1_3,P5_27_1_4,P5_27_1_5,P5_27_1_6,P5_27_1_7,P5_27_1_8,P5_28_1,P5_29_1,P5_29_1A,P5_30_1,P5_30_1A,P5_25_2,P5_26_2,P5_27_2_1,P5_27_2_2,P5_27_2_3,P5_27_2_4,P5_27_2_5,P5_27_2_6,P5_27_2_7,P5_27_2_8,P5_28_2,P5_29_2,P5_29_2A,P5_30_2,P5_30_2A,P5_31,P5_32_1,P5_32_2,P5_32_2A,P6_1_1,P6_2_1,P6_1_2,P6_2_2,P6_1_3,P6_2_3,P6_1_4,P6_2_4,P6_1_5,P6_1_5A,P6_2_5,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_3A,P6_4,P6_5,TLOC,EST_DIS,UPM_DIS,FACTOR,SEXO,EDAD,FAC_PER
2107956,14,02,01,1,1,1,3,3,1,,3,00800,1,2,1,1,1,2,,1,2,1,2,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00547,05211,1,27,10427
2107956,14,03,01,1,5,1,2,6,1,,3,00700,1,2,1,1,2,2,,4,2,1,2,1,2,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00547,05211,1,29,10427
2107956,01,01,02,3,6,1,3,3,1,,3,00600,1,2,1,1,1,2,,3,1,1,1,1,2,1,2,,1,1,2,2,2,2,2,1,2,2,2,2,,1,,2,2,1,1,2,2,2,2,2,2,2,2,2,1,PARA LA COSECHA,2,2,2,9,NO TIENE INFORMACION SOBRE EL TEMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00547,05211,1,18,10427
2107956,13,01,01,1,5,1,6,3,1,,1,,,,7,1,1,2,,4,1,2,1,1,2,1,2,,1,1,2,2,1,2,1,2,2,2,2,1,EN UNA COOPERATIVA,4,,1,2,1,1,2,2,2,2,2,2,2,2,1,2,,1,1,,,,,,,,,,,,,,,,,,,1,2,2,2,1,TUVO VARIAS CUENTAS EN DIFERENTES  SUCURSALES Y ASI PUDO COMPARAR LOS  SERVICIOS,2,,,,,,1,3,1,1,1,2,1,2,1,1,1,2,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,1,15,,,,,1,1,2,2,2,1,2,2,2,2,00,6,NO TIENE BUENA RECEPCION DE INTERNET EN LA  ZONA DE SU VIVIENDA,,,1,1,2,2,2,1,2,2,2,2,05,,,,,2,,,,1,2,1,2,1,1,2,,2,,,2,2,2,2,2,2,1,2,2,,2,1,3,009,00547,05211,1,43,10427
2161145,16,01,02,2,1,1,2,6,5,3,1,,,,1,2,,2,,5,2,2,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,1,2,2,,2,,2,,,1,2,2,1,2,2,2,2,2,,2,2,4,011,00550,05630,2,33,11260
2161145,13,01,01,1,1,2,0,0,8,3,4,00000,,,1,2,,2,,3,2,2,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,1,2,2,2,2,2,1,2,,1,2,1,,,,,,,,,,2,2,2,2,2,2,1,LE RETIRARON EL APOYO DE PROCAMPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,1,2,2,,2,,2,,,1,2,2,1,2,2,2,2,2,,2,2,4,011,00550,05630,1,65,22520
2161145,19,01,01,1,1,1,3,2,1,,2,00900,1,2,1,1,1,2,,3,1,2,1,1,2,2,2,,1,1,1,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,2,4,011,00550,05630,1,24,05630
2161145,18,01,02,2,1,1,3,3,5,3,3,02000,3,2,1,2,,2,,3,2,2,2,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,1,2,1,,,,,,,,,,2,2,2,2,2,2,1,CANCELO LA CUENTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,1,2,1,1,2,,2,,,1,2,2,2,2,2,2,2,2,,1,,4,011,00550,05630,2,29,11260
2161145,20,01,01,1,1,1,2,6,1,,2,01200,1,1,1,2,,2,,5,1,2,1,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,1,2,2,2,2,1,2,2,2,,1,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,011,00550,05630,1,19,11260
2161145,17,01,01,1,1,1,2,6,1,,2,01200,1,2,1,2,,2,,3,1,1,1,1,2,1,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,1,2,2,1,2,1,2,2,2,2,2,2,,1,2,2,1,,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,1,2,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,2,4,011,00550,05630,1,31,11260
2107956,12,01,02,2,5,1,2,3,5,4,,,,,,1,2,2,,5,2,2,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,1,1,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00547,05211,2,54,10427
2107956,10,01,01,1,5,2,2,2,1,,3,00840,1,1,1,2,,2,,5,2,2,2,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00547,05211,1,56,10427
2107956,11,01,01,1,2,1,2,3,1,,3,00300,1,2,1,2,,2,,3,2,1,1,1,2,1,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00547,05211,2,42,05213
2107956,18,01,01,1,5,1,2,6,5,4,,,,,,1,2,2,,4,1,2,1,2,2,1,2,,2,,,,,,,,,,,,,1,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,2,,,,,,1,1,3,1,2,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,1,2,2,2,2,2,2,2,,,,,2,,1,,5,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,2,,,,2,,1,2,2,,2,,2,,,2,2,2,2,2,2,2,2,1,PARA PAGO DE TRANSPORTE,2,2,3,009,00547,05211,2,42,05213
2107956,19,01,01,1,1,2,2,2,1,,5,00600,1,2,1,1,1,2,,5,1,2,1,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,2,,,,,1,TIENE AYUDA DE PROCAMPO,1,2,1,2,2,,,,,,,,,,,,,,2,,1,,1,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,2,,,,1,2,1,2,2,,2,,2,,,2,2,2,2,2,2,1,2,2,,2,2,3,009,00547,05211,1,45,26067
2161145,08,01,02,2,1,1,3,3,5,1,4,00150,1,2,1,1,2,1,1,3,2,2,2,1,2,1,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,1,2,2,1,1,2,,,,,,2,,,,,2,,,,,1,APOYO DEL GOBIERNO PROSPERA,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,1,2,,,1,2,2,,2,,2,,2,,,2,2,2,2,1,2,2,2,2,,2,1,4,011,00550,05630,2,35,11260
2161145,09,01,02,3,6,1,3,3,1,,3,00800,1,2,1,2,,2,,4,1,1,2,2,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,1,3,2,2,2,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,011,00550,05630,1,19,16890
2161145,07,01,01,1,4,2,2,2,8,4,,,,,,2,,2,,4,2,2,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,1,2,2,1,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,1,2,2,2,2,2,2,2,,,,,,,,,,,2,,,,,,,,,,,,,7,VIVE AL DIA DE LO QUE LE DA EL PROGRAMA DE  PROSPERA,2,,,,,,,,,,,,,7,NO TIENE DINERO YA QUE SOLO TIENE EL  PROGRAMA PROSPERA,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,011,00550,05630,2,65,05630
2161145,11,01,03,4,6,1,2,5,8,3,3,00600,1,2,1,1,1,2,,3,1,1,2,1,2,1,2,,1,1,1,2,2,2,2,2,2,1,2,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,9,NO TIENE LOS DOCUMENTOS QUE PIDEN PARA  ABRIR LA CUENTA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,1,2,2,,2,,2,,,2,2,2,2,2,2,2,2,1,GASTOS DEL CAMPO.,2,2,4,011,00550,05630,1,19,16890
2161145,12,01,01,1,5,1,2,3,1,,2,01400,1,2,1,1,2,2,,4,1,1,1,1,1,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,2,2,9,NO LES ALCANZA Y LOS PROGRAMAS DE GOBIERNO  NO LOS HAN INCLUIDO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,"EL SEGYRO DE LOS BANCOS, CON LO QUE CUENTAN  ELLOS.",2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,4,011,00550,05630,1,38,16890
2107956,02,01,01,1,4,1,2,6,5,4,,,,,,1,1,2,,4,2,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,1,1,2,,1,,2,2,2,1,2,1,1,2,2,2,2,2,2,2,,2,2,1,,,,,,,,,,2,2,2,2,2,2,1,LE QUITARON EL PROGRAMA OPORTUNIDADES HACE  3 AÑOS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00547,05211,2,63,05213
2107956,09,01,05,3,1,1,2,6,1,,3,00700,1,2,1,2,,2,,4,1,2,2,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00547,05211,1,38,20854
2107956,16,01,02,2,1,2,2,1,1,,3,00300,1,2,1,1,2,1,1,5,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00547,05211,2,50,10427
2107956,16,02,02,2,1,1,6,3,5,4,,,,,,1,2,1,1,3,2,2,1,1,2,1,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,1,1,2,1,2,1,2,2,2,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00547,05211,2,24,10427
2107956,06,01,01,1,6,1,2,6,1,,3,00400,1,2,1,2,,2,,4,2,1,2,2,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00547,05211,2,41,10427
2107956,15,01,02,2,1,1,3,3,5,3,3,00500,3,2,1,1,1,1,1,4,2,1,1,1,2,1,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,2,2,9,NO LO HABIAN PENSADO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00547,05211,2,28,10427
2161702,15,01,03,5,5,2,2,1,1,,2,00240,1,1,1,1,2,2,,3,1,1,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00551,03730,2,27,11190
2106323,17,01,01,1,1,1,6,3,1,,2,00700,1,2,1,2,,1,2,3,2,2,1,1,2,2,2,,1,1,1,2,2,2,1,2,2,2,2,2,,1,,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,2,,2,,2,,2,,,1,1,2,2,2,2,2,2,2,,2,2,3,009,00545,04448,1,28,08900
2106323,10,01,02,1,4,1,2,6,1,,2,00700,1,2,1,2,,1,1,5,2,2,2,1,2,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,2,3,009,00545,04448,2,24,13350
2106323,18,01,01,1,5,1,8,4,1,,4,01000,1,2,7,1,1,1,2,3,2,2,2,1,2,1,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,1,1,2,1,2,2,2,2,1,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,9,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,1,2,2,2,2,2,,2,,,2,,1,,2,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00545,04448,2,26,04450
2106323,08,01,01,1,1,1,6,3,1,,2,00700,1,2,1,1,1,2,,2,2,2,2,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,1,3,1,2,2,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,2,,3,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,4,,2,,,,1,2,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00545,04448,1,37,08900
2106323,09,01,01,1,1,1,3,3,1,,4,01400,1,2,3,1,9,2,,5,2,2,1,1,2,1,2,,1,2,2,2,1,2,2,1,2,2,2,2,,3,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,,2,2,1,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,1,2,,2,,,2,2,2,2,2,2,1,2,2,,1,,3,009,00545,04448,1,42,17800
2106323,15,01,01,1,5,1,8,4,2,,2,00600,1,2,1,1,1,1,2,4,2,1,2,2,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,3,009,00545,04448,2,40,04450
2106323,19,01,01,1,1,1,3,3,1,,2,00600,1,2,1,1,1,2,,5,1,1,2,1,2,2,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00545,04448,1,44,08900
2106323,11,01,02,2,5,1,3,3,5,4,,,,,,1,2,2,,4,2,2,2,1,2,1,2,,1,1,2,2,2,2,2,2,2,1,1,2,,1,,2,2,1,1,2,2,2,2,1,1,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00545,04448,2,34,08900
2106323,20,01,03,3,6,1,8,4,1,,2,04200,2,1,3,1,1,2,,4,2,1,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,2,1,2,2,2,2,1,2,2,2,2,1,PAGAR ESCRITURAS DE UN TERRENO,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,1,01,,,,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,1,2,,,1,2,2,,2,,2,,2,,,2,2,2,2,1,2,2,2,2,,2,1,3,009,00545,04448,2,32,13350
2106323,12,01,01,1,5,1,6,1,1,,2,00800,1,2,1,1,2,2,,3,2,2,1,1,1,1,2,,1,1,2,2,2,2,2,2,2,1,2,2,,1,,2,2,1,1,2,2,2,2,2,1,2,2,2,2,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00545,04448,1,36,08900
2106323,13,01,02,2,1,1,6,3,1,,2,00600,1,2,1,1,2,2,,2,2,2,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,1,,,,,,,,,,2,2,2,2,2,2,1,YA NO LA NECESITABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,1,2,2,,2,,1,EN COPEL,1,2,1,2,2,2,2,2,2,2,,1,,3,009,00545,04448,2,37,13350
2106323,14,01,01,1,5,2,2,2,1,,2,01200,1,2,7,2,,2,,3,2,2,1,1,2,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,1,2,2,2,1,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,1,1,2,,2,,2,,,2,2,2,2,2,2,1,2,2,,2,1,3,009,00545,04448,1,43,08900
2106323,01,01,01,1,1,1,8,6,6,3,4,01000,1,2,3,1,2,2,,3,1,2,2,1,1,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,1,1,1,2,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,1,2,2,1,2,2,2,2,,1,2,,,,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,3,009,00545,04448,1,60,08900
2106323,07,01,01,1,5,1,8,3,1,,4,00700,1,2,3,2,,2,,4,2,2,2,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00545,04448,1,65,08900
