UPM,VIV_SEL,HOGAR,R_SEL,TLOC,EST_DIS,UPM_DIS,FACTOR,SEXO,EDAD,FAC_PER,GRA,NIV,P3_1,P3_11,P3_2,P3_3,P3_5,P4_1,P4_3,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_5,P4_8,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_3,P5_31,P5_4,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_4,P6_20,P7_1,P8_1,P9_1,P10_1,P10_17,P10_8,P11_1_1,P11_1_2,P11_1_3,P11_1_9,P12_1,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_3_6
1060098,20,1,1,4,12,295,4176,2,67,4176,6,2,1,1,2,1,5,2,3,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,3,2,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2
1060098,17,1,2,4,12,295,4176,2,43,8352,3,3,2,2,5,1,1,1,3,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,3,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2
1060098,11,1,1,4,12,295,4176,1,68,8352,3,2,1,1,5,1,1,2,4,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2
1060098,10,1,1,4,12,295,4176,2,63,12528,5,2,1,2,2,1,5,2,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2
1060098,3,1,1,4,12,295,4176,2,33,4176,3,2,1,1,1,1,5,1,4,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
1060098,13,1,1,4,12,295,4176,1,65,12528,2,2,1,1,5,1,1,2,3,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,3,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2
1060439,19,1,1,4,11,296,4176,2,53,12528,6,2,1,2,5,1,5,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1060439,18,1,2,4,11,296,4176,2,57,8352,3,3,2,2,5,1,5,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2
1060439,17,1,2,4,11,296,4176,2,32,8352,3,3,2,1,5,1,5,2,4,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2
1060439,5,1,3,4,11,296,4176,1,24,12528,3,6,3,1,6,1,1,2,4,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1
1060439,11,1,1,4,11,296,4176,1,48,16704,6,2,1,2,5,1,1,1,4,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2
1060439,14,1,6,4,11,296,4176,2,29,16704,3,3,5,1,1,1,5,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1060439,15,1,1,4,11,296,4176,1,68,8352,4,2,1,2,5,1,1,2,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2
1060439,20,1,1,4,11,296,4176,1,46,8352,6,2,1,2,5,1,1,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,3,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2
1060098,7,1,3,4,12,295,4176,1,21,12528,3,6,3,1,6,1,1,2,4,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
1000743,4,1,3,1,2,280,6152,2,19,18456,3,3,3,1,6,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
1060098,18,1,2,4,12,295,4176,2,51,8352,5,2,2,2,5,1,5,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2
1060098,16,1,2,4,12,295,4176,2,25,16704,3,3,2,1,5,1,5,2,3,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
1060098,19,1,3,4,12,295,4176,2,18,12528,3,6,3,1,6,1,1,2,3,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1060098,15,1,2,4,12,295,4176,1,39,8352,3,3,3,2,2,1,1,2,3,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,1
1060098,12,1,1,4,12,295,4176,2,56,16704,6,2,1,2,5,1,5,2,4,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2
1060098,4,1,4,4,12,295,4176,2,20,12528,2,8,3,1,6,1,1,2,4,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1000961,3,1,1,1,3,285,5393,1,24,10794,3,3,1,1,5,1,1,2,3,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,9,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2
1060098,9,1,3,4,12,295,4176,2,32,16704,3,6,5,1,5,1,1,2,3,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,3,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2
1060098,8,1,2,4,12,295,4176,2,55,8352,3,2,2,2,1,1,5,2,4,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1060439,16,1,1,4,11,296,4176,2,67,4176,4,2,1,1,4,1,5,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2
1060439,2,1,1,4,11,296,4176,1,47,8352,4,2,1,2,5,1,1,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1060439,12,1,2,4,11,296,4176,2,41,8352,3,3,2,2,5,1,5,2,5,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,3,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2
1060439,4,1,1,4,11,296,4176,1,48,16704,2,2,1,1,1,2,1,2,4,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2
1001115,5,1,2,1,3,288,4877,2,39,9761,3,3,2,1,5,1,5,2,4,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,3,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
1002316,11,1,1,2,5,293,3883,2,26,3903,4,8,1,1,6,1,1,2,3,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
1002316,5,1,2,2,5,293,3883,2,36,7805,2,6,5,1,6,1,5,2,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1002316,7,1,3,2,5,293,3883,1,45,3903,2,4,3,2,2,1,1,2,4,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1002316,3,1,1,2,5,293,3883,2,68,3903,3,3,1,2,2,1,1,2,4,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2
1002316,8,1,5,2,5,293,3883,2,38,23416,6,2,5,2,2,1,1,2,4,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,3,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2
1002316,2,1,1,2,5,293,3883,2,59,7805,6,2,1,2,4,1,8,2,4,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2
1002316,9,1,2,2,5,293,3883,2,47,15611,3,6,2,1,5,1,5,2,4,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1000470,3,1,1,1,3,275,6096,1,50,12201,3,6,1,1,5,1,1,2,4,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2
1002316,1,1,2,2,5,293,3883,2,52,23416,3,3,2,2,5,1,5,2,3,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1002316,15,1,1,2,5,293,3883,2,64,3903,3,4,1,2,6,1,6,2,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1
1002316,20,1,2,2,5,293,3883,2,49,7805,3,6,2,1,5,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
1002316,14,1,2,2,5,293,3883,2,49,15611,3,3,2,2,5,1,5,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
1002316,13,1,3,2,5,293,3883,1,26,11708,1,8,3,1,6,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2
1002316,19,1,2,2,5,293,3883,2,37,7805,3,6,2,1,5,1,1,2,3,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
1000318,2,1,1,1,2,271,7239,1,33,14478,3,6,1,1,5,1,1,2,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2
1000318,2,2,1,1,2,271,7239,1,23,14478,3,6,1,1,5,1,1,1,3,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,3,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2
1001155,1,1,1,1,4,290,6929,1,44,13910,2,9,1,1,5,1,1,2,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2
1000857,3,1,1,1,3,283,5883,2,54,5888,5,8,1,1,4,1,6,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2
1001115,4,1,1,1,3,288,4877,1,38,9761,5,8,1,1,5,1,1,1,4,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,3,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2
1000961,4,1,1,1,3,285,5393,2,31,10794,5,8,1,1,5,1,1,2,3,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2
1000961,1,1,1,1,3,285,5393,2,42,10794,3,3,1,1,5,1,1,2,3,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2
1000318,1,1,3,1,2,271,7239,2,26,21717,5,8,3,1,6,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2
1000321,4,1,3,1,2,272,7359,1,23,29436,3,3,5,2,2,1,1,2,4,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
1000986,5,1,1,1,2,286,6452,1,57,25808,3,3,1,1,4,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1
1000721,4,1,2,1,3,279,5195,1,34,15597,6,2,5,1,1,1,1,2,4,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1000525,2,1,2,1,2,276,6090,2,63,12180,2,2,2,2,5,1,5,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2
1000525,4,1,2,1,2,276,6090,2,50,24360,6,2,2,2,5,1,5,2,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
1000459,5,1,2,1,3,274,5533,2,52,11074,4,8,2,1,5,1,1,1,4,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2
1000453,2,2,1,1,4,273,6064,2,53,12173,5,8,1,1,4,1,1,1,4,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2
1000318,3,1,1,1,2,271,7239,1,54,28956,3,2,1,1,5,1,1,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2
1002316,18,1,2,2,5,293,3883,2,56,7805,3,4,2,1,5,1,1,2,3,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2
1000961,5,1,1,1,3,285,5393,2,37,5397,3,3,1,1,6,1,1,1,5,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1161109,15,1,2,4,12,318,4732,2,60,14196,6,2,2,2,5,1,5,2,3,1,2,2,2,2,1,2,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1
1161109,2,1,2,4,12,318,4732,2,55,18928,4,7,2,1,5,1,1,2,4,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2
1161109,6,1,2,4,12,318,4732,2,28,9464,2,9,2,1,5,1,1,1,5,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2
1161109,7,1,2,4,12,318,4732,2,34,9464,4,8,2,1,5,1,1,1,4,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2
1104412,5,1,2,1,2,308,6006,2,42,12012,3,6,2,1,5,1,1,1,3,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2
1104412,3,1,1,1,2,308,6006,1,25,12012,6,2,1,2,1,1,1,2,3,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2
1104412,4,1,4,1,2,308,6006,2,20,30030,2,8,3,1,6,1,4,2,5,2,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1103232,2,1,2,1,2,302,6390,2,36,12780,3,3,6,1,6,1,5,2,5,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2
1103232,3,1,1,1,2,302,6390,2,37,6390,3,3,1,1,2,1,1,2,3,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,3,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2
1103302,1,1,1,1,2,303,6130,2,32,6130,3,3,1,1,2,1,1,2,5,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1103302,5,1,1,1,2,303,6130,1,35,12260,3,3,1,1,5,1,1,2,5,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2
1104612,3,1,2,1,2,310,5649,2,33,11298,3,3,2,1,5,1,5,1,4,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1104612,1,1,2,1,2,310,5649,2,30,11298,2,3,2,1,5,1,5,1,3,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
1104612,5,1,2,1,2,310,5649,2,38,11298,1,3,2,1,5,1,5,1,4,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1103462,5,1,2,1,3,305,5537,2,40,11082,1,6,2,1,5,1,1,1,3,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
1103462,1,1,2,1,3,305,5537,1,46,22165,0,0,1,1,5,2,1,2,4,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2
1104674,4,1,2,1,4,311,6557,2,30,13163,3,8,2,1,5,1,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2
1104674,5,1,1,1,4,311,6557,1,41,6582,2,9,1,1,5,1,1,1,3,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2
1104674,1,1,1,1,4,311,6557,2,44,6582,3,4,1,1,1,1,8,1,4,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1102868,4,1,4,1,3,299,5919,2,25,23694,3,3,4,1,6,1,1,1,4,1,1,2,2,2,2,2,1,5,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
1102868,5,1,1,1,3,299,5919,2,38,11847,6,2,1,1,5,1,1,2,4,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1102868,2,1,1,1,3,299,5919,1,26,11847,6,2,1,1,5,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,3,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2
1103232,5,1,2,1,2,302,6390,2,39,12780,3,3,2,1,5,1,1,1,4,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2
1103232,1,1,1,1,2,302,6390,1,22,6390,3,3,1,2,2,1,1,1,5,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2
1103302,2,1,2,1,2,303,6130,2,50,24520,0,0,2,1,5,2,5,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1103302,2,2,1,1,2,303,6130,1,30,12260,6,2,1,1,5,1,1,1,5,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2
1104412,1,1,3,1,2,308,6006,2,43,12012,3,3,3,1,2,1,3,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1104412,2,1,2,1,2,308,6006,2,27,12012,3,6,2,1,5,1,1,1,3,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2
1103462,4,1,1,1,3,305,5537,1,35,11082,3,3,1,1,5,1,1,1,4,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2
1103347,1,1,2,1,2,304,6447,2,53,25788,0,0,2,2,5,2,5,2,5,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1103347,3,1,6,1,2,304,6447,1,28,32235,6,2,5,1,1,1,1,1,4,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2
1103347,2,1,3,1,2,304,6447,2,19,19341,3,3,3,1,6,1,1,1,4,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2
1104612,4,1,1,1,2,310,5649,1,42,11298,3,3,1,1,5,1,1,2,3,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2
1161109,17,1,2,4,12,318,4732,2,28,9464,3,6,2,1,5,1,5,1,4,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1161109,19,1,1,4,12,318,4732,1,36,9464,4,8,1,1,5,1,1,1,3,1,1,1,1,1,1,2,1,3,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2
1104463,2,1,2,1,4,309,6996,2,44,14044,3,3,2,1,1,1,1,1,3,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
1104463,3,1,1,1,4,309,6996,2,28,7022,5,8,1,1,6,1,1,1,4,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2
1104463,3,2,1,1,4,309,6996,1,33,7022,2,9,1,1,6,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2
1104463,4,1,1,1,4,309,6996,1,33,14044,4,8,1,1,5,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2
1104463,5,1,1,1,4,309,6996,1,54,28089,5,8,1,1,5,1,1,1,3,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1
1161109,14,1,1,4,12,318,4732,1,41,4732,2,9,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2
1161109,12,1,1,4,12,318,4732,1,35,9464,5,8,1,1,5,1,1,1,4,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2
1102868,1,1,2,1,3,299,5919,2,50,17771,3,2,2,1,5,1,1,1,4,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1161109,5,1,1,4,12,318,4732,2,38,4732,5,8,1,1,6,1,3,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2
