UPM,VIV_SEL,HOGAR,N_REN,P7_1_1,P7_1_2,P7_1_3,P7_1_4,P7_1_5,P7_1_6,P7_1_7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6_1,P8_7_1,P8_8_1,P8_9_1,P8_10_1,P8_11_1,P8_6_2,P8_7_2,P8_8_2,P8_9_2,P8_10_2,P8_11_2,P8_6_3,P8_7_3,P8_8_3,P8_9_3,P8_10_3,P8_11_3,P8_6_4,P8_7_4,P8_8_4,P8_9_4,P8_10_4,P8_11_4,P8_6_5,P8_7_5,P8_8_5,P8_9_5,P8_10_5,P8_11_5,P8_6_6,P8_6_7,P8_6_8,P8_12_1,P8_12_2,P8_12_3,P8_12_4,P8_12_5,P8_13,P8_14_1,P8_14_2,P8_14_3,P8_14_4,P8_14_5,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P9_7,P9_8,P9_9_1,P9_9_2,P9_9_3,P9_9_4,P9_9_5,P10_1,P10_2,P10_3_1,P10_3_2,P10_3_3,P10_3_4,P10_3_5,P10_3_6,P10_3_7,P10_4_1,P10_4_2,P10_5,P10_6_1,P10_6_2,P10_7_1,P10_7_2,P10_8,P10_9,P10_10_1,P10_10_2,P10_10_3,P10_10_4,P10_10_5,P10_10_6,P10_10_7,P10_11_1,P10_11_2,P10_12,P10_13,P10_14,P10_15_1,P10_15_2,P10_16,P11_1_1,P11_1_2,P11_1_3,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_2_9,P11_3,P11_4_1,P11_5_1,P11_6_1,P11_4_2,P11_5_2,P11_6_2,P11_4_3,P11_5_3,P11_6_3,P11_4_4,P11_5_4,P11_6_4,P12_1,P12_2,P12_3,P12_4,P13_1,P13_2_1,P13_3_1,P13_4_1,P13_2_2,P13_3_2,P13_4_2,P13_2_3,P13_3_3,P13_4_3,P13_2_4,EDAD,SEXO,REGION,TLOC,EST_DIS,UPM_DIS,FAC_PER
3007130,04,01,02,1,1,9,1,1,1,1,1,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,2,2,1,,2,2,,,,,,2,5,,,,,,,1,2,2,1,2,2,5,,,,,,,,,,,,,,,1,,0,0,0,1,0,0,0,00,30,000,1,,00,30,000,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,2,2,3,2,1,1,2,2,,,2,,,2,43,2,5,2,166,01819,17747
3007130,05,01,02,1,9,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,9,9,,3,2,2,,,2,,,2,,,2,56,2,5,2,166,01819,13890
3007130,07,01,01,1,1,9,1,1,1,1,1,,,,,1,1,1,1,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,2,2,1,,2,2,,,,,,2,2,,,,,,,1,2,9,9,2,1,,1,1,1,0,0,0,0,00,05,005,01,00,1,2,2,3,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,1,1,1,3,1,1,3,2,,,2,51,1,5,2,166,01819,16437
3007130,09,01,01,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,5,2,2,8,9,1,2,1,2,1,,1,0,0,1,0,0,0,00,30,000,00,20,1,2,2,4,,,,,,,,,,,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,9,3,1,1,3,3,2,,,2,,,2,32,2,5,2,166,01819,7769
3007130,11,01,01,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,9,2,2,1,,1,0,0,0,0,0,0,00,15,010,00,30,1,2,2,4,,,,,,,,,,,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,2,2,,,1,5,3,2,,,2,28,1,5,2,166,01819,13687
3007130,12,01,03,1,1,9,9,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,1,1,2,1,,0,0,1,0,0,0,0,00,30,030,00,10,1,2,2,1,,,,,,,,,,,2,2,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,4,2,,,2,,,2,,,2,18,2,5,2,166,01819,18014
3007130,13,01,02,1,9,9,9,1,9,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,1,,1,0,0,0,0,0,0,00,30,030,00,20,1,2,2,3,,,,,,,,,,,1,,00,20,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,2,1,1,2,2,,,2,,,2,70,2,5,2,166,01819,7123
3007130,14,01,02,1,1,9,9,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,9,2,2,1,2,1,,0,0,0,1,0,0,0,01,00,000,00,20,1,2,2,3,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,1,2,1,4,2,2,,,2,,,2,42,2,5,2,166,01819,26620
3007130,15,01,01,1,1,9,9,1,1,1,1,,,,,1,1,2,1,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,2,2,1,,2,2,,,,,,1,,03,2,1,1,1,,1,1,2,1,2,1,,0,1,0,0,0,0,0,00,10,000,00,20,1,2,2,1,,,,,,,,,,,1,,00,10,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,1,1,2,2,,,2,,,2,42,1,5,2,166,01819,17171
3007130,16,01,01,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,30,050,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,1,2,2,1,1,2,2,,,2,,,2,40,1,5,2,166,01819,25757
3007130,17,01,02,1,1,9,1,1,1,1,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,9,9,9,9,9,1,,1,1,0,0,0,0,0,00,15,014,00,10,1,2,2,3,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,1,2,1,1,2,2,,,2,,,2,30,2,5,2,166,01819,15538
3007130,18,01,02,1,1,9,9,1,9,1,1,,,,,1,1,2,2,2,5,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,2,2,1,,2,2,,,,,,2,1,,,,,,,9,2,2,1,2,1,,1,0,0,0,0,0,0,00,30,000,00,15,1,2,2,3,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,3,3,2,1,1,2,2,,,2,,,2,45,2,5,2,166,01819,17747
3007130,20,01,01,1,1,8,9,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,1,2,9,9,9,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,1,1,2,,,2,,,2,,,2,34,1,5,2,166,01819,17686
3007269,01,01,01,1,1,9,9,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,2,2,1,2,2,2,6,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,3,1,1,5,3,2,,,2,,,2,52,1,5,2,166,01820,6878
3007269,02,01,06,1,9,9,9,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,9,9,,3,3,2,,,2,,,2,,,2,34,2,5,2,166,01820,26008
3007269,03,01,01,1,1,9,1,1,1,1,1,,,,,2,,,,,,2,,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,03,2,1,1,1,,1,1,1,1,2,2,5,,,,,,,,,,,,,,,2,2,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,2,2,3,2,2,,,1,5,2,2,,,2,37,1,5,2,166,01820,29603
3007269,04,01,02,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,2,2,2,8,2,1,1,1,2,2,5,,,,,,,,,,,,,,,2,2,,,,,,,,,,,2,5,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,2,2,2,,,2,,,2,,,2,24,2,5,2,166,01820,10051
3007269,06,01,01,1,1,9,9,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,9,2,2,8,,,,,,,,,,,,,,,2,3,,,,,,,,,,,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,9,1,2,1,1,2,,,2,,,2,,,2,48,2,5,2,166,01820,14852
3007269,07,01,03,1,1,9,9,9,1,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,1,,1,1,,2,1,1,1,2,1,,0,1,0,0,0,0,0,00,15,020,00,05,1,2,1,,1,0,0,0,0,0,0,00,15,020,2,5,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,20,2,5,2,166,01820,15076
3007269,08,01,01,1,1,1,9,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,34,2,5,2,166,01820,13004
3007269,10,01,02,1,1,9,1,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,9,9,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,3,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,9,3,2,2,,,2,,,2,,,2,46,2,5,2,166,01820,14852
3007269,11,01,01,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,30,100,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,1,3,2,1,6,2,1,6,3,2,,,2,39,1,5,2,166,01820,14802
3007269,13,01,03,1,1,9,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,6,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,1,1,1,3,1,1,3,2,,,2,54,1,5,2,166,01820,27512
3007269,14,01,01,1,1,1,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,1,2,2,1,2,2,2,,,,,,,,,,,,,,,2,3,,,,,,,,,,,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,2,2,,,2,,,2,,,2,69,2,5,2,166,01820,17884
3007269,15,01,02,1,1,1,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,9,1,9,9,2,5,,,,,,,,,,,,,,,2,6,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,9,2,2,,,2,,,2,,,2,21,2,5,2,166,01820,10051
3007269,16,01,02,1,1,1,9,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,04,2,1,2,1,,1,2,2,2,2,2,8,,,,,,,,,,,,,,,2,3,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,9,3,1,2,,,2,,,2,,,2,38,1,5,2,166,01820,22202
3007269,17,01,02,1,1,9,1,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,3,2,3,,9,9,9,1,9,1,,1,1,0,0,0,0,0,00,20,000,00,35,2,2,2,3,,,,,,,,,,,2,4,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,9,9,,3,2,1,1,2,2,,,2,,,2,36,2,5,2,166,01820,13004
3007269,18,01,02,1,1,1,9,1,1,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,9,2,2,1,2,1,,0,1,0,0,0,0,0,00,10,018,00,10,1,2,1,,0,0,0,0,1,0,0,00,10,018,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,44,2,5,2,166,01820,14852
3007269,20,01,02,1,1,9,9,1,9,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,2,2,1,2,2,2,1,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,15,000,2,5,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,1,2,,,2,,,2,,,2,20,1,5,2,166,01820,11455
3007378,01,01,01,1,1,9,1,9,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,3,2,1,5,3,2,,,2,,,2,42,2,5,2,169,01821,9950
3007378,02,01,01,1,1,1,1,1,1,1,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,2,2,2,2,2,1,,0,0,1,0,0,0,0,00,20,020,00,01,1,2,2,4,,,,,,,,,,,2,5,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,1,2,,,2,,,2,,,2,52,2,5,2,169,01821,7788
3007378,03,01,01,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,1,2,1,,2,1,2,1,2,1,,1,0,0,0,0,0,0,00,10,020,00,20,1,2,2,3,,,,,,,,,,,1,,00,05,020,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,2,2,2,,,2,,,2,,,2,55,1,5,2,169,01821,18431
3007378,04,01,03,2,2,9,9,4,4,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,99,,,,,,1,1,2,1,2,1,,0,1,1,0,0,0,0,00,20,020,00,15,1,2,1,,1,0,0,0,0,0,0,00,20,020,1,,00,10,020,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,31,2,5,2,169,01821,26136
3007378,05,01,01,1,1,9,9,1,1,1,1,,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,12,2,2,1,1,,9,1,9,9,9,2,8,,,,,,,,,,,,,,,2,5,,,,,,,,,,,2,3,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,3,3,3,3,2,,,2,,,2,,,2,35,1,5,2,169,01821,19832
3008030,01,01,02,1,1,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,1,1,1,,2,1,2,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,1,0,0,0,00,01,000,1,,00,05,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,2,2,1,2,,,2,,,1,5,2,2,21,1,5,3,166,01822,16275
3008030,04,01,02,1,1,9,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,9,2,2,1,2,2,1,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,25,000,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,46,2,5,3,166,01822,14068
3008030,05,01,03,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,5,2,2,3,1,2,2,1,9,2,1,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,07,000,1,,00,30,038,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,3,3,3,2,2,,,2,,,2,,,2,22,1,5,3,166,01822,16275
3008030,08,01,03,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,1,1,2,1,,1,0,0,0,0,0,0,00,10,000,00,15,1,2,1,,1,0,0,0,0,0,0,00,10,000,1,,01,00,100,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,9,2,1,2,,,2,,,2,,,2,29,2,5,3,166,01822,9520
3008030,09,01,02,2,1,1,9,1,1,1,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,9,2,2,1,2,1,,1,0,0,0,0,0,0,00,10,030,00,05,1,2,2,4,,,,,,,,,,,2,5,,,,2,2,2,1,0,0,0,0,1,1,3,5,2,,,2,,,2,,,1,1,1,1,2,2,,,1,1,2,2,,,2,35,2,5,3,166,01822,12317
3008030,10,01,03,1,3,9,9,9,9,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,9,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,3,1,1,2,,,2,,,2,,,2,18,2,5,3,166,01822,14280
3008030,11,01,02,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,2,1,2,1,,1,0,0,0,0,0,0,00,30,050,00,15,1,2,2,4,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,9,9,,9,1,1,1,2,2,,,2,,,2,62,2,5,3,166,01822,5646
3008030,12,01,01,1,1,9,1,1,1,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,02,2,1,2,2,8,1,1,2,1,2,1,,0,0,0,0,1,0,0,01,00,100,00,10,1,2,2,1,,,,,,,,,,,2,3,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,3,1,2,,,1,2,3,2,,,2,32,2,5,3,166,01822,6159
3008030,13,01,02,1,1,9,9,1,1,1,1,,,,,1,1,1,1,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,1,2,2,,2,1,1,2,2,2,2,1,,08,2,4,2,3,,2,1,1,2,2,1,,1,1,0,0,0,0,0,01,30,060,00,10,1,2,1,,1,0,0,0,0,0,0,01,00,040,1,,01,00,040,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,2,3,1,2,,,2,,,2,,,2,28,1,5,3,166,01822,16275
3008030,14,01,01,1,1,9,1,2,2,1,1,,,,,1,2,,,3,,2,,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,7,,,,,,,2,1,2,2,2,1,,1,1,1,1,0,0,0,00,50,080,00,20,1,1,1,,1,0,0,0,0,0,0,00,10,025,2,6,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,2,3,1,1,1,3,1,2,3,2,,,2,65,2,5,3,166,01822,5646
3008030,15,01,01,1,1,1,1,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,2,1,2,2,2,1,,1,0,0,0,0,0,0,00,45,100,03,00,2,2,2,3,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,1,1,2,2,2,,,2,,,2,,,2,70,1,5,3,166,01822,9895
3008030,17,01,02,1,1,9,9,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,4,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,15,000,1,,00,40,070,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,2,2,1,5,2,2,,,1,6,2,2,42,2,5,3,166,01822,14068
3008030,18,01,02,1,1,9,1,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,1,1,2,1,,0,1,0,0,0,0,0,01,00,050,00,30,2,2,1,,1,0,0,0,0,0,0,01,00,040,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,1,1,2,1,1,2,2,,,2,22,2,5,3,166,01822,9520
3008030,20,01,02,2,2,9,9,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,2,2,1,1,2,1,,0,1,0,0,0,0,0,01,00,056,02,00,2,2,2,4,,,,,,,,,,,1,,00,20,000,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,1,1,3,2,1,1,2,2,,,2,,,2,26,2,5,3,166,01822,9520
3008171,01,01,01,1,1,9,9,1,1,1,1,,,,,1,1,2,2,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,2,1,2,,2,2,,,,,,2,7,,,,,,,2,1,2,2,2,2,6,,,,,,,,,,,,,,,2,5,,,,,,,,,,,2,2,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,2,1,1,2,1,1,2,2,,,2,64,1,5,3,166,01823,24527
3008171,02,01,05,1,2,9,9,9,9,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,1,2,2,2,1,,1,0,0,0,0,0,0,00,30,020,00,20,1,2,1,,1,0,0,0,0,0,0,00,30,020,1,,00,30,020,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,4,2,,,2,,,2,,,2,20,2,5,3,166,01823,23597
3008171,03,01,01,1,1,9,9,1,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,1,,1,0,0,0,0,0,0,01,00,150,03,00,2,1,2,1,,,,,,,,,,,1,,00,15,040,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,9,3,1,2,,,2,,,2,,,2,40,2,5,3,166,01823,6974
3008171,04,01,01,1,3,9,1,1,1,9,1,,,,,1,2,,,3,,2,,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,,03,2,4,2,3,,1,2,9,9,9,1,,1,1,1,0,0,1,0,00,40,100,01,00,1,2,1,,1,1,0,1,0,0,0,00,20,050,1,,00,20,050,1,9,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,1,5,2,2,,,2,,,2,28,1,5,3,166,01823,10757
3008171,05,01,01,1,1,1,1,1,2,1,1,,,,,1,1,1,1,3,,1,1,1,1,3,,2,,,,,,2,,,,,,2,,,,,,2,2,2,1,2,2,,2,2,,,,,,9,,,,,,,,2,1,2,2,2,1,,1,0,0,0,0,0,0,00,20,044,00,30,2,2,1,,1,1,0,0,0,0,0,00,10,050,1,,00,10,040,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,3,3,2,2,,,1,4,2,2,,,2,38,1,5,3,166,01823,13900
3008171,06,01,03,1,1,9,9,1,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,02,2,1,2,2,8,1,1,1,9,2,1,,1,1,0,0,0,0,0,00,40,100,01,00,2,2,1,,1,1,1,1,0,0,0,00,40,100,1,,00,20,050,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,3,1,2,,,2,,,2,,,2,41,2,5,3,166,01823,20921
3008171,07,01,01,1,1,9,9,1,1,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,02,2,2,2,1,,2,1,2,2,9,1,,1,0,0,0,0,0,0,00,10,020,00,05,1,2,1,,1,0,0,0,0,0,0,00,10,020,2,8,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,1,1,1,3,2,,,2,,,2,68,1,5,3,166,01823,4905
3008171,08,01,02,1,1,9,9,1,1,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,1,2,1,,1,2,1,1,2,1,,1,0,0,0,0,0,0,00,20,090,00,20,1,2,2,3,,,,,,,,,,,1,,00,20,050,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,1,3,3,2,2,,,2,,,2,,,2,45,2,5,3,166,01823,20921
3008171,09,01,03,1,1,9,9,9,9,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,2,9,1,2,9,1,,0,1,0,0,0,0,0,01,00,050,00,05,1,2,2,2,,,,,,,,,,,1,,00,30,020,2,2,2,1,0,0,0,0,1,1,3,1,2,,,2,,,2,,,9,2,2,3,1,2,,,2,,,2,,,2,26,1,5,3,166,01823,16135
3008171,10,01,04,1,1,9,9,9,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,1,9,9,2,9,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,9,9,,3,1,2,,,2,,,2,,,2,41,1,5,3,166,01823,26991
