"VIV_SEL","HOGAR","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","FOLIO","FAC_ELE","GRA","NIV","P10_4","N_REN","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","EDICION","REGION"
9,1,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,64,11,774,6321541,19888,0,0,2,3,2,2,2,3,2,2,1,2,2,2,2,1,
12,1,5,5,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,3,2,33,9,771,6268859,9206,3,6,1,2,1,2,2,3,2,2,2,2,2,2,2,1,
14,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,3,3,2,32,9,771,6268859,13810,3,3,1,3,1,2,2,3,9,1,1,2,2,2,2,1,
14,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,3,3,1,30,9,771,6268859,9206,3,3,1,1,1,2,2,2,1,2,2,2,2,2,2,1,
17,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,3,1,53,9,771,6268859,4603,3,6,1,1,1,1,1,2,2,1,1,1,1,1,2,1,
19,1,5,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,4,1,58,11,774,6321541,19888,6,2,2,1,2,2,2,3,2,2,1,1,2,1,2,1,
18,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,4,2,42,11,774,6321541,4972,0,0,2,1,2,1,1,2,1,2,1,2,2,2,2,1,
16,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,21,11,774,6321541,9944,2,2,2,2,2,1,2,3,2,1,2,2,2,1,2,1,
20,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,25,11,774,6321541,9944,4,2,2,2,2,2,2,3,2,2,1,2,2,1,2,1,
15,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,4,1,30,11,774,6321541,4972,2,2,2,1,2,2,2,3,1,2,1,2,2,1,2,1,
14,1,5,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,3,4,1,40,11,774,6321541,9944,6,2,2,1,2,2,2,3,2,2,1,1,2,1,2,1,
17,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,68,11,774,6321541,4972,0,0,2,1,2,2,2,3,2,2,1,1,2,1,2,1,
7,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,35,9,771,6268859,9206,1,3,2,2,1,2,2,3,2,2,1,2,2,2,2,1,
9,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,38,8,773,6269502,8700,3,3,2,2,2,2,1,2,1,2,1,2,2,2,2,1,
2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,3,2,49,8,773,6269502,4350,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,
10,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,58,8,773,6269502,8700,2,2,2,1,2,2,2,3,2,2,1,1,2,2,2,1,
17,1,5,5,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,3,2,33,8,773,6269502,8700,5,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,
12,1,5,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,3,1,36,8,773,6269502,8700,6,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,
11,1,5,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,47,8,773,6269502,13050,3,2,2,1,2,2,2,3,2,2,1,2,2,2,2,1,
5,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,2,36,9,771,6268859,13810,3,8,1,2,1,1,2,1,2,1,2,1,2,2,2,1,
8,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,30,8,773,6269502,8700,6,2,2,2,1,2,2,3,2,2,1,2,2,2,2,1,
19,1,4,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,56,8,773,6269502,4350,4,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,
16,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,58,8,773,6269502,21750,6,2,2,2,2,2,2,3,2,2,1,2,2,1,2,1,
7,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,35,8,773,6269502,8700,3,2,2,1,1,2,2,3,2,2,1,2,2,1,2,1,
2,1,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,69,11,774,6321541,4972,2,2,2,1,2,2,2,3,2,2,1,2,2,1,2,1,
3,1,1,5,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,4,2,21,11,774,6321541,9944,3,3,2,2,1,2,2,3,2,2,2,2,2,2,2,1,
6,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,42,8,773,6269502,8700,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,
5,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,1,4,1,37,11,774,6321541,9944,0,0,2,1,2,2,2,3,2,2,1,1,2,1,2,1,
20,1,1,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,65,8,773,6269502,21750,3,2,2,3,1,2,2,3,2,2,1,2,2,2,2,1,
13,1,5,5,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,3,2,26,8,773,6269502,8700,3,6,2,2,1,2,2,3,2,2,1,2,2,2,2,1,
14,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,40,8,773,6269502,8700,4,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,
15,1,6,4,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,3,1,19,8,773,6269502,17400,2,6,2,3,2,2,2,3,2,2,1,2,2,2,2,1,
3,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,66,8,773,6269502,8700,0,0,2,2,2,2,2,3,2,2,1,2,2,1,2,1,
4,1,5,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,34,8,773,6269502,8700,1,2,2,2,1,2,2,3,2,2,1,2,2,1,2,1,
11,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,3,2,51,9,771,6268859,18413,5,2,1,2,1,2,1,3,1,2,2,2,2,1,2,1,
11,1,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,70,11,774,6321541,9944,0,0,2,2,2,2,2,3,2,2,1,2,2,2,2,1,
4,1,5,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,25,3,759,6261015,23266,4,8,1,5,1,2,2,3,2,1,2,2,2,2,2,1,
1,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,60,3,759,6261015,23266,6,8,1,1,1,2,1,2,1,2,2,2,1,2,2,1,
2,1,4,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,65,3,759,6261015,5816,3,2,2,1,2,2,2,3,2,2,1,2,2,1,2,1,
5,1,6,4,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,21,3,759,6261015,23266,3,6,2,4,1,2,2,3,2,2,1,2,2,2,2,1,
1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,42,2,758,6260970,13472,1,6,2,2,2,2,2,3,2,2,2,2,2,2,2,1,
5,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,52,2,758,6260970,20208,2,2,2,1,1,2,2,3,2,1,2,2,2,1,2,1,
5,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,43,4,767,6264900,8501,4,8,1,1,1,2,1,1,1,1,2,2,1,1,2,1,
2,1,5,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,41,2,758,6260970,13472,3,3,2,2,1,2,1,2,2,1,2,2,2,1,2,1,
3,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,38,3,759,6261015,11633,4,8,1,2,1,2,1,2,1,2,2,2,1,2,2,1,
2,1,5,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,69,4,767,6264900,34003,2,9,1,1,1,1,2,1,2,1,2,2,2,2,2,1,
3,1,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,60,4,767,6264900,34003,4,8,2,2,1,2,2,2,1,2,2,2,2,2,2,1,
1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,24,4,768,6265103,6246,3,6,1,1,1,2,2,3,2,2,1,2,2,2,2,1,
4,1,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,40,2,764,6264716,12136,3,6,2,3,1,2,2,3,2,2,1,2,2,2,2,1,
5,1,5,5,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,42,2,764,6264716,18204,2,8,1,2,1,2,2,2,2,2,2,2,2,2,2,1,
4,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,55,2,766,6264786,22772,6,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,
3,1,2,5,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,39,2,766,6264786,5693,6,2,2,1,1,2,1,3,1,2,1,2,2,2,2,1,
2,1,5,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,43,2,766,6264786,11386,4,9,1,2,1,1,1,1,1,2,2,2,1,1,2,1,
1,1,3,6,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,60,2,764,6264716,6068,5,8,2,1,1,2,2,2,2,2,2,2,2,1,2,1,
2,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,51,2,764,6264716,6068,3,3,2,1,1,2,2,3,2,2,2,2,2,2,2,1,
4,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,49,3,765,6264769,8575,3,6,2,1,1,2,2,2,2,2,2,2,2,1,2,1,
2,1,6,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,62,3,762,6264528,70189,0,0,2,4,2,1,2,3,2,2,2,2,2,2,2,1,
4,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,28,2,769,6265335,10924,3,6,2,2,1,2,2,3,2,1,1,2,1,2,2,1,
3,1,5,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,64,3,762,6264528,16197,1,8,1,1,1,1,1,2,2,2,2,2,2,2,2,1,
16,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,20,9,771,6268859,13810,3,1,2,3,2,2,2,3,2,2,1,2,2,2,2,1,
4,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,39,2,763,6264649,9586,3,3,1,1,1,1,2,1,1,1,2,2,2,2,2,1,
2,1,4,6,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,53,2,769,6265335,5462,3,7,1,1,1,2,1,2,1,2,2,1,2,1,2,1,
3,1,5,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,42,2,763,6264649,9586,3,7,1,3,1,2,1,1,2,1,2,2,2,1,2,1,
4,1,2,5,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,63,9,771,6268859,9206,2,2,2,1,1,2,2,3,2,2,1,2,2,1,2,1,
4,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,3,2,37,9,771,6268859,4603,3,8,1,1,1,2,1,2,2,2,2,2,2,2,2,1,
1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,48,3,760,6262354,22081,4,8,1,1,1,1,1,2,2,2,2,2,1,1,2,1,
15,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,1,23,11,778,6324009,11704,0,0,2,1,2,2,2,3,2,2,1,2,2,1,2,1,
14,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,31,11,778,6324009,17556,3,3,2,3,2,2,2,3,2,2,1,2,2,2,2,1,
5,1,5,5,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,4,2,33,11,778,6324009,11704,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,
7,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,2,59,11,778,6324009,5852,3,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,
6,1,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,42,11,778,6324009,11704,3,2,2,1,2,1,2,3,2,2,1,2,2,1,2,1,
16,1,6,8,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,4,1,36,11,778,6324009,11704,5,2,2,3,1,2,1,2,2,1,2,2,2,2,2,1,
3,1,5,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,4,1,33,11,778,6324009,11704,3,6,1,1,2,2,1,1,2,2,2,1,1,1,2,1,
17,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,4,1,68,11,778,6324009,5852,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,
12,1,5,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,41,12,776,6322267,8676,6,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,
10,1,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,57,12,776,6322267,4338,0,0,2,2,2,2,2,3,2,2,1,1,2,1,2,1,
11,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,45,12,776,6322267,8676,3,3,2,1,2,2,2,3,2,1,1,1,1,1,2,1,
13,1,6,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,4,2,23,12,776,6322267,8676,3,7,2,2,1,1,2,3,2,1,1,2,2,2,2,1,
8,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,4,2,32,12,776,6322267,8676,4,8,1,2,1,1,1,3,2,2,1,2,2,1,2,1,
9,1,6,1,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,4,2,42,12,776,6322267,4338,3,3,2,1,1,1,2,3,2,1,2,2,2,1,2,1,
5,1,6,1,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,42,3,765,6264769,8575,4,8,2,1,1,2,2,1,2,2,2,2,2,2,2,1,
8,1,5,5,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,36,11,778,6324009,11704,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,
20,1,6,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,42,11,778,6324009,5852,0,0,2,1,1,2,1,3,1,2,1,2,2,1,2,1,
1,1,5,1,2,1,2,2,2,2,1,2,2,2,2,2,2,9,2,2,2,2,1,4,1,40,11,778,6324009,11704,3,3,2,1,1,2,2,2,2,1,1,1,1,1,2,1,
4,1,4,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,57,11,778,6324009,23408,0,0,2,1,2,1,2,1,2,2,1,1,1,1,2,1,
6,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,4,1,30,12,776,6322267,8676,3,6,1,1,1,2,2,2,2,2,2,2,2,1,2,1,
3,1,2,5,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,4,2,55,12,776,6322267,8676,6,2,2,1,1,2,2,3,2,2,1,2,2,2,2,1,
2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,4,2,30,12,776,6322267,8676,1,6,1,2,1,2,1,2,2,1,1,2,2,1,2,1,
4,1,6,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,28,4,767,6264900,17001,1,8,1,2,1,2,1,2,2,2,2,2,2,2,2,1,
5,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,65,3,760,6262354,16561,4,8,1,1,1,1,1,1,1,2,2,2,1,1,2,1,
11,1,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,63,11,778,6324009,11704,0,0,2,2,2,2,2,3,2,2,1,2,2,1,2,1,
13,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,33,11,778,6324009,11704,0,0,2,2,2,2,2,3,1,2,1,2,2,1,2,1,
19,1,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,35,11,778,6324009,17556,4,2,2,2,1,2,2,3,1,2,1,2,2,2,2,1,
18,1,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,25,11,778,6324009,11704,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,
2,1,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,67,11,778,6324009,11704,1,1,2,1,2,2,2,3,2,2,1,2,2,2,2,1,
12,1,6,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,4,1,31,11,778,6324009,11704,1,3,2,3,1,2,2,1,2,2,2,2,2,2,2,1,
17,1,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,2,42,12,776,6322267,8676,6,2,2,2,2,2,2,3,1,2,2,2,2,1,2,1,
20,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,1,59,12,776,6322267,8676,2,2,2,1,2,2,2,3,2,2,1,1,2,1,2,1,
14,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,4,1,50,12,776,6322267,8676,6,2,2,1,1,2,2,3,2,2,1,1,1,1,2,1,
15,1,6,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,55,12,776,6322267,4338,2,2,2,1,2,2,2,3,1,2,1,1,2,1,2,1,
18,1,1,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,34,12,776,6322267,8676,0,0,2,1,1,2,1,2,2,2,1,2,2,2,2,1,
16,1,6,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,36,12,776,6322267,26028,0,0,2,3,2,2,2,3,2,2,2,2,2,2,2,1,
1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,1,29,2,769,6265335,10924,1,6,2,2,1,2,2,2,2,2,1,2,2,2,2,1,
3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,46,2,769,6265335,10924,3,3,1,2,1,1,1,1,1,1,2,2,2,2,2,1,
3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,36,2,758,6260970,33680,1,6,1,3,1,2,1,2,2,2,2,2,2,2,2,1,
13,1,5,5,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,36,5,770,6267769,4704,3,3,2,2,1,2,2,3,2,2,1,1,2,1,2,1,
2,1,5,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,48,5,770,6267769,18815,3,3,1,1,1,2,1,2,2,1,2,2,1,2,1,1,
4,1,5,5,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,2,36,11,775,6321656,19000,3,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,
5,1,1,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,4,2,52,11,775,6321656,19000,0,0,2,2,2,2,1,2,2,2,1,1,2,2,2,1,
6,1,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,3,4,2,42,11,775,6321656,4750,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,
2,1,6,8,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,4,2,22,11,775,6321656,14250,3,3,2,2,1,1,1,3,2,2,1,2,2,2,2,1,
2,2,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,24,11,775,6321656,9500,4,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,
1,1,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,52,11,775,6321656,9500,0,0,2,1,2,2,1,2,2,1,1,2,2,1,2,1,
1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,27,11,775,6321656,9500,5,2,2,1,1,2,2,3,2,2,1,2,2,2,2,1,
15,1,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,21,11,777,6322577,23168,3,3,2,3,1,2,2,3,2,2,1,2,2,2,2,1,
3,1,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,33,11,775,6321656,4750,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,
18,1,6,5,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,20,11,777,6322577,17376,3,6,2,3,1,1,1,3,2,2,1,2,2,2,2,1,
1,1,6,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,4,2,18,11,777,6322577,34752,3,6,2,6,1,2,1,3,2,2,1,2,2,2,2,1,
2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,4,1,22,11,777,6322577,23168,3,6,1,4,1,2,2,3,2,1,2,2,2,2,2,1,
4,1,6,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,32,5,770,6267769,9407,4,8,1,1,1,1,1,2,2,2,2,2,2,2,2,1,
1,1,4,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,70,5,770,6267769,4704,6,2,1,1,1,2,2,3,2,1,2,2,2,2,1,1,
5,1,6,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,28,4,768,6265103,31231,4,8,1,3,1,2,2,3,2,2,2,2,2,2,2,1,
17,1,5,5,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,31,5,770,6267769,14111,2,8,1,3,1,2,2,3,2,1,1,2,2,2,2,1,
18,1,6,8,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,42,5,770,6267769,4704,3,7,2,1,1,2,1,1,2,2,1,1,1,2,2,1,
16,1,4,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,66,5,770,6267769,4704,3,3,2,1,2,2,2,3,2,2,1,2,2,1,2,1,
15,1,5,5,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,3,4,2,46,11,775,6321656,19000,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,
11,1,5,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,4,1,40,11,775,6321656,19000,0,0,2,1,2,2,2,3,2,2,1,2,2,2,2,1,
9,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,27,11,775,6321656,9500,2,3,2,2,1,2,1,2,2,2,1,2,2,2,2,1,
10,1,5,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,4,2,24,11,775,6321656,9500,1,3,2,2,1,1,1,2,2,2,1,2,2,2,2,1,
11,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,48,5,770,6267769,28222,3,3,2,3,2,2,1,3,2,2,1,2,2,2,2,1,
13,1,5,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,44,11,775,6321656,9500,6,2,2,1,2,2,2,3,2,2,1,2,2,2,2,1,
14,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,38,11,775,6321656,4750,1,2,2,1,1,2,2,3,2,1,1,2,2,1,2,1,
9,1,6,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,30,5,770,6267769,18815,6,8,1,3,1,1,2,2,2,2,1,2,2,2,2,1,
11,1,6,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,4,1,18,11,777,6322577,17376,2,3,2,3,1,2,2,3,2,2,1,2,2,2,2,1,
12,1,5,5,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,2,33,11,777,6322577,11584,3,3,2,2,1,2,2,3,2,2,1,2,2,2,2,1,
3,1,4,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,65,11,777,6322577,11584,1,2,2,1,2,2,2,3,2,1,1,1,2,1,2,1,
7,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,4,2,33,11,777,6322577,11584,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,1,
12,1,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,62,5,770,6267769,9407,0,0,2,2,2,2,2,3,2,2,1,2,2,2,2,1,
6,1,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,68,5,770,6267769,9407,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,
20,1,6,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,58,5,770,6267769,9407,1,2,2,2,1,2,2,3,2,2,1,2,2,2,2,1,
8,1,6,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,55,5,770,6267769,4704,3,6,2,2,2,1,2,3,2,2,2,2,2,2,2,1,
18,1,5,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,4,1,33,11,775,6321656,9500,0,0,2,1,2,2,2,3,2,2,1,2,2,1,2,1,
