"VIV_SEL","HOGAR","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","FOLIO","FAC_ELE","GRA","NIV","P10_4","N_REN","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","EDICION","REGION"
8,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,3,1,31,110,1103,6978,2951,5,8,1,1,1,2,1,3,2,1,2,2,1,2,2,3,5
9,1,3,6,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,1,2,2,2,3,2,61,110,1103,6979,3101,3,9,1,1,2,2,2,1,1,2,2,2,1,2,2,3,5
11,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,51,110,1103,6980,2951,3,3,2,1,1,2,2,3,2,2,2,2,2,2,2,3,5
12,1,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,63,110,1103,6981,1551,3,3,2,1,2,2,2,3,2,2,1,2,2,1,2,3,5
14,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,3,1,33,110,1103,6982,2951,3,6,2,1,1,2,2,3,2,1,2,2,1,1,2,3,5
15,1,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,19,110,1103,6983,2951,3,6,2,2,1,2,2,3,2,2,1,2,2,2,2,3,5
16,1,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,3,1,23,110,1103,6984,2951,4,8,2,1,1,2,2,3,2,1,2,2,2,1,2,3,5
17,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,1,53,110,1103,6985,2951,3,3,1,1,1,1,2,3,2,1,2,1,1,1,2,3,5
18,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,3,2,45,110,1103,6986,4652,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,3,5
19,1,6,8,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,58,110,1103,6987,1475,2,2,2,1,2,2,2,3,2,2,1,2,2,1,2,3,5
20,1,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,20,110,1103,6988,4652,3,8,2,3,1,2,2,3,1,2,1,2,2,2,2,3,5
1,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,1,33,117,1104,6989,1783,3,3,1,1,1,2,2,2,2,1,1,2,2,1,2,3,5
2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,3,1,23,117,1104,6990,3566,3,3,1,1,1,2,1,1,2,1,1,2,2,2,2,3,5
3,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,1,32,117,1104,6991,3566,3,6,1,1,1,2,2,1,2,2,1,2,2,2,2,3,5
4,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,38,117,1104,6992,1874,3,6,1,1,1,1,2,2,2,1,2,2,2,2,2,3,5
5,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,3,2,40,117,1104,6993,1874,3,7,1,1,1,2,2,3,2,2,2,2,2,2,2,3,5
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,32,110,1105,6994,3183,6,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,5
2,1,5,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,3,3,1,39,110,1105,6995,3029,2,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,5
3,1,4,7,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,84,110,1105,6996,1591,5,2,2,1,2,2,2,3,2,2,1,1,2,2,2,3,5
4,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,3,1,57,110,1105,6997,4543,4,5,1,1,2,2,2,2,1,2,2,2,1,2,2,3,5
5,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,60,110,1105,6998,4543,3,2,1,1,2,2,2,2,2,2,2,1,1,1,2,3,5
5,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,36,110,1105,6998,3183,3,3,2,2,2,2,2,3,2,1,1,2,2,2,2,3,5
6,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,78,110,1105,6999,1591,2,2,2,1,2,2,2,3,2,2,1,2,2,1,2,3,5
6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,53,110,1105,6999,1514,6,2,2,1,2,2,2,3,2,2,1,2,2,2,2,3,5
7,1,5,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,64,110,1105,7000,4543,6,2,2,1,2,2,2,3,2,2,1,1,2,1,2,3,5
7,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,1,29,110,1105,7000,3029,3,3,2,1,1,1,2,3,2,2,2,1,2,2,2,3,5
8,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,27,110,1105,7001,6057,3,6,2,4,1,1,2,3,2,1,1,2,2,2,2,3,5
9,1,6,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,3,3,1,20,110,1105,7002,6057,3,6,1,3,1,2,1,1,2,1,2,2,2,2,2,3,5
10,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,3,2,58,110,1105,7003,4774,3,5,1,1,2,2,2,3,1,2,1,2,2,1,2,3,5
11,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,30,110,1105,7004,3183,3,3,2,2,2,2,2,3,2,2,1,2,2,2,2,3,5
12,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,43,110,1105,7005,4543,3,3,2,1,2,1,2,3,2,2,1,1,1,1,2,3,5
13,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,54,110,1105,7006,6366,6,2,2,2,2,1,2,3,2,1,1,2,2,2,2,3,5
14,1,5,5,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,35,110,1105,7007,3183,3,6,2,1,2,2,2,3,2,1,2,2,2,2,2,3,5
15,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,1,41,110,1105,7008,3029,3,6,1,1,1,1,2,2,1,1,2,2,1,1,2,3,5
16,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,3,2,20,110,1105,7009,3183,2,6,1,2,1,2,2,3,2,2,2,2,2,2,2,3,5
17,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,37,110,1105,7010,3183,3,3,2,2,2,2,2,3,2,2,1,2,2,2,2,3,5
18,1,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,83,110,1105,7011,4774,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,5
19,1,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,3,1,25,110,1105,7012,1514,3,3,2,1,2,2,2,3,2,2,1,2,2,1,2,3,5
20,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,27,110,1105,7013,6366,3,6,2,2,1,2,2,3,2,2,1,2,1,1,2,3,5
2,1,1,5,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,40,110,1106,7014,2479,5,8,2,2,1,2,2,2,2,1,2,2,2,2,2,3,5
3,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,2,26,110,1106,7015,3718,3,8,1,2,1,2,2,1,2,1,2,2,2,2,2,3,5
5,1,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,75,110,1106,7016,2479,6,2,2,1,1,2,2,3,2,1,1,2,2,2,2,3,5
6,1,5,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,3,2,27,110,1106,7017,2479,3,6,1,2,1,2,2,1,2,1,2,2,2,2,2,3,5
7,1,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,66,110,1106,7018,2479,1,6,2,1,1,2,2,3,1,1,1,2,1,2,2,3,5
8,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,36,110,1106,7019,2479,3,6,1,2,2,1,2,1,2,1,2,2,2,2,2,3,5
10,1,6,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,18,110,1106,7020,3538,3,3,2,3,1,2,2,2,2,1,2,2,2,2,2,3,5
11,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,36,110,1106,7021,2358,1,6,2,1,1,2,2,2,2,2,2,2,2,1,2,3,5
12,1,1,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,3,2,29,110,1106,7022,2479,3,6,2,2,1,1,2,2,2,2,2,2,2,2,2,3,5
13,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,29,110,1106,7023,2479,3,6,2,2,2,2,2,3,2,1,1,2,2,2,2,3,5
14,1,5,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,3,2,60,110,1106,7024,1239,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,5
15,1,6,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,2,24,110,1106,7025,3718,4,8,1,3,1,1,2,2,2,1,2,2,2,2,2,3,5
16,1,6,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,23,110,1106,7026,3718,1,8,1,3,1,2,2,2,1,2,1,2,2,2,2,3,5
18,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,3,1,33,110,1106,7027,2358,3,6,1,2,1,2,2,3,2,1,1,2,1,2,2,3,5
19,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,79,110,1106,7028,2479,0,0,2,1,2,2,2,3,2,2,1,2,2,2,2,3,5
20,1,6,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,3,1,29,110,1106,7029,1179,2,8,1,1,1,2,2,1,2,1,2,2,2,2,2,3,5
2,1,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,67,118,1107,7030,1628,3,3,1,1,1,2,2,3,9,1,1,2,2,1,2,3,5
4,1,6,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,70,118,1107,7031,1711,6,2,2,1,2,1,2,2,2,1,1,2,2,2,2,3,5
5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,1,38,118,1107,7032,6513,2,6,1,2,1,1,2,2,2,1,2,2,2,2,2,3,5
1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,37,118,1108,7033,6337,3,3,2,2,1,2,2,1,2,1,1,2,1,1,2,3,5
2,1,5,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,40,118,1108,7034,4440,0,0,2,3,1,2,2,2,2,1,1,2,2,2,2,3,5
3,1,5,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,3,2,54,118,1108,7035,4440,3,4,2,2,1,2,1,3,1,1,2,2,1,1,2,3,5
4,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,30,118,1108,7036,4440,3,3,1,2,1,2,2,3,2,2,1,2,2,2,2,3,5
5,1,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,1,35,118,1108,7037,4225,3,3,2,1,1,2,2,1,2,1,1,2,1,1,2,3,5
1,1,6,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,85,110,1109,7038,1626,5,2,2,1,2,2,2,3,2,2,1,2,2,1,2,3,5
2,1,1,5,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,30,110,1109,7039,3253,5,8,2,2,1,1,2,2,2,2,1,2,2,2,2,3,5
3,1,1,5,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,3,2,40,110,1109,7040,4879,1,3,2,1,1,2,2,1,2,1,1,2,2,1,2,3,5
4,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2,30,110,1109,7041,3253,4,8,1,2,1,2,2,2,2,1,2,2,2,2,2,3,5
5,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,20,110,1109,7042,3253,1,6,1,3,1,2,2,2,2,1,1,2,2,2,2,3,5
6,1,4,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,3,1,59,110,1109,7043,4643,3,4,1,1,1,1,1,1,1,1,2,1,1,1,2,3,5
7,1,5,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,47,110,1109,7044,3095,3,3,2,1,1,2,2,2,2,2,2,2,2,1,2,3,5
8,1,6,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,24,110,1109,7045,6506,3,6,2,2,1,2,2,2,2,2,1,2,2,2,2,3,5
9,1,5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,43,110,1109,7046,3095,3,3,2,1,1,2,2,2,2,2,1,2,2,2,2,3,5
10,1,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,69,110,1109,7047,1548,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,3,5
11,1,6,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,27,110,1109,7048,3253,5,8,1,2,1,1,2,3,1,1,1,2,1,2,2,3,5
12,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,2,60,110,1109,7049,4879,4,5,1,2,1,2,2,1,2,2,1,2,2,2,2,3,5
13,1,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,29,110,1109,7050,1548,3,6,1,1,1,2,2,3,2,2,1,2,2,2,2,3,5
14,1,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,61,110,1109,7051,6506,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,5
15,1,6,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,3,1,35,110,1109,7052,1548,5,8,1,1,1,2,1,2,1,1,2,2,1,1,2,3,5
16,1,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,3,1,29,110,1109,7053,3095,3,6,1,1,1,1,2,2,2,2,1,1,1,2,2,3,5
17,1,6,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,25,110,1109,7054,7738,3,6,2,3,1,2,2,3,2,1,1,2,1,2,2,3,5
18,1,6,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,3,1,20,110,1109,7055,4643,1,8,1,3,1,1,2,3,2,1,1,2,2,2,2,3,5
19,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,35,110,1109,7056,3253,3,6,2,2,2,2,2,1,2,2,1,2,2,2,2,3,5
20,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,61,110,1109,7057,1626,6,2,2,1,2,2,2,3,2,2,1,1,2,1,2,3,5
2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,40,114,1110,7058,982,4,8,1,1,1,1,2,3,1,1,1,1,1,1,2,3,5
3,1,5,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,38,114,1110,7059,3098,5,8,2,3,2,2,2,3,2,1,2,2,2,2,2,3,5
4,1,6,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,24,114,1110,7060,1033,4,8,1,1,1,1,2,2,1,1,2,2,2,2,2,3,5
4,2,6,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,27,114,1110,7060,982,4,8,1,1,1,1,2,3,2,2,2,2,2,2,2,3,5
1,1,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,49,113,1111,7061,8671,3,4,2,2,1,1,2,3,2,2,1,2,2,2,2,3,5
2,1,5,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,37,113,1111,7062,4951,3,6,2,2,1,2,2,3,2,1,1,2,2,2,2,3,5
3,1,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,75,113,1111,7063,5203,3,4,2,2,1,2,2,3,2,2,1,2,2,2,2,3,5
5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,43,113,1111,7064,6601,3,3,2,1,1,2,2,3,2,2,1,2,2,2,2,3,5
1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,1,32,112,1112,7065,3432,2,6,1,1,1,1,2,1,1,1,2,1,1,1,2,3,5
3,1,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,35,112,1112,7066,3607,3,3,2,2,2,1,2,3,2,2,1,2,2,2,2,3,5
4,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,45,112,1112,7067,1716,2,3,2,1,1,2,2,3,2,1,1,2,1,1,2,3,5
5,1,1,5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,4,2,21,112,1112,7068,3607,3,3,1,2,1,2,2,3,2,1,2,2,2,2,2,3,5
6,1,1,7,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,47,112,1112,7069,3432,6,2,2,1,2,2,2,2,2,2,1,2,2,1,2,3,5
7,1,5,5,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,30,112,1112,7070,5410,3,3,2,2,1,2,2,2,2,1,1,2,2,2,2,3,5
8,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,40,112,1112,7071,3607,5,8,2,2,1,2,2,2,2,2,2,2,2,2,2,3,5
9,1,1,5,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,4,2,25,112,1112,7072,3607,3,6,2,2,1,2,2,2,2,2,1,2,2,2,2,3,5
10,1,5,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,43,112,1112,7073,5148,6,2,1,1,1,2,2,2,2,1,1,2,2,2,2,3,5
11,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,2,44,112,1112,7074,3607,2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,3,5
12,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,90,112,1112,7075,3432,0,0,2,1,2,2,2,3,2,2,1,2,2,1,2,3,5
13,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,61,112,1112,7076,3607,5,2,2,2,1,2,2,3,2,1,1,1,2,2,2,3,5
14,1,6,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,4,1,19,112,1112,7077,5148,3,6,2,3,1,1,2,3,2,1,2,2,2,2,2,3,5
15,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,1,73,112,1112,7078,8580,5,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,5
16,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,53,112,1112,7079,7214,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,3,5
17,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,1,30,112,1112,7080,5148,3,3,1,2,1,2,2,2,2,1,1,2,2,1,2,3,5
18,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,33,112,1112,7081,3432,3,3,2,1,2,2,2,3,2,2,2,2,2,2,2,3,5
19,1,5,5,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,4,2,51,112,1112,7082,3607,3,3,2,2,1,2,1,2,2,1,2,2,2,2,2,3,5
20,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,40,112,1112,7083,3432,3,3,2,1,1,1,2,1,2,2,2,2,2,2,2,3,5
1,1,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,1,40,112,1113,7084,3572,6,2,2,1,1,1,2,2,2,2,1,2,2,1,2,3,5
2,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,74,112,1113,7085,7144,0,0,2,1,2,2,2,3,2,2,1,2,2,2,2,3,5
3,1,5,5,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,2,34,112,1113,7086,3754,6,2,1,2,1,2,2,3,2,2,1,2,2,2,2,3,5
4,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,52,112,1113,7087,3572,6,2,2,2,2,1,1,2,2,2,1,1,2,2,2,3,5
5,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,54,112,1113,7088,1877,4,2,2,1,1,2,2,3,2,2,1,2,2,2,2,3,5
6,1,1,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,32,112,1113,7089,7508,5,2,1,3,1,2,2,2,2,1,1,2,2,2,2,3,5
7,1,5,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,4,1,42,112,1113,7090,3572,4,8,1,1,1,1,2,2,1,1,2,2,2,2,2,3,5
8,1,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,75,112,1113,7091,3572,4,2,2,1,2,2,2,2,2,2,1,1,2,2,2,3,5
10,1,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,4,1,59,112,1113,7092,5358,6,2,2,1,1,1,2,1,1,1,2,2,2,2,2,3,5
11,1,6,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,3,4,2,18,112,1113,7093,7508,3,6,2,4,1,1,2,3,2,1,2,2,2,2,2,3,5
12,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,2,43,112,1113,7094,3754,6,2,2,2,1,2,2,3,2,1,1,2,2,2,2,3,5
13,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,34,112,1113,7095,1786,3,3,2,1,2,2,2,3,2,2,1,2,2,2,2,3,5
14,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,4,2,41,112,1113,7096,5631,3,6,2,2,1,2,1,2,1,1,2,1,2,1,2,3,5
15,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,76,112,1113,7097,1786,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,3,5
16,1,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,87,112,1113,7098,5631,3,2,2,1,2,2,2,3,2,2,1,2,2,2,2,3,5
17,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,46,112,1113,7099,3572,6,2,2,1,1,2,2,1,2,2,1,2,1,2,2,3,5
18,1,4,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,4,2,68,112,1113,7100,1877,0,0,2,1,2,1,2,3,2,2,1,2,2,1,2,3,5
19,1,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,22,112,1113,7101,3754,3,3,2,2,1,2,2,1,2,1,2,2,2,1,2,3,5
20,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,1,35,112,1113,7102,3572,6,2,2,1,1,2,2,2,1,2,1,2,1,1,2,3,5
1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,1,68,111,1114,7103,1557,2,2,2,1,2,2,2,3,2,2,2,2,2,1,2,3,5
2,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,61,111,1114,7104,3114,0,0,2,1,2,2,2,3,2,2,1,2,2,1,2,3,5
3,1,4,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,77,111,1114,7105,1636,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,5
4,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,98,111,1114,7106,4671,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,3,5
5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,1,30,111,1114,7107,3114,3,6,2,1,1,2,2,3,2,2,2,2,2,1,2,3,5
6,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,45,111,1114,7108,4909,6,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,5
7,1,1,5,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,4,2,19,111,1114,7109,9817,3,6,2,5,1,2,2,3,2,2,2,2,2,2,2,3,5
8,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,39,111,1114,7110,4909,3,3,1,2,1,1,2,2,2,1,1,2,2,2,2,3,5
9,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,4,1,22,111,1114,7111,3114,1,6,1,1,1,2,2,1,1,1,2,1,2,2,2,3,5
10,1,6,8,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,4,2,49,111,1114,7112,1636,6,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,5
11,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,1,2,2,1,4,1,62,111,1114,7113,6228,3,2,2,1,2,2,2,1,2,2,2,2,1,1,2,3,5
12,1,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,4,1,25,111,1114,7114,3114,3,3,2,1,1,2,2,3,2,2,1,2,2,2,2,3,5
