"VIV_SEL","HOGAR","SEXO","EDAD","FOLIO","FAC_HOG","N_REN"
3,1,2,32,6066879,5893,2
3,1,1,5,6066879,5893,3
3,1,2,2,6066879,5893,4
1,1,2,46,6067542,5487,1
1,1,1,20,6067542,5487,2
1,1,2,18,6067542,5487,3
2,1,2,46,6067542,5487,1
2,1,1,22,6067542,5487,2
2,1,1,20,6067542,5487,3
2,1,1,20,6067542,5487,4
2,1,2,17,6067542,5487,5
2,1,2,2,6067542,5487,6
3,1,1,26,6067542,5487,1
3,1,2,20,6067542,5487,2
3,1,1,4,6067542,5487,3
3,1,2,1,6067542,5487,4
4,1,2,41,6067542,5487,1
4,1,1,17,6067542,5487,2
4,1,2,8,6067542,5487,3
4,1,2,10,6067542,5487,4
1,1,2,37,6067560,6528,1
1,1,2,18,6067560,6528,2
1,1,1,36,6067560,6528,3
1,1,1,8,6067560,6528,4
2,1,2,40,6067560,6528,1
2,1,2,11,6067560,6528,2
2,1,2,9,6067560,6528,3
2,1,1,4,6067560,6528,4
3,1,1,30,6067560,6528,1
3,1,2,29,6067560,6528,2
3,1,2,11,6067560,6528,3
3,1,2,5,6067560,6528,4
3,1,2,1,6067560,6528,5
4,1,2,44,6067560,6528,1
4,1,1,21,6067560,6528,2
4,1,2,22,6067560,6528,3
4,1,1,12,6067560,6528,4
5,1,1,69,6067560,6528,1
5,1,1,70,6067560,6528,2
5,1,2,53,6067560,6528,3
5,1,1,34,6067560,6528,4
2,1,1,53,6068174,5039,1
2,1,2,48,6068174,5039,2
3,1,1,66,6068174,5039,1
3,1,1,56,6068174,5039,2
3,1,2,61,6068174,5039,3
4,1,1,66,6068174,5039,1
5,1,2,26,6068174,5039,1
5,1,2,23,6068174,5039,2
5,1,1,9,6068174,5039,3
8,1,1,46,6068174,5039,1
8,1,1,53,6068174,5039,2
9,1,1,39,6068174,5039,1
9,1,2,37,6068174,5039,2
9,1,1,13,6068174,5039,3
9,1,1,11,6068174,5039,4
10,1,1,41,6068174,5039,1
10,1,2,38,6068174,5039,2
10,1,1,14,6068174,5039,3
10,1,2,10,6068174,5039,4
11,1,1,50,6068174,5039,1
11,1,2,59,6068174,5039,2
11,1,2,89,6068174,5039,3
11,1,2,46,6068174,5039,4
11,1,1,49,6068174,5039,5
18,1,1,60,6068174,5039,1
1,1,1,24,6069064,4637,1
1,1,1,3,6069064,4637,2
1,1,2,23,6069064,4637,3
2,1,1,34,6069064,4637,1
2,1,2,7,6069064,4637,2
2,1,2,24,6069064,4637,3
3,1,2,51,6069064,4637,1
3,1,2,13,6069064,4637,2
4,1,1,44,6069064,4637,1
4,1,2,39,6069064,4637,2
4,1,1,18,6069064,4637,3
4,1,1,14,6069064,4637,4
4,1,2,13,6069064,4637,5
4,1,1,3,6069064,4637,6
5,1,2,46,6069064,4637,1
5,1,2,16,6069064,4637,2
6,1,2,31,6069064,4637,1
6,1,1,36,6069064,4637,2
6,1,2,0,6069064,4637,3
7,1,2,54,6069064,4637,1
7,1,2,16,6069064,4637,2
8,1,2,31,6069064,4637,1
8,1,2,53,6069064,4637,2
8,1,1,10,6069064,4637,3
8,1,2,4,6069064,4637,4
9,1,1,39,6069064,4637,1
9,1,2,30,6069064,4637,2
9,1,1,3,6069064,4637,3
9,1,1,0,6069064,4637,4
11,1,2,45,6069064,4637,1
11,1,2,14,6069064,4637,2
13,1,1,50,6069064,4637,1
13,1,2,50,6069064,4637,2
13,1,1,18,6069064,4637,3
14,1,1,19,6069064,4637,1
14,1,2,19,6069064,4637,2
14,1,1,0,6069064,4637,3
16,1,1,42,6069064,4637,1
16,1,2,46,6069064,4637,2
16,1,2,13,6069064,4637,3
16,1,1,7,6069064,4637,4
17,1,1,33,6069064,4637,1
17,1,2,34,6069064,4637,2
17,1,1,14,6069064,4637,3
17,1,2,7,6069064,4637,4
19,1,1,66,6069064,4637,1
19,1,2,61,6069064,4637,2
20,1,1,39,6069064,4637,1
20,1,2,60,6069064,4637,2
1,1,1,36,6120765,4407,1
1,1,2,30,6120765,4407,2
1,1,1,16,6120765,4407,3
1,1,1,11,6120765,4407,4
1,1,1,10,6120765,4407,5
2,1,1,38,6120765,4407,1
2,1,2,39,6120765,4407,2
2,1,2,14,6120765,4407,3
3,1,1,22,6120765,4407,1
3,1,2,22,6120765,4407,2
3,1,2,2,6120765,4407,3
3,1,2,0,6120765,4407,4
4,1,1,49,6120765,4407,1
4,1,2,45,6120765,4407,2
4,1,1,5,6120765,4407,3
4,1,1,2,6120765,4407,4
5,1,1,35,6120765,4407,1
5,1,2,36,6120765,4407,2
5,1,2,71,6120765,4407,3
5,1,1,11,6120765,4407,4
5,1,1,6,6120765,4407,5
5,1,2,0,6120765,4407,6
6,1,1,36,6120765,4407,1
6,1,2,31,6120765,4407,2
6,1,2,16,6120765,4407,3
6,1,2,14,6120765,4407,4
6,1,2,4,6120765,4407,5
6,1,2,1,6120765,4407,6
8,1,1,27,6120765,4407,1
9,1,1,33,6120765,4407,1
10,1,2,60,6120765,4407,1
10,1,2,18,6120765,4407,2
10,1,2,9,6120765,4407,3
11,1,1,26,6120765,4407,1
12,1,1,27,6120765,4407,1
13,1,1,23,6120765,4407,1
13,1,2,21,6120765,4407,2
13,1,1,25,6120765,4407,3
13,1,2,5,6120765,4407,4
13,1,2,3,6120765,4407,5
13,1,1,48,6120765,4407,6
15,1,1,57,6120765,4407,1
15,1,2,54,6120765,4407,2
15,1,1,24,6120765,4407,3
15,1,2,23,6120765,4407,4
16,1,1,19,6120765,4407,1
16,1,2,19,6120765,4407,2
16,1,1,0,6120765,4407,3
17,1,1,24,6120765,4407,1
17,1,2,24,6120765,4407,2
18,1,1,57,6120765,4407,1
18,1,2,57,6120765,4407,2
18,1,2,34,6120765,4407,3
18,1,1,13,6120765,4407,4
18,1,2,8,6120765,4407,5
19,1,2,32,6120765,4407,1
19,1,1,35,6120765,4407,2
19,1,2,11,6120765,4407,3
19,1,2,8,6120765,4407,4
20,1,1,64,6120765,4407,1
20,1,2,57,6120765,4407,2
1,1,1,50,6121218,4934,1
1,1,2,46,6121218,4934,2
2,1,1,56,6121218,4934,1
2,1,2,39,6121218,4934,2
2,1,2,20,6121218,4934,5
2,1,2,19,6121218,4934,6
2,1,2,15,6121218,4934,7
2,1,2,1,6121218,4934,8
2,1,2,1,6121218,4934,9
3,1,1,64,6121218,4934,1
3,1,2,55,6121218,4934,2
3,1,1,30,6121218,4934,3
4,1,1,75,6121218,4934,1
4,1,2,76,6121218,4934,2
4,1,1,42,6121218,4934,3
4,1,2,19,6121218,4934,4
4,1,1,20,6121218,4934,6
4,1,2,16,6121218,4934,7
4,1,2,1,6121218,4934,8
4,1,1,0,6121218,4934,9
5,1,1,43,6121218,4934,1
5,1,2,29,6121218,4934,2
5,1,2,14,6121218,4934,3
5,1,2,9,6121218,4934,4
6,1,1,37,6121218,4934,1
6,1,2,30,6121218,4934,2
6,1,2,10,6121218,4934,3
6,1,2,9,6121218,4934,4
6,1,2,6,6121218,4934,5
6,1,2,2,6121218,4934,6
7,1,1,89,6121218,4934,1
7,1,1,58,6121218,4934,2
7,1,2,56,6121218,4934,3
7,2,1,34,6121218,4934,1
7,2,2,23,6121218,4934,2
7,2,1,1,6121218,4934,3
8,1,2,46,6121218,4934,1
8,1,1,76,6121218,4934,2
8,1,1,21,6121218,4934,3
8,1,1,29,6121218,4934,4
9,1,1,32,6121218,4934,1
9,1,2,28,6121218,4934,2
9,1,2,13,6121218,4934,3
9,1,2,8,6121218,4934,4
9,1,2,7,6121218,4934,5
9,1,1,0,6121218,4934,6
11,1,1,60,6121218,4934,1
11,1,2,56,6121218,4934,2
11,1,1,33,6121218,4934,3
11,1,2,17,6121218,4934,4
11,1,2,18,6121218,4934,5
11,1,2,17,6121218,4934,6
11,1,2,15,6121218,4934,7
11,1,2,0,6121218,4934,8
13,1,2,68,6121218,4934,1
14,1,1,38,6121218,4934,1
14,1,2,36,6121218,4934,2
14,1,1,17,6121218,4934,3
14,1,2,15,6121218,4934,4
14,1,1,14,6121218,4934,5
14,1,2,12,6121218,4934,6
14,1,1,10,6121218,4934,7
14,1,2,8,6121218,4934,8
14,1,2,79,6121218,4934,9
15,1,1,28,6121218,4934,1
15,1,2,23,6121218,4934,2
16,1,1,53,6121218,4934,1
16,1,2,44,6121218,4934,2
16,1,1,13,6121218,4934,3
16,1,2,70,6121218,4934,4
17,1,1,42,6121218,4934,1
17,1,2,35,6121218,4934,2
17,1,1,18,6121218,4934,3
17,1,1,15,6121218,4934,4
17,1,2,86,6121218,4934,5
18,1,1,65,6121218,4934,1
18,1,2,60,6121218,4934,2
18,1,1,21,6121218,4934,3
18,1,2,17,6121218,4934,4
19,1,1,66,6121218,4934,1
19,1,2,50,6121218,4934,2
19,1,1,21,6121218,4934,3
19,1,1,16,6121218,4934,4
19,1,1,13,6121218,4934,5
19,1,1,10,6121218,4934,6
19,1,1,6,6121218,4934,7
1,1,1,58,6160720,9790,1
1,1,2,38,6160720,9790,2
1,1,1,19,6160720,9790,3
1,1,2,11,6160720,9790,4
2,1,1,26,6160720,9790,1
3,1,2,80,6160720,9790,1
3,1,2,48,6160720,9790,2
4,1,1,70,6160720,9790,1
4,1,2,20,6160720,9790,2
4,1,2,21,6160720,9790,3
4,1,2,20,6160720,9790,4
5,1,2,65,6160720,9790,1
1,1,1,30,6160813,7900,1
1,1,2,21,6160813,7900,2
1,1,2,2,6160813,7900,3
2,1,1,24,6160813,7900,1
2,1,2,24,6160813,7900,2
2,1,1,0,6160813,7900,3
3,1,1,67,6160813,7900,1
3,1,2,60,6160813,7900,2
3,1,1,34,6160813,7900,3
3,1,2,35,6160813,7900,4
3,1,1,14,6160813,7900,5
3,1,1,5,6160813,7900,6
3,1,1,0,6160813,7900,7
4,1,2,63,6160813,7900,1
4,1,2,43,6160813,7900,2
4,1,2,33,6160813,7900,3
4,1,2,12,6160813,7900,4
4,1,1,8,6160813,7900,5
5,1,1,44,6160813,7900,1
5,1,2,45,6160813,7900,2
5,1,2,24,6160813,7900,3
5,1,1,21,6160813,7900,4
5,1,1,15,6160813,7900,5
5,1,2,3,6160813,7900,6
1,1,1,37,6160837,7918,1
1,1,2,28,6160837,7918,2
1,1,2,70,6160837,7918,3
1,1,2,16,6160837,7918,4
1,1,1,14,6160837,7918,5
1,1,1,7,6160837,7918,6
1,1,1,4,6160837,7918,7
2,1,2,52,6160837,7918,1
2,1,1,52,6160837,7918,2
2,1,1,23,6160837,7918,3
2,1,2,22,6160837,7918,4
3,1,1,34,6160837,7918,1
3,1,2,34,6160837,7918,2
3,1,2,9,6160837,7918,3
3,1,1,8,6160837,7918,4
5,1,2,39,6160837,7918,1
5,1,1,18,6160837,7918,2
5,1,2,16,6160837,7918,3
5,1,2,14,6160837,7918,4
5,1,2,8,6160837,7918,5
5,1,2,20,6160837,7918,6
1,1,1,56,6160850,4794,1
1,1,2,53,6160850,4794,2
1,1,1,36,6160850,4794,3
1,1,2,30,6160850,4794,4
2,1,1,63,6160850,4794,1
2,1,2,57,6160850,4794,2
3,1,1,48,6160850,4794,1
3,1,2,47,6160850,4794,2
3,1,2,89,6160850,4794,3
3,1,1,27,6160850,4794,4
3,1,2,28,6160850,4794,5
3,1,1,10,6160850,4794,6
3,1,2,6,6160850,4794,7
4,1,1,75,6160850,4794,1
4,1,2,74,6160850,4794,2
4,1,2,18,6160850,4794,3
5,1,1,66,6160850,4794,1
5,1,2,63,6160850,4794,2
5,1,2,39,6160850,4794,3
5,1,1,16,6160850,4794,4
5,1,1,14,6160850,4794,5
5,1,1,6,6160850,4794,6
6,1,1,42,6160850,4794,1
6,1,2,41,6160850,4794,2
6,1,2,24,6160850,4794,3
6,1,2,23,6160850,4794,4
6,1,2,21,6160850,4794,5
6,1,1,23,6160850,4794,6
6,1,1,21,6160850,4794,7
6,1,1,24,6160850,4794,8
6,1,2,0,6160850,4794,9
6,1,1,0,6160850,4794,10
7,1,1,38,6160850,4794,1
7,1,2,37,6160850,4794,2
7,1,2,15,6160850,4794,3
7,1,2,10,6160850,4794,4
7,1,1,5,6160850,4794,5
9,1,1,50,6160850,4794,1
9,1,2,52,6160850,4794,2
9,1,1,22,6160850,4794,3
10,1,2,60,6160850,4794,1
10,1,2,31,6160850,4794,2
10,1,2,24,6160850,4794,3
10,1,2,9,6160850,4794,4
10,1,1,8,6160850,4794,5
11,1,1,44,6160850,4794,1
11,1,2,40,6160850,4794,2
13,1,2,52,6160850,4794,1
13,1,2,30,6160850,4794,2
13,1,1,28,6160850,4794,3
13,1,1,15,6160850,4794,4
15,1,1,31,6160850,4794,1
15,1,2,28,6160850,4794,2
15,1,2,5,6160850,4794,3
15,1,1,3,6160850,4794,4
16,1,1,52,6160850,4794,1
16,1,2,42,6160850,4794,2
16,1,2,27,6160850,4794,3
16,1,1,22,6160850,4794,4
16,1,1,3,6160850,4794,5
16,1,2,12,6160850,4794,6
16,1,2,5,6160850,4794,7
16,1,1,1,6160850,4794,8
17,1,1,48,6160850,4794,1
17,1,2,47,6160850,4794,2
17,1,1,26,6160850,4794,3
17,1,2,24,6160850,4794,4
17,1,1,22,6160850,4794,5
17,1,1,3,6160850,4794,6
18,1,1,65,6160850,4794,1
18,1,2,52,6160850,4794,2
18,1,2,31,6160850,4794,3
18,1,2,20,6160850,4794,4
18,1,2,21,6160850,4794,5
18,1,2,15,6160850,4794,6
18,1,1,11,6160850,4794,7
18,1,2,6,6160850,4794,8
18,1,1,3,6160850,4794,9
18,1,1,1,6160850,4794,10
19,1,2,49,6160850,4794,1
19,1,2,10,6160850,4794,2
19,1,1,9,6160850,4794,3
20,1,1,67,6160850,4794,1
20,1,2,66,6160850,4794,2
20,1,1,24,6160850,4794,3
20,1,1,5,6160850,4794,4
1,2,1,40,6160858,5188,1
1,2,2,40,6160858,5188,2
1,2,2,55,6160858,5188,3
1,2,2,6,6160858,5188,4
1,2,2,22,6160858,5188,5
1,2,1,55,6160858,5188,6
3,1,1,62,6160858,5188,1
4,1,1,44,6160858,5188,1
4,1,2,41,6160858,5188,2
4,1,1,25,6160858,5188,3
4,1,2,20,6160858,5188,4
4,1,1,18,6160858,5188,5
4,1,1,15,6160858,5188,6
5,1,2,34,6160858,5188,1
5,1,2,13,6160858,5188,2
5,1,1,11,6160858,5188,3
5,1,2,6,6160858,5188,4
5,1,1,4,6160858,5188,5
7,1,1,63,6160858,5188,1
7,1,2,42,6160858,5188,2
7,1,2,13,6160858,5188,3
9,1,1,54,6160858,5188,1
9,1,2,50,6160858,5188,2
9,1,2,4,6160858,5188,3
10,1,1,64,6160858,5188,1
10,1,2,67,6160858,5188,2
10,1,2,40,6160858,5188,3
10,1,2,18,6160858,5188,4
11,1,1,62,6160858,5188,1
11,1,2,33,6160858,5188,2
11,1,1,29,6160858,5188,3
11,1,2,21,6160858,5188,4
12,1,2,58,6160858,5188,1
12,1,2,53,6160858,5188,2
12,1,1,25,6160858,5188,3
12,1,2,20,6160858,5188,4
13,1,1,31,6160858,5188,1
14,1,1,70,6160858,5188,1
14,1,2,71,6160858,5188,2
16,1,2,46,6160858,5188,1
16,1,2,26,6160858,5188,2
16,1,2,9,6160858,5188,3
16,1,1,7,6160858,5188,4
17,1,1,62,6160858,5188,1
18,1,1,67,6160858,5188,1
18,1,2,65,6160858,5188,2
18,1,2,30,6160858,5188,3
20,1,1,73,6160858,5188,1
20,1,2,69,6160858,5188,2
2,1,1,39,6160865,5086,1
2,1,2,27,6160865,5086,2
3,1,1,42,6160865,5086,1
3,1,2,38,6160865,5086,2
3,1,2,12,6160865,5086,3
4,1,1,35,6160865,5086,1
4,1,2,38,6160865,5086,2
4,1,1,17,6160865,5086,3
4,1,1,16,6160865,5086,4
4,1,2,10,6160865,5086,5
5,1,1,42,6160865,5086,1
5,1,2,38,6160865,5086,2
5,1,1,16,6160865,5086,3
5,1,1,3,6160865,5086,4
6,1,1,32,6160865,5086,1
7,2,1,42,6160865,5086,1
7,2,2,36,6160865,5086,2
7,2,1,10,6160865,5086,3
7,2,1,7,6160865,5086,4
7,2,2,0,6160865,5086,5
8,1,2,32,6160865,5086,1
8,1,2,15,6160865,5086,2
9,1,2,21,6160865,5086,1
9,2,1,33,6160865,5086,1
9,2,2,35,6160865,5086,2
9,2,2,13,6160865,5086,3
9,2,2,8,6160865,5086,4
9,2,1,4,6160865,5086,5
10,1,1,23,6160865,5086,1
10,1,2,21,6160865,5086,2
10,1,2,1,6160865,5086,3
10,1,1,0,6160865,5086,4
12,1,2,41,6160865,5086,1
12,1,1,37,6160865,5086,2
12,1,2,20,6160865,5086,3
12,1,2,14,6160865,5086,4
13,1,1,38,6160865,5086,1
13,1,2,45,6160865,5086,2
13,1,2,25,6160865,5086,3
13,1,2,24,6160865,5086,4
13,1,2,5,6160865,5086,5
13,1,1,4,6160865,5086,6
13,1,1,0,6160865,5086,7
14,1,2,51,6160865,5086,1
14,1,2,32,6160865,5086,2
15,1,1,63,6160865,5086,1
15,1,2,58,6160865,5086,2
15,1,1,37,6160865,5086,3
15,1,1,36,6160865,5086,4
15,1,1,34,6160865,5086,5
16,1,1,54,6160865,5086,1
16,1,2,52,6160865,5086,2
16,1,1,17,6160865,5086,3
16,1,1,13,6160865,5086,4
17,1,2,54,6160865,5086,1
17,1,2,18,6160865,5086,2
17,1,1,16,6160865,5086,3
18,1,1,53,6160865,5086,1
18,1,2,52,6160865,5086,2
18,1,2,30,6160865,5086,3
19,1,1,41,6160865,5086,1
19,1,2,39,6160865,5086,2
19,1,1,9,6160865,5086,3
1,1,1,52,6160924,8577,1
1,1,2,47,6160924,8577,2
1,1,2,23,6160924,8577,3
1,1,2,19,6160924,8577,4
2,1,2,60,6160924,8577,1
2,1,1,56,6160924,8577,2
2,1,1,35,6160924,8577,3
2,1,2,34,6160924,8577,4
2,1,1,16,6160924,8577,5
2,1,1,12,6160924,8577,6
2,1,2,6,6160924,8577,7
2,1,2,4,6160924,8577,8
3,1,2,48,6160924,8577,1
3,1,1,24,6160924,8577,2
3,1,2,34,6160924,8577,3
3,1,1,13,6160924,8577,4
3,1,1,2,6160924,8577,5
4,1,1,30,6160924,8577,1
4,1,2,27,6160924,8577,2
4,1,2,5,6160924,8577,3
4,1,1,3,6160924,8577,4
5,1,1,26,6160924,8577,1
5,1,2,25,6160924,8577,2
5,1,1,4,6160924,8577,3
5,1,1,0,6160924,8577,4
5,1,1,7,6160924,8577,5
2,1,1,60,6161043,4549,1
2,1,2,61,6161043,4549,2
2,1,1,25,6161043,4549,3
2,1,2,22,6161043,4549,4
2,1,2,0,6161043,4549,5
2,1,1,29,6161043,4549,6
2,1,2,27,6161043,4549,7
2,1,2,1,6161043,4549,8
4,1,2,48,6161043,4549,1
4,1,2,11,6161043,4549,2
6,1,1,52,6161043,4549,1
6,1,2,48,6161043,4549,2
6,1,1,25,6161043,4549,3
6,1,2,22,6161043,4549,4
6,1,1,19,6161043,4549,5
6,1,2,10,6161043,4549,6
6,1,2,25,6161043,4549,7
6,1,2,3,6161043,4549,8
7,1,1,62,6161043,4549,1
7,1,2,53,6161043,4549,2
7,1,1,34,6161043,4549,3
7,1,1,32,6161043,4549,4
7,1,2,32,6161043,4549,5
7,1,1,3,6161043,4549,6
7,1,1,10,6161043,4549,7
8,1,1,62,6161043,4549,1
8,1,2,60,6161043,4549,2
8,1,2,21,6161043,4549,3
8,1,1,25,6161043,4549,4
8,1,1,3,6161043,4549,5
8,1,1,1,6161043,4549,6
8,1,2,0,6161043,4549,7
10,1,2,60,6161043,4549,1
10,1,1,36,6161043,4549,2
10,1,2,34,6161043,4549,3
10,1,2,40,6161043,4549,4
10,1,2,17,6161043,4549,5
10,1,2,15,6161043,4549,6
10,1,2,13,6161043,4549,7
10,1,2,13,6161043,4549,8
10,1,1,11,6161043,4549,9
10,1,2,9,6161043,4549,10
10,1,2,4,6161043,4549,11
12,1,2,43,6161043,4549,1
12,1,2,17,6161043,4549,2
12,1,1,11,6161043,4549,3
12,1,1,9,6161043,4549,4
12,1,2,2,6161043,4549,5
12,1,1,1,6161043,4549,6
13,1,1,34,6161043,4549,1
13,1,2,33,6161043,4549,2
13,1,1,13,6161043,4549,3
13,1,2,7,6161043,4549,4
13,1,1,2,6161043,4549,5
14,1,1,82,6161043,4549,1
14,1,2,71,6161043,4549,2
14,1,1,53,6161043,4549,3
14,1,2,49,6161043,4549,4
14,1,1,47,6161043,4549,5
14,1,1,27,6161043,4549,6
14,1,1,17,6161043,4549,7
15,1,2,80,6161043,4549,1
15,1,1,70,6161043,4549,2
16,1,1,34,6161043,4549,1
16,1,2,32,6161043,4549,2
16,1,2,14,6161043,4549,3
16,1,2,1,6161043,4549,4
17,1,2,52,6161043,4549,1
17,1,2,29,6161043,4549,2
17,1,1,40,6161043,4549,3
17,1,2,5,6161043,4549,4
17,1,2,28,6161043,4549,5
17,1,1,31,6161043,4549,6
17,1,2,5,6161043,4549,7
17,1,1,8,6161043,4549,8
18,1,2,71,6161043,4549,1
18,1,2,23,6161043,4549,2
18,1,2,38,6161043,4549,3
18,1,2,36,6161043,4549,4
19,1,1,52,6161043,4549,1
19,1,2,50,6161043,4549,2
19,1,1,32,6161043,4549,3
19,1,2,30,6161043,4549,4
19,1,1,7,6161043,4549,5
19,1,1,6,6161043,4549,6
19,1,1,30,6161043,4549,7
19,1,2,29,6161043,4549,8
19,1,1,7,6161043,4549,9
19,1,1,6,6161043,4549,10
20,1,1,89,6161043,4549,1
20,1,1,62,6161043,4549,2
20,1,1,45,6161043,4549,3
20,1,2,45,6161043,4549,4
20,1,2,17,6161043,4549,5
1,1,1,88,6161044,4340,1
1,1,1,69,6161044,4340,2
1,1,2,62,6161044,4340,3
1,1,2,55,6161044,4340,4
4,1,1,40,6161044,4340,1
4,1,2,40,6161044,4340,2
4,1,1,15,6161044,4340,3
4,1,1,13,6161044,4340,4
4,1,2,12,6161044,4340,5
5,1,1,71,6161044,4340,1
5,1,2,70,6161044,4340,2
5,1,2,46,6161044,4340,3
6,1,2,56,6161044,4340,1
6,1,2,32,6161044,4340,2
6,1,1,8,6161044,4340,3
8,1,1,47,6161044,4340,1
8,1,2,46,6161044,4340,2
8,1,1,17,6161044,4340,3
8,1,1,16,6161044,4340,4
8,1,2,5,6161044,4340,5
10,1,1,54,6161044,4340,1
10,1,2,56,6161044,4340,2
10,1,2,29,6161044,4340,3
11,1,2,26,6161044,4340,1
11,1,2,1,6161044,4340,2
12,1,1,44,6161044,4340,1
12,1,2,38,6161044,4340,2
12,1,2,12,6161044,4340,3
12,1,2,7,6161044,4340,4
13,1,1,56,6161044,4340,1
13,1,2,55,6161044,4340,2
13,1,2,30,6161044,4340,3
14,1,2,81,6161044,4340,1
14,1,1,56,6161044,4340,2
14,1,2,54,6161044,4340,3
14,2,2,40,6161044,4340,1
14,2,2,6,6161044,4340,2
14,3,1,52,6161044,4340,1
14,3,2,36,6161044,4340,2
14,3,2,16,6161044,4340,3
14,3,2,14,6161044,4340,4
14,3,2,8,6161044,4340,5
14,3,2,2,6161044,4340,6
15,1,1,42,6161044,4340,1
15,1,2,41,6161044,4340,2
15,1,2,21,6161044,4340,3
15,1,1,17,6161044,4340,4
16,1,2,50,6161044,4340,1
16,1,2,27,6161044,4340,2
16,1,2,7,6161044,4340,3
17,1,2,59,6161044,4340,1
17,1,1,36,6161044,4340,2
17,1,1,5,6161044,4340,3
18,1,1,45,6161044,4340,1
18,1,2,43,6161044,4340,2
18,1,2,20,6161044,4340,3
19,1,1,56,6161044,4340,1
19,1,2,58,6161044,4340,2
19,1,1,32,6161044,4340,3
19,1,1,30,6161044,4340,4
1,1,1,31,6161052,4977,1
2,1,2,51,6161052,4977,1
4,1,2,61,6161052,4977,1
4,1,1,27,6161052,4977,2
4,1,2,22,6161052,4977,3
4,1,2,23,6161052,4977,4
4,1,2,51,6161052,4977,5
5,1,1,40,6161052,4977,1
5,1,2,36,6161052,4977,2
5,1,2,13,6161052,4977,3
5,1,2,10,6161052,4977,4
5,1,2,7,6161052,4977,5
6,1,1,27,6161052,4977,1
6,1,2,24,6161052,4977,2
6,1,2,5,6161052,4977,3
7,2,1,19,6161052,4977,1
7,2,2,19,6161052,4977,2
7,2,1,1,6161052,4977,3
8,1,2,51,6161052,4977,1
8,1,2,32,6161052,4977,2
8,1,1,10,6161052,4977,3
9,1,1,65,6161052,4977,1
9,1,2,58,6161052,4977,2
9,1,1,31,6161052,4977,3
11,1,2,40,6161052,4977,1
11,1,2,17,6161052,4977,2
11,1,2,12,6161052,4977,3
13,1,1,54,6161052,4977,1
13,1,2,47,6161052,4977,2
13,1,2,28,6161052,4977,3
13,1,1,25,6161052,4977,4
13,1,2,23,6161052,4977,5
13,1,1,20,6161052,4977,6
14,1,1,42,6161052,4977,1
14,1,2,39,6161052,4977,2
14,1,1,12,6161052,4977,3
14,1,1,5,6161052,4977,4
15,1,1,29,6161052,4977,1
15,1,2,25,6161052,4977,2
15,1,2,1,6161052,4977,3
16,1,1,48,6161052,4977,1
16,1,2,45,6161052,4977,2
16,1,1,13,6161052,4977,3
18,1,1,37,6161052,4977,1
18,1,2,30,6161052,4977,2
20,1,2,55,6161052,4977,1
20,1,2,35,6161052,4977,2
1,1,1,48,6161808,4360,1
1,1,2,50,6161808,4360,2
2,1,2,40,6161808,4360,1
2,1,1,38,6161808,4360,2
3,1,1,30,6161808,4360,1
3,1,2,24,6161808,4360,2
3,1,1,8,6161808,4360,3
3,1,1,4,6161808,4360,4
3,1,1,3,6161808,4360,5
3,1,1,3,6161808,4360,6
4,1,1,34,6161808,4360,1
4,1,2,31,6161808,4360,2
4,1,1,13,6161808,4360,3
4,1,2,8,6161808,4360,4
4,1,2,2,6161808,4360,5
5,1,1,26,6161808,4360,1
5,1,2,26,6161808,4360,2
5,1,1,1,6161808,4360,3
5,1,1,1,6161808,4360,4
6,1,1,67,6161808,4360,1
6,1,2,66,6161808,4360,2
7,1,1,51,6161808,4360,1
7,1,2,49,6161808,4360,2
7,1,2,15,6161808,4360,3
8,1,1,42,6161808,4360,1
8,1,2,40,6161808,4360,2
8,1,1,14,6161808,4360,3
8,1,1,7,6161808,4360,4
8,1,1,5,6161808,4360,5
9,1,1,69,6161808,4360,1
9,1,2,66,6161808,4360,2
9,1,2,14,6161808,4360,3
9,1,1,13,6161808,4360,4
9,1,1,10,6161808,4360,5
9,1,2,9,6161808,4360,6
10,1,2,60,6161808,4360,1
11,1,1,25,6161808,4360,1
11,1,2,22,6161808,4360,2
11,1,2,1,6161808,4360,3
12,1,1,30,6161808,4360,1
12,1,2,30,6161808,4360,2
12,1,2,12,6161808,4360,3
12,1,2,7,6161808,4360,4
12,1,2,1,6161808,4360,5
13,1,1,51,6161808,4360,1
13,1,2,47,6161808,4360,2
13,1,1,29,6161808,4360,3
13,1,2,23,6161808,4360,4
13,1,1,2,6161808,4360,5
14,1,1,64,6161808,4360,1
14,1,2,65,6161808,4360,2
14,1,1,26,6161808,4360,3
15,1,1,42,6161808,4360,1
15,1,2,36,6161808,4360,2
15,1,1,17,6161808,4360,3
15,1,2,14,6161808,4360,4
15,1,1,9,6161808,4360,5
16,1,1,25,6161808,4360,1
16,1,2,22,6161808,4360,2
16,1,1,6,6161808,4360,3
16,1,2,1,6161808,4360,4
18,1,1,25,6161808,4360,1
18,1,2,23,6161808,4360,2
18,1,1,0,6161808,4360,3
18,1,2,56,6161808,4360,4
19,1,1,66,6161808,4360,1
19,1,2,64,6161808,4360,2
19,1,2,40,6161808,4360,3
19,1,2,17,6161808,4360,4
19,1,2,28,6161808,4360,5
19,1,2,10,6161808,4360,6
20,1,1,43,6161808,4360,1
20,1,2,44,6161808,4360,2
20,1,1,20,6161808,4360,3
20,1,1,18,6161808,4360,4
20,1,2,15,6161808,4360,5
