FOLIO,VIV_SEL,HOGAR,N_REN,P3_1_1,P3_1_2,P3_2,P3_3,P3_4,P3_5,P3_11,P4_1,P4_2_1,P4_2_2,P4_2_3,P4_2_4,P4_2_5,P4_3,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_7_1,P4_7_2,P4_7_3,P4_8_1,P4_8_2,P4_8_3,P4_8_4,P4_8_5,P4_8_6,P4_9_1,P4_9_2,P4_9_3,P4_9_4,P4_10,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_4_1,P5_4_2,P5_4_3,P5_4_4,P5_4_5,P5_4_6,P5_4_7,P5_4_8,P5_4_9,P5_23,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P6_17,P7_1_1,P7_1_2,P7_2,P7_4,P7_5,P7_7_1,P7_8_1_1,P7_8_1_2,P7_8_1_3,P7_7_2,P7_8_2_1,P7_8_2_2,P7_8_2_3,P7_7_3,P7_7_4,P8_1,P8_2,P8_3,P9_1,P9_8_1,P9_8_2,P9_8_3,P9_8_4,P9_8_5,P9_8_6,P10_1,P10_4,P10_7,P11_1_1,P11_1_2,P11_1_3,P11_1_4,P11_1_5,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_3_1,P11_3_2,P11_3_3,P11_3_4,P11_3_9,P12_1,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2_1,P14_2_2,P14_2_3,P14_2_4,TLOC,REGION,SEXO,EDAD,EST_DIS,UPM_DIS,FAC_ELE
9051,20,2,1,3,3,1,2,2,3,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2,2,2,2,2,4,3,1,24,155,1396,2886
9052,1,1,2,3,3,5,2,2,5,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,2,2,2,4,3,2,40,155,1397,3921
9053,2,1,1,3,3,5,2,2,3,2,2,1,1,2,2,2,2,2,2,2,1,1,2,3,1,1,1,1,2,1,3,3,3,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,3,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,2,2,4,3,1,36,155,1397,2457
9054,3,1,3,3,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,1,1,1,3,2,3,3,1,1,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,9,9,9,9,2,2,1,9,9,9,9,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,4,3,1,32,155,1397,6143
9055,4,1,4,8,2,6,2,2,4,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,3,3,1,1,3,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,2,2,2,4,3,2,20,155,1397,5228
9056,5,1,1,2,3,5,2,2,1,1,2,2,1,1,2,2,2,2,1,8,3,1,1,3,1,1,1,3,1,3,3,2,1,1,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,9,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,9,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,9,3,2,2,2,2,2,4,3,1,56,155,1397,6143
9057,6,1,2,2,6,5,2,2,1,1,1,2,1,2,2,2,2,1,1,1,3,3,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,1.0,2,1,2,1,1,1,2,2,2,1,1,1,1,2,9,2,2,2,2,2,2,2,2,1,1,1,9,1,3,2,2,2,2,2,4,3,2,48,155,1397,2614
9058,7,1,3,3,3,6,2,2,1,1,2,2,1,2,1,2,1,2,2,1,3,1,3,2,1,1,2,1,2,2,2,2,1,2,1,1,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,9,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,3,1,2,2,2,2,4,3,1,21,155,1397,4914
9059,8,1,1,3,3,5,2,2,1,1,2,2,2,2,2,2,2,2,1,1,3,3,1,3,1,1,1,3,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,1,,,1,1,1,2,2,1,9,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,4,3,1,55,155,1397,2457
9060,10,1,2,6,3,5,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,3,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,1.0,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,2,2,2,2,4,3,2,25,155,1397,2614
9061,11,1,1,3,3,2,2,2,5,1,2,2,2,2,2,1,1,2,1,1,3,2,3,2,1,1,1,1,1,1,1,2,3,1,2,1,1,5,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,1,2,1,1,1,1,2,1,2,1,1,2,9,1,1,2,2,2,2,2,2,2,1,2,2,1,1,9,3,1,1,2,1,2,4,3,2,42,155,1397,1307
9062,12,1,1,6,3,6,2,2,5,1,2,2,1,1,2,2,2,2,1,1,2,2,3,3,1,1,1,3,1,1,3,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,1.0,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,2,4,3,2,41,155,1397,2614
9063,13,1,2,3,3,1,2,2,5,1,1,2,1,1,2,2,1,2,1,1,3,1,2,2,1,2,1,3,3,1,2,3,3,1,1,2,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,9.0,,2,1,2,2,1,1,2,2,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,1,1,1,9,9,3,2,2,2,2,2,4,3,2,25,155,1397,2614
9064,14,1,1,2,6,1,2,2,8,1,2,2,2,2,2,2,2,2,1,3,1,1,1,3,1,1,2,1,1,3,1,3,1,1,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,1,1,2,4,3,1,53,155,1397,2457
9065,15,1,3,3,3,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,1,5,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1,2,1,,,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,1,1,1,1,2,4,3,1,28,155,1397,3686
9066,16,1,1,8,3,6,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,3,1,1,2,1,3,3,1,1,1,1,1,1,2,1,3,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,1,1,1,2,,,,1,2.0,1.0,2.0,1,1,2,2.0,2.0,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,1,2,1,2,2,4,3,2,22,155,1397,2614
9067,17,1,1,7,3,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,3,1,1,1,2,1,2,2,2,2,2,1,1,2,5,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,7,3,1,1,2,1,1.0,1.0,2.0,1,2.0,2.0,1.0,1,2,1,,,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,3,2,1,1,1,2,4,3,2,51,155,1397,2614
9068,18,1,1,3,3,5,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,3,1,1,1,3,1,1,3,3,3,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,2,,,,1,2.0,2.0,1.0,1,2,2,2.0,2.0,1,1,1,1,2,1,2,1,2,1,9,2,2,9,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,2,4,3,1,54,155,1397,1229
9069,19,1,1,6,3,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,3,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,2.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,2,2,1,2,2,4,3,1,41,155,1397,2457
9070,20,1,1,3,3,5,2,2,6,1,2,2,2,2,2,2,2,1,1,1,3,1,3,3,1,1,1,1,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,1,,,2,1,1,2,2,1,2,2,1,2,2,1,1,9,2,2,2,1,2,1,2,2,2,2,2,1,1,1,3,2,1,1,2,2,4,3,1,68,155,1397,2457
9071,1,1,1,2,6,5,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,3,2,2,1,3,2,1,2,3,2,2,1,1,1,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,3,2,2,2,2,2,4,3,2,32,154,1398,4400
9072,2,1,1,0,0,5,2,1,8,2,2,2,1,2,2,2,1,2,2,1,3,2,3,1,1,1,9,2,2,3,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,9,1,2,2,2,2,2,2,2,1,9,9,1,9,1,2,2,2,2,2,2,2,2,1,2,1,2,8,3,2,2,2,2,2,4,3,1,74,154,1398,4136
9073,3,1,1,7,3,5,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,3,1,1,3,2,3,1,1,2,2,3,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,1,1,2,1,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,2,2,2.0,2.0,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,1,2,2,4,3,1,37,154,1398,4136
9074,4,1,2,2,6,5,2,2,1,2,2,2,2,2,2,2,1,2,3,1,2,2,1,3,1,1,9,3,1,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,9,9,3,1,2,2,2,2,4,3,1,48,154,1398,10339
9074,4,2,1,0,0,4,2,1,8,2,2,2,2,2,2,2,2,2,8,9,9,9,1,3,1,2,2,3,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,9,2,2,2,2,,,,2,,,,2,2,2,2.0,2.0,2,1,2,2,2,2,2,2,2,2,9,1,9,1,2,2,2,2,2,2,2,2,2,1,2,9,2,9,3,1,2,2,2,2,4,3,2,78,154,1398,4400
9075,5,1,1,3,3,5,2,2,5,2,1,1,1,1,2,2,1,2,1,1,2,3,3,2,1,1,1,3,2,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,1,2,9,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,9,1,3,2,2,2,2,2,4,3,2,43,154,1398,6600
9076,6,1,4,0,0,4,2,1,8,2,2,2,2,2,2,2,2,2,8,9,9,9,2,3,9,9,9,9,9,1,8,3,8,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,9,2,2,2,1,2.0,2.0,1.0,2,,,,2,1,2,2.0,2.0,2,2,2,2,1,2,2,2,2,2,9,9,9,9,9,2,2,2,2,2,2,2,2,1,2,9,9,9,9,3,1,2,2,2,4,3,1,79,154,1398,4136
9077,7,1,2,0,0,5,2,2,5,2,1,1,1,1,1,2,2,2,2,1,3,1,2,3,1,1,1,3,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,9,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,9,2,2,2,1,9,2,2,2,1,9,2,2,9,2,2,2,2,2,2,2,2,1,2,1,9,9,3,1,2,2,2,2,4,3,2,59,154,1398,4400
9078,8,1,1,6,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,1,3,2,2,1,2,2,2,2,5,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,7,3,2,2,1,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,2,2,2.0,2.0,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,2,1,2,4,3,2,42,154,1398,2200
9079,9,1,2,3,3,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,3,3,2,1,1,2,3,2,2,2,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,2,1,2,2,2,4,3,1,45,154,1398,4136
9080,10,1,1,0,0,4,2,1,7,2,2,2,1,1,2,2,2,2,1,1,3,3,1,2,1,1,2,3,3,1,3,3,3,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2.0,2.0,1.0,2,,,,2,2,2,2.0,2.0,2,1,2,2,2,2,2,2,2,2,1,2,9,9,1,2,2,2,2,2,2,2,2,1,2,1,9,9,3,1,1,2,2,2,4,3,2,79,154,1398,2200
9081,11,1,1,2,6,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,3,2,2,3,1,9,9,2,3,3,2,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,2,2,1,2,2,2,2,9,9,9,1,1,2,2,2,2,1,2,2,2,2,1,1,3,2,3,2,1,2,1,2,4,3,1,45,154,1398,6203
9082,12,1,4,2,1,5,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,2,3,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,2,1,2,2,1,2,1,2,2,1,9,1,9,1,9,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,1,2,4,3,1,30,154,1398,10339
9083,13,1,3,8,1,6,2,2,1,1,2,2,1,1,1,2,2,2,1,1,3,1,2,2,1,1,1,3,1,3,2,2,2,1,2,2,1,5,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,1,2,2,2,2,4,3,2,22,154,1398,6600
9084,14,1,1,2,6,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,3,3,3,1,1,1,1,2,1,2,3,1,1,1,2,1,9,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,9,9,9,9,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,4,3,2,52,154,1398,15399
9085,15,1,2,2,6,1,2,2,5,1,2,2,2,2,2,2,1,2,3,1,3,2,3,2,1,2,1,1,1,3,2,1,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,2,1,2,2.0,2.0,2,2,2,2,1,2,2,2,2,2,2,9,1,1,1,2,2,2,2,2,2,2,2,1,1,9,1,3,3,2,2,2,2,2,4,3,2,23,154,1398,4400
9086,16,1,1,0,0,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,9,3,1,1,2,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,9,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,1,1,2,2,2,4,3,1,65,154,1398,2068
9087,17,1,2,3,3,1,2,2,5,1,2,2,2,2,2,2,1,2,2,1,3,1,3,2,1,1,2,3,1,3,1,1,1,1,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,9.0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,3,2,25,154,1398,4400
9088,18,1,1,2,6,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,1,2,2,1,2,2,2,1,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,1,2,1,3,2,1,1,2,2,4,3,1,33,154,1398,6203
9089,19,1,2,3,3,5,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,3,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,2,1,2,2,2,1,1,1,1,9,9,2,2,2,2,2,2,2,2,1,2,1,2,3,3,2,2,2,2,2,4,3,2,36,154,1398,4400
9090,20,1,1,2,4,6,2,2,1,1,2,2,2,2,2,2,1,2,3,1,1,3,3,3,1,1,1,1,1,3,3,1,3,1,1,1,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,2,2,2,4,3,1,55,154,1398,4136
9091,1,1,1,2,6,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,3,1,2,2,1,1,2,3,2,3,3,3,3,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,2,1,2,2,,,,2,,,,2,2,1,,,1,2,1,2,1,1,2,2,1,2,1,9,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,9,3,1,2,2,2,2,4,3,2,25,154,1399,2092
9092,2,1,1,3,3,6,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,1,1,9,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,2,1,2,2,2,2,9,9,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,3,3,1,1,2,2,2,4,3,2,30,154,1399,2092
9093,3,1,2,0,0,5,1,1,5,2,2,2,1,2,2,2,1,2,1,1,1,1,1,3,1,1,2,3,1,1,1,2,3,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,2,,,,1,1,2,2.0,2.0,2,1,2,2,1,2,2,2,2,2,1,9,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,4,3,2,42,154,1399,4183
9094,4,1,1,2,6,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,1,3,1,2,2,1,2,3,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,9,9,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,4,3,1,24,154,1399,3932
9095,5,1,1,2,6,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,3,1,3,3,1,1,1,1,1,3,3,3,1,1,1,1,2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,1,2,4,3,1,32,154,1399,3932
9096,6,1,3,8,4,2,1,2,1,1,2,2,1,1,1,2,1,2,3,1,3,3,3,3,1,1,1,3,2,1,3,3,3,1,1,2,1,3,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,2,1,2,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1,2,2,2.0,1.0,1,9,1,9,9,1,2,2,2,2,2,1,1,1,9,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,2,2,2,2,4,3,2,35,154,1399,6275
9097,7,1,2,3,3,5,1,1,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,3,1,3,3,3,3,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,9.0,,1,1,1,1,9,1,2,2,1,2,2,1,1,9,9,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,4,3,2,43,154,1399,4183
