"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
616904106,616904,6169041,5,2,67,6169,4,1,6,1,6,65,896,3548
616904107,616904,6169041,4,2,17,6169,4,1,7,1,6,65,896,3548
616904108,616904,6169041,4,1,14,6169,4,1,8,1,6,65,896,3548
616904109,616904,6169041,5,1,10,6169,4,1,9,1,6,65,896,3548
616904110,616904,6169041,4,1,25,6169,4,1,10,1,6,65,896,3548
617005101,617005,6170051,1,2,60,6170,5,1,1,1,2,106,1289,3018
617005102,617005,6170051,3,1,39,6170,5,1,2,1,2,106,1289,3018
617106101,617106,6171061,1,1,62,6171,6,1,1,2,2,27,275,1555
617106102,617106,6171061,2,2,59,6171,6,1,2,2,2,27,275,1555
617106103,617106,6171061,3,2,20,6171,6,1,3,2,2,27,275,1555
617203101,617203,6172031,1,2,67,6172,3,1,1,4,2,105,1250,2996
617203102,617203,6172031,4,2,21,6172,3,1,2,4,2,105,1250,2996
617203103,617203,6172031,4,1,10,6172,3,1,3,4,2,105,1250,2996
617302101,617302,6173021,1,1,63,6173,2,1,1,1,4,50,699,3527
617419101,617419,6174191,1,2,60,6174,19,1,1,4,6,155,1821,1493
617419102,617419,6174191,3,1,35,6174,19,1,2,4,6,155,1821,1493
617506101,617506,6175061,1,1,37,6175,6,1,1,4,6,21,229,690
617506102,617506,6175061,2,2,31,6175,6,1,2,4,6,21,229,690
617506103,617506,6175061,3,2,12,6175,6,1,3,4,6,21,229,690
617506104,617506,6175061,3,1,7,6175,6,1,4,4,6,21,229,690
617605101,617605,6176051,1,1,40,6176,5,1,1,1,6,114,1401,3180
617605102,617605,6176051,2,2,40,6176,5,1,2,1,6,114,1401,3180
617703101,617703,6177031,1,1,27,6177,3,1,1,1,1,44,502,2777
617703102,617703,6177031,2,2,33,6177,3,1,2,1,1,44,502,2777
617703103,617703,6177031,3,2,15,6177,3,1,3,1,1,44,502,2777
617703104,617703,6177031,3,1,13,6177,3,1,4,1,1,44,502,2777
617703105,617703,6177031,3,2,11,6177,3,1,5,1,1,44,502,2777
617703106,617703,6177031,3,1,9,6177,3,1,6,1,1,44,502,2777
617703107,617703,6177031,3,1,8,6177,3,1,7,1,1,44,502,2777
617803101,617803,6178031,1,1,50,6178,3,1,1,1,6,65,900,2939
617803102,617803,6178031,2,2,46,6178,3,1,2,1,6,65,900,2939
617803103,617803,6178031,3,1,29,6178,3,1,3,1,6,65,900,2939
617803104,617803,6178031,3,2,24,6178,3,1,4,1,6,65,900,2939
617803105,617803,6178031,4,1,3,6178,3,1,5,1,6,65,900,2939
617803106,617803,6178031,3,1,15,6178,3,1,6,1,6,65,900,2939
617904101,617904,6179041,1,1,47,6179,4,1,1,1,2,29,317,1545
617904102,617904,6179041,2,2,45,6179,4,1,2,1,2,29,317,1545
617904103,617904,6179041,3,2,19,6179,4,1,3,1,2,29,317,1545
617904104,617904,6179041,3,1,16,6179,4,1,4,1,2,29,317,1545
618005101,618005,6180051,1,1,19,6180,5,1,1,1,2,161,1850,2147
618005102,618005,6180051,2,2,19,6180,5,1,2,1,2,161,1850,2147
618005103,618005,6180051,3,2,5,6180,5,1,3,1,2,161,1850,2147
618005104,618005,6180051,3,2,3,6180,5,1,4,1,2,161,1850,2147
618104101,618104,6181041,1,1,54,6181,4,1,1,1,4,49,636,3624
618104102,618104,6181041,2,2,98,6181,4,1,2,1,4,49,636,3624
618104103,618104,6181041,3,2,22,6181,4,1,3,1,4,49,636,3624
618104104,618104,6181041,3,1,18,6181,4,1,4,1,4,49,636,3624
618203101,618203,6182031,1,1,35,6182,3,1,1,1,6,133,1568,1491
618203102,618203,6182031,2,2,35,6182,3,1,2,1,6,133,1568,1491
618203103,618203,6182031,3,2,15,6182,3,1,3,1,6,133,1568,1491
618203104,618203,6182031,3,1,12,6182,3,1,4,1,6,133,1568,1491
618203105,618203,6182031,3,1,6,6182,3,1,5,1,6,133,1568,1491
618302101,618302,6183021,1,1,52,6183,2,1,1,3,5,165,1963,1595
618302102,618302,6183021,2,2,48,6183,2,1,2,3,5,165,1963,1595
618302103,618302,6183021,3,1,26,6183,2,1,3,3,5,165,1963,1595
618302104,618302,6183021,3,1,28,6183,2,1,4,3,5,165,1963,1595
618302105,618302,6183021,3,1,29,6183,2,1,5,3,5,165,1963,1595
618302106,618302,6183021,5,2,26,6183,2,1,6,3,5,165,1963,1595
618302107,618302,6183021,5,2,26,6183,2,1,7,3,5,165,1963,1595
618302108,618302,6183021,3,2,30,6183,2,1,8,3,5,165,1963,1595
618302109,618302,6183021,5,1,29,6183,2,1,9,3,5,165,1963,1595
618302110,618302,6183021,4,2,10,6183,2,1,10,3,5,165,1963,1595
618401101,618401,6184011,1,2,41,6184,1,1,1,1,1,151,1764,2117
618401102,618401,6184011,2,1,37,6184,1,1,2,1,1,151,1764,2117
618401103,618401,6184011,5,2,68,6184,1,1,3,1,1,151,1764,2117
618401104,618401,6184011,3,1,7,6184,1,1,4,1,1,151,1764,2117
618401105,618401,6184011,3,1,3,6184,1,1,5,1,1,151,1764,2117
618507101,618507,6185071,1,2,65,6185,7,1,1,4,6,63,884,3037
618507102,618507,6185071,3,1,31,6185,7,1,2,4,6,63,884,3037
618507103,618507,6185071,4,1,21,6185,7,1,3,4,6,63,884,3037
618507104,618507,6185071,5,2,15,6185,7,1,4,4,6,63,884,3037
618507105,618507,6185071,4,1,10,6185,7,1,5,4,6,63,884,3037
618507106,618507,6185071,5,1,0,6185,7,1,6,4,6,63,884,3037
618602101,618602,6186021,1,2,41,6186,2,1,1,1,3,189,2160,1184
618602102,618602,6186021,3,2,21,6186,2,1,2,1,3,189,2160,1184
618602103,618602,6186021,3,2,16,6186,2,1,3,1,3,189,2160,1184
618602104,618602,6186021,4,1,4,6186,2,1,4,1,3,189,2160,1184
618602105,618602,6186021,4,2,2,6186,2,1,5,1,3,189,2160,1184
618713101,618713,6187131,1,1,36,6187,13,1,1,2,1,42,480,3631
618713102,618713,6187131,2,2,34,6187,13,1,2,2,1,42,480,3631
618713103,618713,6187131,3,2,17,6187,13,1,3,2,1,42,480,3631
618713104,618713,6187131,3,1,16,6187,13,1,4,2,1,42,480,3631
618810101,618810,6188101,1,1,76,6188,10,1,1,3,1,7,61,3848
618901101,618901,6189011,1,1,59,6189,1,1,1,1,4,50,690,3715
618901102,618901,6189011,2,2,59,6189,1,1,2,1,4,50,690,3715
618901103,618901,6189011,5,2,86,6189,1,1,3,1,4,50,690,3715
619019101,619019,6190191,1,2,48,6190,19,1,1,4,3,101,1215,1128
619019102,619019,6190191,5,2,74,6190,19,1,2,4,3,101,1215,1128
619019103,619019,6190191,3,2,24,6190,19,1,3,4,3,101,1215,1128
619019104,619019,6190191,3,1,14,6190,19,1,4,4,3,101,1215,1128
619019105,619019,6190191,3,1,12,6190,19,1,5,4,3,101,1215,1128
619103101,619103,6191031,1,1,62,6191,3,1,1,1,4,49,643,3508
619103102,619103,6191031,2,2,57,6191,3,1,2,1,4,49,643,3508
619103103,619103,6191031,3,1,30,6191,3,1,3,1,4,49,643,3508
619103104,619103,6191031,3,1,25,6191,3,1,4,1,4,49,643,3508
619205101,619205,6192051,1,2,58,6192,5,1,1,1,4,48,595,3299
619205102,619205,6192051,2,1,58,6192,5,1,2,1,4,48,595,3299
619205103,619205,6192051,3,2,27,6192,5,1,3,1,4,48,595,3299
619205104,619205,6192051,4,1,7,6192,5,1,4,1,4,48,595,3299
619205105,619205,6192051,5,1,63,6192,5,1,5,1,4,48,595,3299
619313101,619313,6193131,1,2,51,6193,13,1,1,4,6,155,1822,916
619313102,619313,6193131,2,1,50,6193,13,1,2,4,6,155,1822,916
619313103,619313,6193131,3,1,28,6193,13,1,3,4,6,155,1822,916
619313104,619313,6193131,3,1,15,6193,13,1,4,4,6,155,1822,916
619402101,619402,6194021,1,1,40,6194,2,1,1,1,3,58,850,4874
619402102,619402,6194021,2,2,39,6194,2,1,2,1,3,58,850,4874
619402103,619402,6194021,3,1,15,6194,2,1,3,1,3,58,850,4874
619402104,619402,6194021,3,2,10,6194,2,1,4,1,3,58,850,4874
619504101,619504,6195041,1,2,60,6195,4,1,1,1,2,139,1628,1338
619602101,619602,6196021,1,2,79,6196,2,1,1,1,1,144,1690,2756
619701101,619701,6197011,1,1,30,6197,1,1,1,3,3,124,1463,8536
619701102,619701,6197011,2,2,29,6197,1,1,2,3,3,124,1463,8536
619701103,619701,6197011,3,1,9,6197,1,1,3,3,3,124,1463,8536
619701104,619701,6197011,3,1,7,6197,1,1,4,3,3,124,1463,8536
619701105,619701,6197011,3,2,6,6197,1,1,5,3,3,124,1463,8536
619803101,619803,6198031,1,1,55,6198,3,1,1,1,1,16,173,626
619803102,619803,6198031,2,2,45,6198,3,1,2,1,1,16,173,626
619803201,619803,6198032,1,2,18,6198,3,2,1,1,1,16,173,626
619803202,619803,6198032,3,1,1,6198,3,2,2,1,1,16,173,626
619903101,619903,6199031,1,1,40,6199,3,1,1,1,1,45,518,3379
619903102,619903,6199031,2,2,36,6199,3,1,2,1,1,45,518,3379
619903103,619903,6199031,3,2,9,6199,3,1,3,1,1,45,518,3379
619903104,619903,6199031,3,1,8,6199,3,1,4,1,1,45,518,3379
620001101,620001,6200011,1,1,67,6200,1,1,1,1,1,53,780,1306
620105101,620105,6201051,1,1,52,6201,5,1,1,1,5,122,1450,4811
620105102,620105,6201051,2,2,50,6201,5,1,2,1,5,122,1450,4811
620205101,620205,6202051,1,1,28,6202,5,1,1,1,4,49,675,1417
620205102,620205,6202051,2,2,27,6202,5,1,2,1,4,49,675,1417
620205103,620205,6202051,3,1,8,6202,5,1,3,1,4,49,675,1417
620205104,620205,6202051,3,1,6,6202,5,1,4,1,4,49,675,1417
620307101,620307,6203071,1,1,47,6203,7,1,1,4,6,111,1380,3726
620307102,620307,6203071,2,2,42,6203,7,1,2,4,6,111,1380,3726
620307103,620307,6203071,4,1,8,6203,7,1,3,4,6,111,1380,3726
620307104,620307,6203071,4,2,4,6203,7,1,4,4,6,111,1380,3726
620307105,620307,6203071,4,1,2,6203,7,1,5,4,6,111,1380,3726
620402101,620402,6204021,1,1,70,6204,2,1,1,1,5,122,1455,4160
620402102,620402,6204021,2,2,68,6204,2,1,2,1,5,122,1455,4160
620402103,620402,6204021,3,2,44,6204,2,1,3,1,5,122,1455,4160
620402104,620402,6204021,3,2,42,6204,2,1,4,1,5,122,1455,4160
620402105,620402,6204021,4,1,12,6204,2,1,5,1,5,122,1455,4160
620402106,620402,6204021,4,1,10,6204,2,1,6,1,5,122,1455,4160
620501101,620501,6205011,1,1,32,6205,1,1,1,1,6,132,1543,1579
620612101,620612,6206121,1,1,55,6206,12,1,1,3,3,100,1211,1520
620704101,620704,6207041,1,1,36,6207,4,1,1,1,2,163,1937,1730
620704102,620704,6207041,2,2,35,6207,4,1,2,1,2,163,1937,1730
620704103,620704,6207041,3,2,8,6207,4,1,3,1,2,163,1937,1730
620704104,620704,6207041,3,1,5,6207,4,1,4,1,2,163,1937,1730
620813101,620813,6208131,1,1,38,6208,13,1,1,4,1,52,768,1450
620813102,620813,6208131,2,2,30,6208,13,1,2,4,1,52,768,1450
620813103,620813,6208131,3,2,10,6208,13,1,3,4,1,52,768,1450
620813104,620813,6208131,3,2,4,6208,13,1,4,4,1,52,768,1450
620813105,620813,6208131,3,1,1,6208,13,1,5,4,1,52,768,1450
620903101,620903,6209031,1,1,33,6209,3,1,1,1,5,86,1068,12827
621003101,621003,6210031,1,1,53,6210,3,1,1,2,5,122,1458,1444
621003102,621003,6210031,2,2,49,6210,3,1,2,2,5,122,1458,1444
621003103,621003,6210031,3,2,20,6210,3,1,3,2,5,122,1458,1444
621003104,621003,6210031,3,2,13,6210,3,1,4,2,5,122,1458,1444
621117101,621117,6211171,1,1,54,6211,17,1,1,2,5,172,2035,8923
621117102,621117,6211171,2,2,48,6211,17,1,2,2,5,172,2035,8923
621117103,621117,6211171,3,2,8,6211,17,1,3,2,5,172,2035,8923
621117104,621117,6211171,3,2,3,6211,17,1,4,2,5,172,2035,8923
621201101,621201,6212011,1,1,47,6212,1,1,1,1,5,121,1442,3818
621201102,621201,6212011,2,2,44,6212,1,1,2,1,5,121,1442,3818
621201103,621201,6212011,3,1,20,6212,1,1,3,1,5,121,1442,3818
621201104,621201,6212011,3,2,14,6212,1,1,4,1,5,121,1442,3818
621304101,621304,6213041,1,1,53,6213,4,1,1,3,5,169,1996,1076
621304102,621304,6213041,2,2,55,6213,4,1,2,3,5,169,1996,1076
621304103,621304,6213041,3,1,27,6213,4,1,3,3,5,169,1996,1076
621304104,621304,6213041,3,2,27,6213,4,1,4,3,5,169,1996,1076
621415101,621415,6214151,1,1,29,6214,15,1,1,4,2,137,1599,1009
621415102,621415,6214151,2,2,29,6214,15,1,2,4,2,137,1599,1009
621415103,621415,6214151,3,1,10,6214,15,1,3,4,2,137,1599,1009
621415104,621415,6214151,3,2,6,6214,15,1,4,4,2,137,1599,1009
621415105,621415,6214151,3,1,0,6214,15,1,5,4,2,137,1599,1009
621518101,621518,6215181,1,2,72,6215,18,1,1,3,6,178,2084,2239
621518102,621518,6215181,3,1,30,6215,18,1,2,3,6,178,2084,2239
621618101,621618,6216181,1,2,50,6216,18,1,1,4,1,14,148,833
621706101,621706,6217061,1,1,83,6217,6,1,1,4,6,111,1384,3206
621706102,621706,6217061,3,2,44,6217,6,1,2,4,6,111,1384,3206
621803101,621803,6218031,1,2,67,6218,3,1,1,1,3,36,437,666
621803102,621803,6218031,3,2,44,6218,3,1,2,1,3,36,437,666
621803103,621803,6218031,4,2,19,6218,3,1,3,1,3,36,437,666
621803104,621803,6218031,4,1,12,6218,3,1,4,1,3,36,437,666
621803105,621803,6218031,5,2,14,6218,3,1,5,1,3,36,437,666
621904101,621904,6219041,1,2,44,6219,4,1,1,1,1,54,798,1396
621904102,621904,6219041,3,1,21,6219,4,1,2,1,1,54,798,1396
621904103,621904,6219041,3,1,18,6219,4,1,3,1,1,54,798,1396
622001101,622001,6220011,1,1,63,6220,1,1,1,1,3,58,851,4808
622001102,622001,6220011,2,2,63,6220,1,1,2,1,3,58,851,4808
622001103,622001,6220011,3,2,26,6220,1,1,3,1,3,58,851,4808
622110101,622110,6221101,1,1,73,6221,10,1,1,4,6,154,1816,2554
622110102,622110,6221101,5,1,50,6221,10,1,2,4,6,154,1816,2554
622110103,622110,6221101,3,2,50,6221,10,1,3,4,6,154,1816,2554
622110104,622110,6221101,4,2,20,6221,10,1,4,4,6,154,1816,2554
622110105,622110,6221101,4,1,16,6221,10,1,5,4,6,154,1816,2554
622204101,622204,6222041,1,2,33,6222,4,1,1,1,5,97,1175,1472
622204102,622204,6222041,3,2,8,6222,4,1,2,1,5,97,1175,1472
622312101,622312,6223121,1,1,49,6223,12,1,1,2,3,56,833,4741
622312102,622312,6223121,2,2,43,6223,12,1,2,2,3,56,833,4741
622312103,622312,6223121,4,2,3,6223,12,1,3,2,3,56,833,4741
622312201,622312,6223122,1,2,67,6223,12,2,1,2,3,56,833,4741
622312202,622312,6223122,2,1,70,6223,12,2,2,2,3,56,833,4741
622420101,622420,6224201,1,1,38,6224,20,1,1,4,3,90,1116,3460
622420102,622420,6224201,2,2,47,6224,20,1,2,4,3,90,1116,3460
622420103,622420,6224201,3,1,17,6224,20,1,3,4,3,90,1116,3460
622420104,622420,6224201,3,2,11,6224,20,1,4,4,3,90,1116,3460
622503101,622503,6225031,1,1,47,6225,3,1,1,1,5,98,1190,1362
622503102,622503,6225031,2,2,46,6225,3,1,2,1,5,98,1190,1362
622503103,622503,6225031,3,1,23,6225,3,1,3,1,5,98,1190,1362
622503104,622503,6225031,3,1,21,6225,3,1,4,1,5,98,1190,1362
622619101,622619,6226191,1,2,73,6226,19,1,1,2,2,27,276,1431
622713101,622713,6227131,1,2,73,6227,13,1,1,2,3,32,393,610
622713102,622713,6227131,3,1,50,6227,13,1,2,2,3,32,393,610
622801101,622801,6228011,1,2,52,6228,1,1,1,1,4,48,573,4109
622801102,622801,6228011,2,1,41,6228,1,1,2,1,4,48,573,4109
622801103,622801,6228011,3,1,28,6228,1,1,3,1,4,48,573,4109
622801104,622801,6228011,5,2,74,6228,1,1,4,1,4,48,573,4109
622904101,622904,6229041,1,1,31,6229,4,1,1,1,2,162,1880,1686
622904102,622904,6229041,2,2,30,6229,4,1,2,1,2,162,1880,1686
622904201,622904,6229042,1,1,54,6229,4,2,1,1,2,162,1880,1686
622904202,622904,6229042,2,2,56,6229,4,2,2,1,2,162,1880,1686
623001101,623001,6230011,1,1,30,6230,1,1,1,1,1,10,111,2857
623001102,623001,6230011,2,2,28,6230,1,1,2,1,1,10,111,2857
623001103,623001,6230011,3,1,10,6230,1,1,3,1,1,10,111,2857
623001104,623001,6230011,3,1,6,6230,1,1,4,1,1,10,111,2857
623001105,623001,6230011,3,1,3,6230,1,1,5,1,1,10,111,2857
623115101,623115,6231151,1,1,26,6231,15,1,1,3,3,100,1214,1363
623201101,623201,6232011,1,1,50,6232,1,1,1,4,3,187,2144,1720
623201102,623201,6232011,2,2,45,6232,1,1,2,4,3,187,2144,1720
623201103,623201,6232011,3,1,27,6232,1,1,3,4,3,187,2144,1720
623201104,623201,6232011,3,1,20,6232,1,1,4,4,3,187,2144,1720
623201105,623201,6232011,3,1,15,6232,1,1,5,4,3,187,2144,1720
623304101,623304,6233041,1,1,62,6233,4,1,1,1,3,91,1119,4419
623304102,623304,6233041,2,2,48,6233,4,1,2,1,3,91,1119,4419
623304103,623304,6233041,3,2,15,6233,4,1,3,1,3,91,1119,4419
623405101,623405,6234051,1,1,46,6234,5,1,1,1,4,50,715,3333
623405102,623405,6234051,3,1,18,6234,5,1,2,1,4,50,715,3333
623405103,623405,6234051,2,2,45,6234,5,1,3,1,4,50,715,3333
623504101,623504,6235041,1,1,35,6235,4,1,1,1,1,44,499,2863
623504102,623504,6235041,2,2,32,6235,4,1,2,1,1,44,499,2863
623504103,623504,6235041,3,1,15,6235,4,1,3,1,1,44,499,2863
623504104,623504,6235041,3,1,13,6235,4,1,4,1,1,44,499,2863
623504105,623504,6235041,3,2,10,6235,4,1,5,1,1,44,499,2863
623504106,623504,6235041,3,1,10,6235,4,1,6,1,1,44,499,2863
623504107,623504,6235041,3,1,7,6235,4,1,7,1,1,44,499,2863
623602101,623602,6236021,1,2,36,6236,2,1,1,1,6,132,1537,1731
623602102,623602,6236021,5,1,77,6236,2,1,2,1,6,132,1537,1731
623602103,623602,6236021,3,2,19,6236,2,1,3,1,6,132,1537,1731
623602104,623602,6236021,3,1,20,6236,2,1,4,1,6,132,1537,1731
623602105,623602,6236021,5,1,23,6236,2,1,5,1,6,132,1537,1731
623602106,623602,6236021,5,1,48,6236,2,1,6,1,6,132,1537,1731
623714101,623714,6237141,1,1,67,6237,14,1,1,2,2,135,1585,1797
623714102,623714,6237141,2,2,56,6237,14,1,2,2,2,135,1585,1797
623714103,623714,6237141,3,1,22,6237,14,1,3,2,2,135,1585,1797
623714104,623714,6237141,3,2,17,6237,14,1,4,2,2,135,1585,1797
623802101,623802,6238021,1,1,80,6238,2,1,1,1,1,10,116,2816
623802102,623802,6238021,2,2,71,6238,2,1,2,1,1,10,116,2816
623802103,623802,6238021,3,1,40,6238,2,1,3,1,1,10,116,2816
623904101,623904,6239041,1,1,71,6239,4,1,1,1,1,151,1789,1662
623904102,623904,6239041,2,2,68,6239,4,1,2,1,1,151,1789,1662
624001101,624001,6240011,1,2,75,6240,1,1,1,1,2,29,306,1616
624103101,624103,6241031,1,2,76,6241,3,1,1,1,1,17,186,713
624103102,624103,6241031,3,1,33,6241,3,1,2,1,1,17,186,713
624202101,624202,6242021,1,2,62,6242,2,1,1,1,3,91,1126,3861
624313101,624313,6243131,1,1,50,6243,13,1,1,3,3,32,391,636
624313102,624313,6243131,5,1,38,6243,13,1,2,3,3,32,391,636
624313103,624313,6243131,5,2,41,6243,13,1,3,3,3,32,391,636
624313104,624313,6243131,5,2,7,6243,13,1,4,3,3,32,391,636
624313105,624313,6243131,5,1,5,6243,13,1,5,3,3,32,391,636
624405101,624405,6244051,1,2,66,6244,5,1,1,1,1,53,796,1141
624405102,624405,6244051,2,1,84,6244,5,1,2,1,1,53,796,1141
624520101,624520,6245201,1,1,32,6245,20,1,1,3,1,12,144,592
624520102,624520,6245201,2,2,32,6245,20,1,2,3,1,12,144,592
624520103,624520,6245201,3,2,9,6245,20,1,3,3,1,12,144,592
624520104,624520,6245201,3,1,8,6245,20,1,4,3,1,12,144,592
624520105,624520,6245201,3,2,1,6245,20,1,5,3,1,12,144,592
624605101,624605,6246051,1,1,89,6246,5,1,1,1,3,80,1010,5804
624605102,624605,6246051,2,2,69,6246,5,1,2,1,3,80,1010,5804
624605103,624605,6246051,4,1,26,6246,5,1,3,1,3,80,1010,5804
624702101,624702,6247021,1,1,43,6247,2,1,1,1,1,45,517,3447
624702102,624702,6247021,2,2,39,6247,2,1,2,1,1,45,517,3447
624702103,624702,6247021,3,2,18,6247,2,1,3,1,1,45,517,3447
624702104,624702,6247021,3,1,17,6247,2,1,4,1,1,45,517,3447
624702105,624702,6247021,3,2,12,6247,2,1,5,1,1,45,517,3447
624805101,624805,6248051,1,1,29,6248,5,1,1,1,4,50,750,2094
624901101,624901,6249011,1,2,48,6249,1,1,1,1,2,140,1672,967
624901102,624901,6249011,3,2,17,6249,1,1,2,1,2,140,1672,967
625003101,625003,6250031,1,1,41,6250,3,1,1,4,1,43,484,2372
625003102,625003,6250031,2,2,26,6250,3,1,2,4,1,43,484,2372
625003103,625003,6250031,3,1,8,6250,3,1,3,4,1,43,484,2372
625003104,625003,6250031,3,2,2,6250,3,1,4,4,1,43,484,2372
625114101,625114,6251141,1,2,63,6251,14,1,1,4,5,96,1156,1044
625114102,625114,6251141,2,1,60,6251,14,1,2,4,5,96,1156,1044
625114103,625114,6251141,3,1,28,6251,14,1,3,4,5,96,1156,1044
625114104,625114,6251141,3,2,30,6251,14,1,4,4,5,96,1156,1044
625114105,625114,6251141,5,1,97,6251,14,1,5,4,5,96,1156,1044
625114106,625114,6251141,5,1,90,6251,14,1,6,4,5,96,1156,1044
625114107,625114,6251141,3,2,1,6251,14,1,7,4,5,96,1156,1044
625203101,625203,6252031,1,2,61,6252,3,1,1,1,1,9,88,2583
625203102,625203,6252031,4,1,21,6252,3,1,2,1,1,9,88,2583
625315101,625315,6253151,1,2,66,6253,15,1,1,4,6,154,1816,2554
625315102,625315,6253151,3,2,32,6253,15,1,2,4,6,154,1816,2554
625413101,625413,6254131,1,1,33,6254,13,1,1,4,5,70,931,3702
625413102,625413,6254131,2,2,19,6254,13,1,2,4,5,70,931,3702
625413103,625413,6254131,3,1,2,6254,13,1,3,4,5,70,931,3702
625504101,625504,6255041,1,1,31,6255,4,1,1,1,6,132,1550,1443
625504102,625504,6255041,2,2,30,6255,4,1,2,1,6,132,1550,1443
625504103,625504,6255041,3,2,9,6255,4,1,3,1,6,132,1550,1443
625504104,625504,6255041,3,2,7,6255,4,1,4,1,6,132,1550,1443
625603101,625603,6256031,1,1,42,6256,3,1,1,1,1,10,121,2435
625603102,625603,6256031,2,1,28,6256,3,1,2,1,1,10,121,2435
625603103,625603,6256031,5,1,35,6256,3,1,3,1,1,10,121,2435
625603104,625603,6256031,5,2,30,6256,3,1,4,1,1,10,121,2435
625704101,625704,6257041,1,1,42,6257,4,1,1,4,6,63,883,3042
625704102,625704,6257041,3,1,16,6257,4,1,2,4,6,63,883,3042
625704103,625704,6257041,3,2,14,6257,4,1,3,4,6,63,883,3042
625820101,625820,6258201,1,1,73,6258,20,1,1,3,6,179,2089,1807
625820102,625820,6258201,2,2,65,6258,20,1,2,3,6,179,2089,1807
625904101,625904,6259041,1,1,35,6259,4,1,1,3,5,116,1406,6756
625904102,625904,6259041,2,2,28,6259,4,1,2,3,5,116,1406,6756
626002101,626002,6260021,1,1,53,6260,2,1,1,1,4,49,667,2893
626002102,626002,6260021,2,2,52,6260,2,1,2,1,4,49,667,2893
626002103,626002,6260021,3,1,22,6260,2,1,3,1,4,49,667,2893
626102101,626102,6261021,1,1,36,6261,2,1,1,1,1,144,1684,4596
626102102,626102,6261021,2,2,30,6261,2,1,2,1,1,144,1684,4596
626102103,626102,6261021,3,1,8,6261,2,1,3,1,1,144,1684,4596
626102104,626102,6261021,3,2,9,6261,2,1,4,1,1,144,1684,4596
626203101,626203,6262031,1,1,80,6262,3,1,1,1,4,50,732,2972
626203102,626203,6262031,2,2,75,6262,3,1,2,1,4,50,732,2972
626203103,626203,6262031,5,2,40,6262,3,1,3,1,4,50,732,2972
626203104,626203,6262031,5,2,33,6262,3,1,4,1,4,50,732,2972
626203105,626203,6262031,5,1,40,6262,3,1,5,1,4,50,732,2972
626203106,626203,6262031,5,1,55,6262,3,1,6,1,4,50,732,2972
626301101,626301,6263011,1,2,65,6263,1,1,1,1,2,162,1906,1468
626301102,626301,6263011,2,1,73,6263,1,1,2,1,2,162,1906,1468
626402101,626402,6264021,1,2,55,6264,2,1,1,2,3,75,963,13690
626402102,626402,6264021,2,1,56,6264,2,1,2,2,3,75,963,13690
626402103,626402,6264021,3,1,23,6264,2,1,3,2,3,75,963,13690
626402104,626402,6264021,3,2,32,6264,2,1,4,2,3,75,963,13690
626402105,626402,6264021,5,2,30,6264,2,1,5,2,3,75,963,13690
626503101,626503,6265031,1,1,46,6265,3,1,1,1,2,139,1642,1223
626503102,626503,6265031,2,2,44,6265,3,1,2,1,2,139,1642,1223
626503103,626503,6265031,3,2,22,6265,3,1,3,1,2,139,1642,1223
626605101,626605,6266051,1,2,68,6266,5,1,1,2,5,170,2030,818
626605102,626605,6266051,3,2,49,6266,5,1,2,2,5,170,2030,818
626703101,626703,6267031,1,1,47,6267,3,1,1,1,4,50,741,2785
626703102,626703,6267031,2,2,38,6267,3,1,2,1,4,50,741,2785
626703103,626703,6267031,3,2,11,6267,3,1,3,1,4,50,741,2785
626703104,626703,6267031,3,2,5,6267,3,1,4,1,4,50,741,2785
626703105,626703,6267031,3,2,4,6267,3,1,5,1,4,50,741,2785
626803101,626803,6268031,1,1,76,6268,3,1,1,1,5,98,1182,1678
626803102,626803,6268031,2,2,80,6268,3,1,2,1,5,98,1182,1678
626803103,626803,6268031,5,2,40,6268,3,1,3,1,5,98,1182,1678
626803104,626803,6268031,3,1,41,6268,3,1,4,1,5,98,1182,1678
626905101,626905,6269051,1,1,38,6269,5,1,1,2,2,27,276,1431
626905102,626905,6269051,2,2,38,6269,5,1,2,2,2,27,276,1431
626905103,626905,6269051,3,1,22,6269,5,1,3,2,2,27,276,1431
626905104,626905,6269051,3,1,19,6269,5,1,4,2,2,27,276,1431
626905105,626905,6269051,3,2,13,6269,5,1,5,2,2,27,276,1431
626905106,626905,6269051,3,1,8,6269,5,1,6,2,2,27,276,1431
627002101,627002,6270021,1,1,43,6270,2,1,1,1,2,30,362,1346
627002102,627002,6270021,2,2,39,6270,2,1,2,1,2,30,362,1346
627002103,627002,6270021,3,2,12,6270,2,1,3,1,2,30,362,1346
627002104,627002,6270021,3,2,4,6270,2,1,4,1,2,30,362,1346
627115101,627115,6271151,1,1,38,6271,15,1,1,4,5,71,936,2779
627115102,627115,6271151,5,1,92,6271,15,1,2,4,5,71,936,2779
627115103,627115,6271151,2,2,36,6271,15,1,3,4,5,71,936,2779
627115104,627115,6271151,3,2,18,6271,15,1,4,4,5,71,936,2779
627115105,627115,6271151,3,2,11,6271,15,1,5,4,5,71,936,2779
627219101,627219,6272191,1,1,73,6272,19,1,1,2,5,94,1150,839
627219102,627219,6272191,5,2,68,6272,19,1,2,2,5,94,1150,839
