"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
441604101,441604,4416041,1,2,64,4416,4,1,1,1,3,127,1482,2035
441604102,441604,4416041,3,2,37,4416,4,1,2,1,3,127,1482,2035
441718101,441718,4417181,1,1,65,4417,18,1,1,2,6,62,881,1964
441803101,441803,4418031,1,1,30,4418,3,1,1,1,3,80,1011,4558
441803102,441803,4418031,2,2,32,4418,3,1,2,1,3,80,1011,4558
441803103,441803,4418031,3,1,2,4418,3,1,3,1,3,80,1011,4558
441903101,441903,4419031,1,1,31,4419,3,1,1,2,3,79,997,6613
442004101,442004,4420041,1,2,63,4420,4,1,1,1,1,144,1692,2663
442004102,442004,4420041,2,1,70,4420,4,1,2,1,1,144,1692,2663
442113101,442113,4421131,1,1,42,4421,13,1,1,4,3,187,2146,1688
442113102,442113,4421131,2,2,41,4421,13,1,2,4,3,187,2146,1688
442113103,442113,4421131,3,2,16,4421,13,1,3,4,3,187,2146,1688
442113104,442113,4421131,3,2,10,4421,13,1,4,4,3,187,2146,1688
442113105,442113,4421131,3,1,3,4421,13,1,5,4,3,187,2146,1688
442220101,442220,4422201,1,2,51,4422,20,1,1,4,5,173,2040,4785
442220102,442220,4422201,4,1,9,4422,20,1,2,4,5,173,2040,4785
442312101,442312,4423121,1,1,44,4423,12,1,1,4,5,173,2041,4774
442312102,442312,4423121,2,2,43,4423,12,1,2,4,5,173,2041,4774
442312103,442312,4423121,3,2,15,4423,12,1,3,4,5,173,2041,4774
442312104,442312,4423121,3,1,4,4423,12,1,4,4,5,173,2041,4774
442405101,442405,4424051,1,1,65,4424,5,1,1,1,2,107,1322,3056
442405102,442405,4424051,2,2,63,4424,5,1,2,1,2,107,1322,3056
442510101,442510,4425101,1,2,65,4425,10,1,1,2,6,37,444,3822
442510102,442510,4425101,3,1,23,4425,10,1,2,2,6,37,444,3822
442605101,442605,4426051,1,1,37,4426,5,1,1,1,4,50,701,3527
442605102,442605,4426051,2,2,36,4426,5,1,2,1,4,50,701,3527
442702101,442702,4427021,1,1,48,4427,2,1,1,1,3,79,991,8242
442808101,442808,4428081,1,2,73,4428,8,1,1,2,6,62,879,3249
442808102,442808,4428081,2,1,75,4428,8,1,2,2,6,62,879,3249
442901101,442901,4429011,1,1,70,4429,1,1,1,1,3,190,2169,2030
442901102,442901,4429011,2,2,70,4429,1,1,2,1,3,190,2169,2030
443017101,443017,4430171,1,1,22,4430,17,1,1,2,1,141,1674,2757
443017102,443017,4430171,5,2,17,4430,17,1,2,2,1,141,1674,2757
443106101,443106,4431061,1,1,22,4431,6,1,1,4,1,43,484,2372
443212101,443212,4432121,1,1,63,4432,12,1,1,2,6,110,1375,5038
443305101,443305,4433051,1,1,65,4433,5,1,1,1,4,50,707,3479
443305102,443305,4433051,2,2,63,4433,5,1,2,1,4,50,707,3479
443305103,443305,4433051,3,1,46,4433,5,1,3,1,4,50,707,3479
443305104,443305,4433051,3,2,40,4433,5,1,4,1,4,50,707,3479
443305105,443305,4433051,5,1,41,4433,5,1,5,1,4,50,707,3479
443305106,443305,4433051,4,2,11,4433,5,1,6,1,4,50,707,3479
443418101,443418,4434181,1,2,33,4434,18,1,1,3,6,61,878,2843
443418102,443418,4434181,2,1,32,4434,18,1,2,3,6,61,878,2843
443418103,443418,4434181,3,2,11,4434,18,1,3,3,6,61,878,2843
443418104,443418,4434181,3,2,5,4434,18,1,4,3,6,61,878,2843
443501101,443501,4435011,1,1,44,4435,1,1,1,1,2,106,1281,3171
443501102,443501,4435011,5,1,45,4435,1,1,2,1,2,106,1281,3171
443501103,443501,4435011,3,1,15,4435,1,1,3,1,2,106,1281,3171
443501104,443501,4435011,3,1,21,4435,1,1,4,1,2,106,1281,3171
443501105,443501,4435011,2,2,51,4435,1,1,5,1,2,106,1281,3171
443605101,443605,4436051,1,2,37,4436,5,1,1,1,5,97,1161,1854
443605102,443605,4436051,3,1,15,4436,5,1,2,1,5,97,1161,1854
443605103,443605,4436051,3,2,13,4436,5,1,3,1,5,97,1161,1854
443605104,443605,4436051,3,1,8,4436,5,1,4,1,5,97,1161,1854
443702101,443702,4437021,1,1,49,4437,2,1,1,1,3,6,55,1249
443702102,443702,4437021,2,2,42,4437,2,1,2,1,3,6,55,1249
443801101,443801,4438011,1,1,44,4438,1,1,1,1,4,48,586,3644
443801102,443801,4438011,2,2,40,4438,1,1,2,1,4,48,586,3644
443801103,443801,4438011,3,2,25,4438,1,1,3,1,4,48,586,3644
443801104,443801,4438011,3,1,17,4438,1,1,4,1,4,48,586,3644
443801105,443801,4438011,3,2,15,4438,1,1,5,1,4,48,586,3644
443801106,443801,4438011,3,1,14,4438,1,1,6,1,4,48,586,3644
443801107,443801,4438011,3,2,13,4438,1,1,7,1,4,48,586,3644
443801108,443801,4438011,3,1,10,4438,1,1,8,1,4,48,586,3644
443901101,443901,4439011,1,1,60,4439,1,1,1,1,4,48,574,4103
443901102,443901,4439011,2,2,58,4439,1,1,2,1,4,48,574,4103
444003101,444003,4440031,1,2,39,4440,3,1,1,1,4,49,627,3808
444003102,444003,4440031,3,2,14,4440,3,1,2,1,4,49,627,3808
444003103,444003,4440031,3,2,11,4440,3,1,3,1,4,49,627,3808
444101101,444101,4441011,1,1,82,4441,1,1,1,1,5,121,1440,4259
444101102,444101,4441011,2,2,58,4441,1,1,2,1,5,121,1440,4259
444101103,444101,4441011,3,1,26,4441,1,1,3,1,5,121,1440,4259
444101104,444101,4441011,4,1,21,4441,1,1,4,1,5,121,1440,4259
444101105,444101,4441011,4,2,15,4441,1,1,5,1,5,121,1440,4259
444210101,444210,4442101,1,2,54,4442,10,1,1,2,6,153,1812,2385
444305101,444305,4443051,1,2,46,4443,5,1,1,1,5,85,1035,13117
444305102,444305,4443051,3,2,11,4443,5,1,2,1,5,85,1035,13117
444401101,444401,4444011,1,1,57,4444,1,1,1,1,1,16,175,625
444401102,444401,4444011,5,2,56,4444,1,1,2,1,1,16,175,625
444401103,444401,4444011,5,1,47,4444,1,1,3,1,1,16,175,625
444501101,444501,4445011,1,1,46,4445,1,1,1,1,1,44,494,3005
444501102,444501,4445011,2,2,49,4445,1,1,2,1,1,44,494,3005
444501103,444501,4445011,3,2,25,4445,1,1,3,1,1,44,494,3005
444501104,444501,4445011,3,2,20,4445,1,1,4,1,1,44,494,3005
444501105,444501,4445011,3,1,15,4445,1,1,5,1,1,44,494,3005
444603101,444603,4446031,1,1,48,4446,3,1,1,1,1,151,1777,2117
444603102,444603,4446031,3,2,28,4446,3,1,2,1,1,151,1777,2117
444603103,444603,4446031,4,2,8,4446,3,1,3,1,1,151,1777,2117
444603104,444603,4446031,4,1,5,4446,3,1,4,1,1,151,1777,2117
444603105,444603,4446031,4,1,7,4446,3,1,5,1,1,151,1777,2117
444702101,444702,4447021,1,1,59,4447,2,1,1,1,5,73,948,2562
444702102,444702,4447021,2,2,60,4447,2,1,2,1,5,73,948,2562
444702103,444702,4447021,3,2,34,4447,2,1,3,1,5,73,948,2562
444702104,444702,4447021,3,1,28,4447,2,1,4,1,5,73,948,2562
444702105,444702,4447021,4,1,8,4447,2,1,5,1,5,73,948,2562
444702106,444702,4447021,5,2,75,4447,2,1,6,1,5,73,948,2562
444811101,444811,4448111,1,2,79,4448,11,1,1,4,6,21,226,887
444811102,444811,4448111,3,2,47,4448,11,1,2,4,6,21,226,887
444916101,444916,4449161,1,1,50,4449,16,1,1,4,6,63,888,2579
444916102,444916,4449161,2,2,52,4449,16,1,2,4,6,63,888,2579
444916103,444916,4449161,3,2,14,4449,16,1,3,4,6,63,888,2579
445016101,445016,4450161,1,1,55,4450,16,1,1,4,2,28,277,1380
445016102,445016,4450161,2,2,52,4450,16,1,2,4,2,28,277,1380
445016103,445016,4450161,3,2,30,4450,16,1,3,4,2,28,277,1380
445016104,445016,4450161,3,1,20,4450,16,1,4,4,2,28,277,1380
445016105,445016,4450161,4,2,12,4450,16,1,5,4,2,28,277,1380
445016106,445016,4450161,4,2,10,4450,16,1,6,4,2,28,277,1380
445016107,445016,4450161,4,1,6,4450,16,1,7,4,2,28,277,1380
445119101,445119,4451191,1,1,27,4451,19,1,1,4,2,136,1589,1281
445203101,445203,4452031,1,1,67,4452,3,1,1,1,6,23,235,931
445203102,445203,4452031,2,2,61,4452,3,1,2,1,6,23,235,931
445203103,445203,4452031,3,2,27,4452,3,1,3,1,6,23,235,931
445303101,445303,4453031,1,2,62,4453,3,1,1,1,3,60,873,6798
445404101,445404,4454041,1,2,55,4454,4,1,1,3,6,20,222,977
445404102,445404,4454041,3,2,22,4454,4,1,2,3,6,20,222,977
445511101,445511,4455111,1,2,36,4455,11,1,1,4,3,57,838,3502
445511102,445511,4455111,3,2,8,4455,11,1,2,4,3,57,838,3502
445511103,445511,4455111,3,2,2,4455,11,1,3,4,3,57,838,3502
445601101,445601,4456011,1,1,44,4456,1,1,1,1,1,9,71,3257
445601102,445601,4456011,2,2,36,4456,1,1,2,1,1,9,71,3257
445601103,445601,4456011,3,1,17,4456,1,1,3,1,1,9,71,3257
445703101,445703,4457031,1,2,38,4457,3,1,1,1,6,132,1539,1677
445703102,445703,4457031,5,2,26,4457,3,1,2,1,6,132,1539,1677
445703103,445703,4457031,5,2,53,4457,3,1,3,1,6,132,1539,1677
445703104,445703,4457031,3,1,15,4457,3,1,4,1,6,132,1539,1677
445703105,445703,4457031,3,2,13,4457,3,1,5,1,6,132,1539,1677
445807101,445807,4458071,1,1,50,4458,7,1,1,4,3,77,970,8757
445807102,445807,4458071,2,2,56,4458,7,1,2,4,3,77,970,8757
445807103,445807,4458071,3,2,21,4458,7,1,3,4,3,77,970,8757
445807104,445807,4458071,4,1,13,4458,7,1,4,4,3,77,970,8757
445807105,445807,4458071,4,2,11,4458,7,1,5,4,3,77,970,8757
445901101,445901,4459011,1,1,22,4459,1,1,1,1,1,9,69,3373
445901102,445901,4459011,2,2,22,4459,1,1,2,1,1,9,69,3373
446008101,446008,4460081,1,2,59,4460,8,1,1,4,3,187,2148,1543
446008102,446008,4460081,3,2,37,4460,8,1,2,4,3,187,2148,1543
446008103,446008,4460081,3,1,35,4460,8,1,3,4,3,187,2148,1543
446008104,446008,4460081,4,1,9,4460,8,1,4,4,3,187,2148,1543
446105101,446105,4461051,1,2,67,4461,5,1,1,2,5,86,1066,13118
446105102,446105,4461051,3,1,34,4461,5,1,2,2,5,86,1066,13118
446105103,446105,4461051,3,1,38,4461,5,1,3,2,5,86,1066,13118
446105104,446105,4461051,3,2,27,4461,5,1,4,2,5,86,1066,13118
446201101,446201,4462011,1,1,40,4462,1,1,1,1,3,188,2153,1417
446201102,446201,4462011,2,2,43,4462,1,1,2,1,3,188,2153,1417
446201103,446201,4462011,3,2,14,4462,1,1,3,1,3,188,2153,1417
446316101,446316,4463161,1,1,19,4463,16,1,1,4,6,63,886,2839
446316102,446316,4463161,2,2,20,4463,16,1,2,4,6,63,886,2839
446405101,446405,4464051,1,1,47,4464,5,1,1,1,1,145,1713,2488
446405102,446405,4464051,2,2,48,4464,5,1,2,1,1,145,1713,2488
446405103,446405,4464051,6,2,21,4464,5,1,3,1,1,145,1713,2488
446405104,446405,4464051,4,2,4,4464,5,1,4,1,1,145,1713,2488
446405105,446405,4464051,3,1,22,4464,5,1,5,1,1,145,1713,2488
446503101,446503,4465031,1,1,64,4465,3,1,1,1,5,86,1086,8324
446503102,446503,4465031,5,1,60,4465,3,1,2,1,5,86,1086,8324
446603101,446603,4466031,1,2,73,4466,3,1,1,1,4,49,606,4668
446603102,446603,4466031,3,1,36,4466,3,1,2,1,4,49,606,4668
446705101,446705,4467051,1,1,70,4467,5,1,1,1,2,107,1314,3142
446705102,446705,4467051,2,2,60,4467,5,1,2,1,2,107,1314,3142
446705103,446705,4467051,3,1,33,4467,5,1,3,1,2,107,1314,3142
446705104,446705,4467051,3,2,32,4467,5,1,4,1,2,107,1314,3142
446705105,446705,4467051,3,1,24,4467,5,1,5,1,2,107,1314,3142
446803101,446803,4468031,1,2,72,4468,3,1,1,1,6,181,2093,2816
446803102,446803,4468031,2,1,76,4468,3,1,2,1,6,181,2093,2816
446803103,446803,4468031,3,1,36,4468,3,1,3,1,6,181,2093,2816
446803104,446803,4468031,4,2,17,4468,3,1,4,1,6,181,2093,2816
446803105,446803,4468031,6,1,20,4468,3,1,5,1,6,181,2093,2816
446803106,446803,4468031,4,1,14,4468,3,1,6,1,6,181,2093,2816
446803107,446803,4468031,4,2,9,4468,3,1,7,1,6,181,2093,2816
446803108,446803,4468031,4,1,6,4468,3,1,8,1,6,181,2093,2816
446915101,446915,4469151,1,1,54,4469,15,1,1,3,3,75,965,3506
446915102,446915,4469151,2,2,48,4469,15,1,2,3,3,75,965,3506
446915103,446915,4469151,3,1,26,4469,15,1,3,3,3,75,965,3506
446915104,446915,4469151,3,1,14,4469,15,1,4,3,3,75,965,3506
446915105,446915,4469151,5,1,38,4469,15,1,5,3,3,75,965,3506
447004101,447004,4470041,1,1,39,4470,4,1,1,4,2,137,1597,1065
447004102,447004,4470041,2,2,35,4470,4,1,2,4,2,137,1597,1065
447004103,447004,4470041,3,2,17,4470,4,1,3,4,2,137,1597,1065
447004104,447004,4470041,3,2,15,4470,4,1,4,4,2,137,1597,1065
447104101,447104,4471041,1,1,73,4471,4,1,1,1,3,59,866,5308
447104102,447104,4471041,2,2,73,4471,4,1,2,1,3,59,866,5308
447208101,447208,4472081,1,1,31,4472,8,1,1,3,2,135,1587,1397
447208102,447208,4472081,2,2,30,4472,8,1,2,3,2,135,1587,1397
447208103,447208,4472081,5,2,59,4472,8,1,3,3,2,135,1587,1397
447208104,447208,4472081,3,2,6,4472,8,1,4,3,2,135,1587,1397
447320101,447320,4473201,1,2,52,4473,20,1,1,2,5,172,2036,8005
447320102,447320,4473201,3,1,21,4473,20,1,2,2,5,172,2036,8005
447411101,447411,4474111,1,1,77,4474,11,1,1,3,5,116,1408,6402
447411102,447411,4474111,3,2,47,4474,11,1,2,3,5,116,1408,6402
447411103,447411,4474111,3,1,48,4474,11,1,3,3,5,116,1408,6402
447505101,447505,4475051,1,2,39,4475,5,1,1,1,4,48,561,4978
447505102,447505,4475051,2,1,40,4475,5,1,2,1,4,48,561,4978
447505103,447505,4475051,3,2,17,4475,5,1,3,1,4,48,561,4978
447505104,447505,4475051,3,2,13,4475,5,1,4,1,4,48,561,4978
447616101,447616,4476161,1,1,51,4476,16,1,1,4,3,125,1467,2137
447616102,447616,4476161,2,2,47,4476,16,1,2,4,3,125,1467,2137
447616103,447616,4476161,3,1,26,4476,16,1,3,4,3,125,1467,2137
447701101,447701,4477011,1,1,29,4477,1,1,1,1,1,9,79,3074
447701102,447701,4477011,2,2,32,4477,1,1,2,1,1,9,79,3074
447815101,447815,4478151,1,2,54,4478,15,1,1,4,1,43,485,1975
447815102,447815,4478151,3,1,14,4478,15,1,2,4,1,43,485,1975
447815103,447815,4478151,3,2,10,4478,15,1,3,4,1,43,485,1975
447815104,447815,4478151,3,1,5,4478,15,1,4,4,1,43,485,1975
447920101,447920,4479201,1,1,80,4479,20,1,1,4,6,39,453,3363
447920102,447920,4479201,2,2,80,4479,20,1,2,4,6,39,453,3363
448001101,448001,4480011,1,1,37,4480,1,1,1,1,1,11,132,2860
448001102,448001,4480011,2,2,37,4480,1,1,2,1,1,11,132,2860
448001103,448001,4480011,3,1,9,4480,1,1,3,1,1,11,132,2860
448001104,448001,4480011,3,2,6,4480,1,1,4,1,1,11,132,2860
448102101,448102,4481021,1,1,43,4481,2,1,1,2,5,175,2053,6475
448102102,448102,4481021,2,2,40,4481,2,1,2,2,5,175,2053,6475
448102103,448102,4481021,3,1,12,4481,2,1,3,2,5,175,2053,6475
448202101,448202,4482021,1,2,46,4482,2,1,1,1,1,150,1757,2485
448202102,448202,4482021,3,2,22,4482,2,1,2,1,1,150,1757,2485
448202103,448202,4482021,3,2,20,4482,2,1,3,1,1,150,1757,2485
448202104,448202,4482021,4,1,6,4482,2,1,4,1,1,150,1757,2485
448202105,448202,4482021,4,1,5,4482,2,1,5,1,1,150,1757,2485
448202106,448202,4482021,4,2,0,4482,2,1,6,1,1,150,1757,2485
448310101,448310,4483101,1,1,55,4483,10,1,1,4,1,143,1681,2188
448310102,448310,4483101,2,2,46,4483,10,1,2,4,1,143,1681,2188
448403101,448403,4484031,1,1,36,4484,3,1,1,1,3,189,2164,1145
448403102,448403,4484031,2,2,39,4484,3,1,2,1,3,189,2164,1145
448403103,448403,4484031,3,2,18,4484,3,1,3,1,3,189,2164,1145
448403104,448403,4484031,3,2,6,4484,3,1,4,1,3,189,2164,1145
448403105,448403,4484031,3,2,2,4484,3,1,5,1,3,189,2164,1145
448502101,448502,4485021,1,2,52,4485,2,1,1,1,1,44,493,3043
448502102,448502,4485021,3,2,23,4485,2,1,2,1,1,44,493,3043
448602101,448602,4486021,1,1,56,4486,2,1,1,1,2,163,1919,1901
448602102,448602,4486021,2,2,46,4486,2,1,2,1,2,163,1919,1901
448602103,448602,4486021,3,1,16,4486,2,1,3,1,2,163,1919,1901
448602104,448602,4486021,3,1,14,4486,2,1,4,1,2,163,1919,1901
448701101,448701,4487011,1,1,57,4487,1,1,1,1,1,144,1697,2258
448701102,448701,4487011,5,1,53,4487,1,1,2,1,1,144,1697,2258
448804101,448804,4488041,1,1,54,4488,4,1,1,1,4,49,647,3351
448804102,448804,4488041,2,2,52,4488,4,1,2,1,4,49,647,3351
448804103,448804,4488041,3,2,25,4488,4,1,3,1,4,49,647,3351
448804104,448804,4488041,3,1,23,4488,4,1,4,1,4,49,647,3351
448903101,448903,4489031,1,1,34,4489,3,1,1,1,6,182,2100,2028
448903102,448903,4489031,2,2,42,4489,3,1,2,1,6,182,2100,2028
449016101,449016,4490161,1,1,48,4490,16,1,1,4,5,167,1975,636
449016102,449016,4490161,2,2,45,4490,16,1,2,4,5,167,1975,636
449016103,449016,4490161,3,2,18,4490,16,1,3,4,5,167,1975,636
449104101,449104,4491041,1,1,56,4491,4,1,1,1,6,132,1549,1457
449104102,449104,4491041,2,2,55,4491,4,1,2,1,6,132,1549,1457
449203101,449203,4492031,1,1,57,4492,3,1,1,4,2,136,1589,1281
449203102,449203,4492031,2,2,53,4492,3,1,2,4,2,136,1589,1281
449203103,449203,4492031,3,1,23,4492,3,1,3,4,2,136,1589,1281
449203104,449203,4492031,5,2,25,4492,3,1,4,4,2,136,1589,1281
449203105,449203,4492031,4,2,1,4492,3,1,5,4,2,136,1589,1281
449203106,449203,4492031,3,1,19,4492,3,1,6,4,2,136,1589,1281
449203107,449203,4492031,5,2,19,4492,3,1,7,4,2,136,1589,1281
449203108,449203,4492031,3,1,16,4492,3,1,8,4,2,136,1589,1281
449203109,449203,4492031,5,2,20,4492,3,1,9,4,2,136,1589,1281
449203110,449203,4492031,4,1,0,4492,3,1,10,4,2,136,1589,1281
449304101,449304,4493041,1,1,78,4493,4,1,1,1,3,79,996,7162
449304102,449304,4493041,3,2,48,4493,4,1,2,1,3,79,996,7162
449304103,449304,4493041,3,2,38,4493,4,1,3,1,3,79,996,7162
449304104,449304,4493041,4,2,18,4493,4,1,4,1,3,79,996,7162
449304105,449304,4493041,4,2,13,4493,4,1,5,1,3,79,996,7162
449403101,449403,4494031,1,1,51,4494,3,1,1,1,1,10,120,2739
449403102,449403,4494031,2,2,48,4494,3,1,2,1,1,10,120,2739
449503101,449503,4495031,1,2,69,4495,3,1,1,1,5,98,1198,1204
449503102,449503,4495031,3,1,28,4495,3,1,2,1,5,98,1198,1204
449503103,449503,4495031,4,1,29,4495,3,1,3,1,5,98,1198,1204
449603101,449603,4496031,1,1,35,4496,3,1,1,1,4,48,591,3541
449603102,449603,4496031,2,2,32,4496,3,1,2,1,4,48,591,3541
449603103,449603,4496031,3,2,9,4496,3,1,3,1,4,48,591,3541
449603104,449603,4496031,3,2,4,4496,3,1,4,1,4,48,591,3541
449603105,449603,4496031,3,1,2,4496,3,1,5,1,4,48,591,3541
449703101,449703,4497031,1,1,36,4497,3,1,1,1,2,161,1851,1956
449703102,449703,4497031,2,2,35,4497,3,1,2,1,2,161,1851,1956
449703103,449703,4497031,3,1,18,4497,3,1,3,1,2,161,1851,1956
449703104,449703,4497031,3,1,14,4497,3,1,4,1,2,161,1851,1956
449703105,449703,4497031,3,2,12,4497,3,1,5,1,2,161,1851,1956
449703106,449703,4497031,3,1,1,4497,3,1,6,1,2,161,1851,1956
449703107,449703,4497031,5,1,37,4497,3,1,7,1,2,161,1851,1956
449802101,449802,4498021,1,1,44,4498,2,1,1,1,1,53,791,1209
449902101,449902,4499021,1,2,49,4499,2,1,1,1,3,91,1119,4419
450004101,450004,4500041,1,2,45,4500,4,1,1,1,6,132,1553,1371
450004102,450004,4500041,2,1,38,4500,4,1,2,1,6,132,1553,1371
450004103,450004,4500041,3,1,17,4500,4,1,3,1,6,132,1553,1371
450103101,450103,4501031,1,2,57,4501,3,1,1,1,5,86,1087,7105
450103102,450103,4501031,5,1,29,4501,3,1,2,1,5,86,1087,7105
450103103,450103,4501031,3,1,22,4501,3,1,3,1,5,86,1087,7105
450103104,450103,4501031,3,2,20,4501,3,1,4,1,5,86,1087,7105
450103105,450103,4501031,4,1,0,4501,3,1,5,1,5,86,1087,7105
450219101,450219,4502191,1,2,53,4502,19,1,1,3,5,94,1148,948
450219102,450219,4502191,4,1,10,4502,19,1,2,3,5,94,1148,948
450219103,450219,4502191,4,2,4,4502,19,1,3,3,5,94,1148,948
450219104,450219,4502191,4,1,2,4502,19,1,4,3,5,94,1148,948
450319101,450319,4503191,1,1,48,4503,19,1,1,4,6,111,1379,3848
450319102,450319,4503191,2,2,41,4503,19,1,2,4,6,111,1379,3848
450319103,450319,4503191,3,2,21,4503,19,1,3,4,6,111,1379,3848
450319104,450319,4503191,3,1,13,4503,19,1,4,4,6,111,1379,3848
450410101,450410,4504101,1,2,89,4504,10,1,1,3,5,172,2038,7996
450505101,450505,4505051,1,1,52,4505,5,1,1,4,6,39,452,3699
450505102,450505,4505051,2,2,49,4505,5,1,2,4,6,39,452,3699
450505103,450505,4505051,3,1,4,4505,5,1,3,4,6,39,452,3699
450619101,450619,4506191,1,1,33,4506,19,1,1,4,6,111,1380,3726
450619102,450619,4506191,2,2,31,4506,19,1,2,4,6,111,1380,3726
450619103,450619,4506191,3,1,7,4506,19,1,3,4,6,111,1380,3726
450619104,450619,4506191,3,2,0,4506,19,1,4,4,6,111,1380,3726
450703101,450703,4507031,1,1,24,4507,3,1,1,1,6,184,2126,3246
450810101,450810,4508101,1,1,36,4508,10,1,1,3,3,185,2140,1353
450810102,450810,4508101,2,2,26,4508,10,1,2,3,3,185,2140,1353
450810103,450810,4508101,3,1,8,4508,10,1,3,3,3,185,2140,1353
450906101,450906,4509061,1,2,37,4509,6,1,1,4,5,83,1023,11415
450906102,450906,4509061,3,1,16,4509,6,1,2,4,5,83,1023,11415
451002101,451002,4510021,1,1,40,4510,2,1,1,1,6,23,245,744
451002102,451002,4510021,6,1,22,4510,2,1,2,1,6,23,245,744
451002103,451002,4510021,5,1,19,4510,2,1,3,1,6,23,245,744
451103101,451103,4511031,1,1,27,4511,3,1,1,1,2,164,1958,1911
451103102,451103,4511031,5,2,48,4511,3,1,2,1,2,164,1958,1911
451103103,451103,4511031,5,1,49,4511,3,1,3,1,2,164,1958,1911
451103104,451103,4511031,5,1,23,4511,3,1,4,1,2,164,1958,1911
451103105,451103,4511031,5,1,20,4511,3,1,5,1,2,164,1958,1911
451103106,451103,4511031,5,1,15,4511,3,1,6,1,2,164,1958,1911
451202101,451202,4512021,1,2,47,4512,2,1,1,1,6,133,1561,1831
451202102,451202,4512021,3,1,19,4512,2,1,2,1,6,133,1561,1831
451304101,451304,4513041,1,1,71,4513,4,1,1,3,6,179,2088,1811
451405101,451405,4514051,1,2,49,4514,5,1,1,1,5,97,1160,1876
451405102,451405,4514051,3,1,22,4514,5,1,2,1,5,97,1160,1876
451504101,451504,4515041,1,2,41,4515,4,1,1,2,3,79,997,6613
451504102,451504,4515041,5,2,52,4515,4,1,2,2,3,79,997,6613
451504103,451504,4515041,2,1,43,4515,4,1,3,2,3,79,997,6613
451504104,451504,4515041,5,1,30,4515,4,1,4,2,3,79,997,6613
451504105,451504,4515041,5,1,22,4515,4,1,5,2,3,79,997,6613
451504106,451504,4515041,3,2,21,4515,4,1,6,2,3,79,997,6613
451504107,451504,4515041,3,1,19,4515,4,1,7,2,3,79,997,6613
451504108,451504,4515041,5,2,18,4515,4,1,8,2,3,79,997,6613
451504109,451504,4515041,3,2,11,4515,4,1,9,2,3,79,997,6613
451601101,451601,4516011,1,1,42,4516,1,1,1,1,1,17,187,709
451601102,451601,4516011,2,2,39,4516,1,1,2,1,1,17,187,709
451601103,451601,4516011,3,2,12,4516,1,1,3,1,1,17,187,709
451601104,451601,4516011,3,1,6,4516,1,1,4,1,1,17,187,709
451702101,451702,4517021,1,2,43,4517,2,1,1,1,1,16,162,826
451702102,451702,4517021,3,1,25,4517,2,1,2,1,1,16,162,826
451702103,451702,4517021,3,1,13,4517,2,1,3,1,1,16,162,826
451702104,451702,4517021,3,2,10,4517,2,1,4,1,1,16,162,826
451702105,451702,4517021,3,2,9,4517,2,1,5,1,1,16,162,826
451801101,451801,4518011,1,2,44,4518,1,1,1,1,2,29,291,1723
451801102,451801,4518011,2,1,43,4518,1,1,2,1,2,29,291,1723
451801103,451801,4518011,3,1,20,4518,1,1,3,1,2,29,291,1723
451801104,451801,4518011,3,2,18,4518,1,1,4,1,2,29,291,1723
451903101,451903,4519031,1,1,40,4519,3,1,1,1,6,40,457,4914
451903102,451903,4519031,2,2,35,4519,3,1,2,1,6,40,457,4914
451903103,451903,4519031,3,2,9,4519,3,1,3,1,6,40,457,4914
451903104,451903,4519031,3,1,8,4519,3,1,4,1,6,40,457,4914
451903105,451903,4519031,3,1,0,4519,3,1,5,1,6,40,457,4914
452004101,452004,4520041,1,1,85,4520,4,1,1,1,1,46,553,2825
452004102,452004,4520041,2,2,70,4520,4,1,2,1,1,46,553,2825
452004103,452004,4520041,3,1,31,4520,4,1,3,1,1,46,553,2825
452111101,452111,4521111,1,1,61,4521,11,1,1,3,5,94,1147,957
452111102,452111,4521111,2,2,55,4521,11,1,2,3,5,94,1147,957
452111103,452111,4521111,3,2,23,4521,11,1,3,3,5,94,1147,957
452111104,452111,4521111,4,2,12,4521,11,1,4,3,5,94,1147,957
452111105,452111,4521111,4,2,4,4521,11,1,5,3,5,94,1147,957
452111106,452111,4521111,4,1,1,4521,11,1,6,3,5,94,1147,957
452111107,452111,4521111,4,2,16,4521,11,1,7,3,5,94,1147,957
452203101,452203,4522031,1,1,39,4522,3,1,1,1,6,22,233,354
452203102,452203,4522031,2,2,31,4522,3,1,2,1,6,22,233,354
452203103,452203,4522031,5,2,69,4522,3,1,3,1,6,22,233,354
452203104,452203,4522031,3,2,9,4522,3,1,4,1,6,22,233,354
452203105,452203,4522031,3,1,1,4522,3,1,5,1,6,22,233,354
452301101,452301,4523011,1,2,42,4523,1,1,1,1,1,17,194,643
452301102,452301,4523011,3,2,24,4523,1,1,2,1,1,17,194,643
452301103,452301,4523011,3,1,7,4523,1,1,3,1,1,17,194,643
452402101,452402,4524021,1,2,34,4524,2,1,1,1,4,50,756,1305
452402102,452402,4524021,5,1,75,4524,2,1,2,1,4,50,756,1305
452505101,452505,4525051,1,1,46,4525,5,1,1,2,1,51,767,1281
452505102,452505,4525051,2,2,36,4525,5,1,2,2,1,51,767,1281
452505103,452505,4525051,3,1,4,4525,5,1,3,2,1,51,767,1281
452601101,452601,4526011,1,1,64,4526,1,1,1,1,3,5,35,1296
